"route","animal","species","type","frequency","project","recv1","recv2","lon1","lat1","lon2","lat2","dtStart","dtEnd"
"1002.1002","5786,5786,5786","18890,18890,18890","LineString","166.38","22",1002,1002,-60.967935,45.320202,-60.967935,45.320202,2013-09-20,2013-09-28
"1002.1004","5718,5736,5730,5745","16820,16820,16820,16820","LineString","166.38","86",1002,1004,-60.967935,45.320202,-60.968243,45.319553,2013-09-19,2013-10-07
"1002.1068","5740,5989","16820,16820","LineString","166.38","86",1002,1068,-60.967935,45.320202,-61.5423,45.0999,2013-10-06,2013-10-13
"1002.2804","5786","18890","LineString","166.38","22",2804,1002,-59.7907,43.9601,-60.967935,45.320202,2013-09-18,2013-09-20
"1002.2841","5710,5742","16820,16820","LineString","166.38","86",1002,2841,-60.967935,45.320202,-62.34769,44.91418,2013-09-16,2013-10-05
"1002.2847","5707,5712,5730,5722,5709,5748,5732,5717","16820,16820,16820,16820,16820,16820,16820,16820","LineString","166.38","86",1002,2847,-60.967935,45.320202,-61.45481,45.16746,2013-09-13,2013-10-12
"1004.1004","5726,5734","16820,16820","LineString","166.38","86",1004,1004,-60.968243,45.319553,-60.968243,45.319553,2013-09-27,2013-10-02
"1004.1005","5750","16820","LineString","166.38","86",1004,1005,-60.968243,45.319553,-64.840743,43.829059,2013-10-07,2013-10-21
"1004.1033","5733","16820","LineString","166.38","86",1004,1033,-60.968243,45.319553,-63.7937,44.4744,2013-09-20,2013-10-20
"1004.1068","5718,5725,5723,5728","16820,16820,16820,16820","LineString","166.38","86",1004,1068,-60.968243,45.319553,-61.5423,45.0999,2013-09-19,2013-10-02
"1004.1991","5713","16820","LineString","166.38","86",1004,1991,-60.968243,45.319553,-67.90574,44.4131,2013-09-29,2013-10-17
"1004.2829","5739","16820","LineString","166.38","86",1004,2829,-60.968243,45.319553,-63.38497,44.64854,2013-10-04,2013-10-20
"1004.2837","5715","16820","LineString","166.38","86",1004,2837,-60.968243,45.319553,-62.92378,44.72801,2013-09-15,2013-09-19
"1004.2841","5747","16820","LineString","166.38","86",1004,2841,-60.968243,45.319553,-62.34769,44.91418,2013-10-07,2013-10-10
"1004.2847","5719,5708,5720,5731,5725,5725,5716,5786,5726,5983,5746,5982,5749,5744","16820,16820,16820,16820,16820,16820,16820,18890,16820,16820,16820,16820,16820,16820","LineString","166.38","22,86",1004,2847,-60.968243,45.319553,-61.45481,45.16746,2013-09-16,2013-10-15
"1005.1005","5812","18890","LineString","166.38","22",1005,1005,-64.840743,43.829059,-64.840743,43.829059,2013-11-13,2013-11-17
"1005.1008","5896","5280","LineString","166.38","21",1008,1005,-60.0228,43.9321,-64.840743,43.829059,2013-08-10,2013-10-10
"1005.1033","5715,5768,5811,5796,5794","16820,18890,18890,18890,18890","LineString","166.38","22,86",1033,1005,-63.7937,44.4744,-64.840743,43.829059,2013-09-20,2013-10-08
"1005.2792","5811,5755,5977,5812,5947,5947","18890,18890,18890,18890,5280,5280","LineString","166.38","21,22",1005,2792,-64.840743,43.829059,-65.7436,43.4564,2013-10-04,2013-12-11
"1005.2829","5764","18890","LineString","166.38","22",2829,1005,-63.38497,44.64854,-64.840743,43.829059,2013-10-23,2013-10-24
"1005.2837","5808","18890","LineString","166.38","22",2837,1005,-62.92378,44.72801,-64.840743,43.829059,2013-10-08,2013-10-09
"1005.2853","5813,5767,5709,5977,5755,5790,5804,5907","18890,18890,16820,18890,18890,18890,18890,5280","LineString","166.38","21,22,86",2853,1005,-64.6074,44.0657,-64.840743,43.829059,2013-10-04,2013-11-13
"1005.2861","5813","18890","LineString","166.38","22",1005,2861,-64.840743,43.829059,-70.1532,43.68806,2013-10-05,2013-10-06
"1005.5840","5946,5945","5280,5280","LineString","166.38","21",1005,5840,-64.840743,43.829059,-64.3978,45.207,2013-12-09,2014-05-25
"1008.1008","5893,5886,5912,5900,5886,5898,5912,5897,5912,5890,5886,5948,5898,5890,5886,5951,5911,5912,5950,5911,5903,5842,5886,5840,5904,5835,5911,5897,5951,5948,5872,5878,5836,5912,5873,5882,5878,5876,5948,5950,5889,5890,5903,5911,5951,5897,5878,5882,5836,5911,5835,5897,5904,5836,5842,5840,5951,5876,5838,5881,5878,5835,5882,5840,5890,5951,5950,5948,5845,5878,5836,5903,5910,5951,5878,5834,5840,5872,5952,5881,5835,5834,5951,5890,5882,5878,5888,5837,5873,5951,5835,5903,5840,5876,5897,5950,5951,5948,5878,5834,5835,5836,5840,5837,5872,5878,5882,5904,5906,5844,5897,5950,5904,5872,5839,5948,5882,5879,5876,5951,5837,5903,5840,5843,5841,5897,5844,5834,5888,5952,5948,5881,5874,5839,5910,5950,5890,5903,5906,5838,5873,5834,5882,5889,5878,5839,5888,5951,5835,5840,5873,5841,5864,5838,5872,5878,5951,5897,5859,5839,5950,5838,5905,5948,5873,5864,5890,5950,5877,5872,5882,5948,5873,5904,5950,5859,5838,5952,5890,5877,5844,5903,5878,5873,5892,5838,5844,5877,5890,5859,5905,5872,5879,5838,5948,5951,5890,5844,5879,5838,5905,5872,5859,5903,5882,5864,5890,5843,5886,5844,5859,5838,5864,5948,5870,5879,5950,5897,5910,5951,5890,5879,5872,5838,5948,5879,5843,5890,5903,5838,5870,5864,5839,5859,5904,5879,5950,5878,5903,5841,5838,5951,5890,5882,5872,5897,5910,5950,5903,5838,5864,5890,5841,5853,5879,5859,5838,5889,5905,5905,5838,5889,5903,5879,5883,5882,5892,5864,5874,5838,5839,5889,5873,5882,5903,5870,5877,5843,5904,5879,5897,5950,5838,5872,5882,5908,5864,5950,5838,5869,5875,5879,5951,5873,5872,5879,5859,5903,5950,5839,5869,5838,5882,5903,5951,5839,5838,5905,5903,5838,5879,5903,5872,5839,5905,5879,5883,5882,5908,5903,5838,5897,5903,5910,5882,5839,5896,5897,5903,5903,5908,5965,5882,5950,5903,5882,5903,5910,5882,5794,5965,5806,5785,5754,5894,5781,5754,5780,5770,5796,5808,5785,5903,5776,5794,5910,5882,5754,5965,5903,9661,18797,18804,18803,18805,18797,18814,18803,18798,18797,18811,18803,18805,18798,18800,18798,18800,18805,18798,18805,18800,18805,18805,18800,18800,18800,18807,21440,21431,21465,21431,21465,21465,21431,18291,21465,21431,21465,21465,21465,21507,21450,21465,21440,21482,21440,21440,21482,21465,21465,21450,21465,21450,21450,21482,21465,21450,21482,21450,21465,21465,21465,21465,21450,21465,21450,21465,21465,21465,21465,21507,21509,21509,21509","5280,5280,5170,5280,5280,5280,5170,5280,5170,5280,5280,5170,5280,5280,5280,5170,5280,5170,5170,5280,5170,5570,5280,5570,5280,5570,5280,5280,5170,5170,5580,5570,5570,5170,5580,5570,5570,5570,5170,5170,5280,5280,5170,5280,5170,5280,5570,5570,5570,5280,5570,5280,5280,5570,5570,5570,5170,5570,5580,5570,5570,5570,5570,5570,5280,5170,5170,5170,5580,5570,5570,5170,5280,5170,5570,5570,5570,5580,5170,5570,5570,5570,5170,5280,5570,5570,5280,5570,5580,5170,5570,5170,5570,5570,5280,5170,5170,5170,5570,5570,5570,5570,5570,5570,5580,5570,5570,5280,5170,5580,5280,5170,5280,5580,5580,5170,5570,5570,5570,5170,5570,5170,5570,5580,5570,5280,5580,5570,5280,5170,5170,5570,5580,5580,5280,5170,5280,5170,5170,5580,5580,5570,5570,5280,5570,5580,5280,5170,5570,5570,5580,5570,5580,5580,5580,5570,5170,5280,5580,5580,5170,5580,5280,5170,5580,5580,5280,5170,5570,5580,5570,5170,5580,5280,5170,5580,5580,5170,5280,5570,5580,5170,5570,5580,5280,5580,5580,5570,5280,5580,5280,5580,5570,5580,5170,5170,5280,5580,5570,5580,5280,5580,5580,5170,5570,5580,5280,5580,5280,5580,5580,5580,5580,5170,5580,5570,5170,5280,5280,5170,5280,5570,5580,5580,5170,5570,5580,5280,5170,5580,5580,5580,5580,5580,5280,5570,5170,5570,5170,5570,5580,5170,5280,5570,5580,5280,5280,5170,5170,5580,5580,5280,5570,5570,5570,5580,5580,5280,5280,5280,5580,5280,5170,5570,5570,5570,5280,5580,5580,5580,5580,5280,5580,5570,5170,5580,5570,5580,5280,5570,5280,5170,5580,5580,5570,5170,5580,5170,5580,5570,5580,5570,5170,5580,5580,5570,5580,5170,5170,5580,5570,5580,5570,5170,5170,5580,5580,5280,5170,5580,5570,5170,5580,5580,5280,5570,5570,5570,5170,5170,5580,5280,5170,5280,5570,5580,5280,5280,5170,5170,5170,18890,5570,5170,5170,5570,5170,5280,5570,18890,18890,18890,18890,18890,5170,18890,18890,18890,18890,18890,18890,18890,5170,18890,18890,5280,5570,18890,18890,5170,7680,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,15560,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890","LineString","166.38","21,22,89,118,208",1008,1008,-60.0228,43.9321,-60.0228,43.9321,2013-05-30,2019-10-29
"1008.1033","5894,5782","5170,18890","LineString","166.38","21,22",1008,1033,-60.0228,43.9321,-63.7937,44.4744,2013-08-19,2013-10-23
"1008.1043","5889,5912,5912","5280,5170,5170","LineString","166.38","21",1008,1043,-60.0228,43.9321,-67.8643,44.3675,2013-06-15,2013-08-04
"1008.1052","5881,5881","5570,5570","LineString","166.38","89",1008,1052,-60.0228,43.9321,-60.006143,43.932745,2013-07-05,2013-07-07
"1008.1068","5952,5952,5952,5952,5821","5170,5170,5170,5170,45376","LineString","166.38","21,28",1008,1068,-60.0228,43.9321,-61.5423,45.0999,2013-07-11,2013-08-19
"1008.1116","9661","7680","LineString","166.38","118",1116,1008,-69.9457,47.759,-60.0228,43.9321,2017-09-24,2018-01-05
"1008.1135","15274","4780","LineString","166.38","38",1135,1008,-80.1167,51.2913,-60.0228,43.9321,2017-09-12,2018-01-19
"1008.1503","10294","4980","LineString","166.38","82",1503,1008,-80.3984,42.5829,-60.0228,43.9321,2017-05-15,2017-12-29
"1008.2034","21451","18890","LineString","166.38","22",2034,1008,-75.136,38.241,-60.0228,43.9321,2019-03-29,2019-04-18
"1008.2122","5836,5841,5837,5883,5834,5900,5893","5570,5570,5570,5570,5570,5280,5280","LineString","166.38","21,89",1008,2122,-60.0228,43.9321,-81.2069,44.0555,2013-06-02,2014-04-22
"1008.2292","13643","4180","LineString","166.38","78",1008,2292,-60.0228,43.9321,-81.0627,42.6616,2017-09-24,2018-07-11
"1008.2315","5904","5280","LineString","166.38","21",1008,2315,-60.0228,43.9321,-106.0506,52.2583,2013-07-27,2014-05-11
"1008.2728","5788,5755,5786,5774,5903,5912,5781,5788,5776,5769,5760,5811,5755,5788,5759,5781,5769,5755,5753,5757,5799,5954,5903,5788,5802,5765,5780,5954,5810,5808,5953,5760,5790,5769,5757,5778,5809,5785,5776,5796,5754,5764,5794,5786,5801,5977,5803,5769,5782,5767,5762,5903,5946,5790,5954,5812,5769,5797,5792,5776,5811,5770,5810,5783,5793,18805,18805,18806","18890,18890,18890,18890,5170,5170,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,5280,5170,18890,18890,18890,18890,5280,18890,18890,5280,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,5170,5280,18890,5280,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890","LineString","166.38","21,22",2728,1008,-60.0229,43.932,-60.0228,43.9321,2013-08-05,2018-10-11
"1008.2729","10288,7032","4980,4690","LineString","166.38","59,82",1008,2729,-60.0228,43.9321,-79.5371,44.0241,2017-01-20,2017-09-08
"1008.2804","5859,5889,5958,5882,5910,5776,5811,5794,5753,5950,5958,5796,5905,5810,5946","5580,5280,5280,5570,5280,18890,18890,18890,18890,5170,5280,18890,5280,18890,5280","LineString","166.38","21,22,89",2804,1008,-59.7907,43.9601,-60.0228,43.9321,2013-06-14,2013-10-15
"1008.2811","5952,5889,5948,5948,5889,5907,5911,5838,5911,5911,5952,5890,5890,5911,5911,5911,5838,5911,5889,5911,5910,5870,5870,5908,5870,5870,5910,5908,5947,5807,5806,5958,5809,5903,5752,5770,5762,5892","5170,5280,5170,5170,5280,5280,5280,5580,5280,5280,5170,5280,5280,5280,5280,5280,5580,5280,5280,5280,5280,5580,5580,5170,5580,5580,5280,5170,5280,18890,18890,5280,18890,5170,18890,18890,18890,5280","LineString","166.38","21,22,89",1008,2811,-60.0228,43.9321,-60.1449,43.9659,2013-06-08,2013-10-01
"1008.2825","5870,5864,5853,5870,5869","5580,5580,5570,5580,5570","LineString","166.38","89",1008,2825,-60.0228,43.9321,-59.78289,43.96027,2013-06-12,2013-07-22
"1008.2829","5807,5812","18890,18890","LineString","166.38","22",1008,2829,-60.0228,43.9321,-63.38497,44.64854,2013-09-20,2013-11-11
"1008.2837","5792,5897","18890,5280","LineString","166.38","21,22",1008,2837,-60.0228,43.9321,-62.92378,44.72801,2013-08-10,2013-11-27
"1008.2841","5886,5809,5977","5280,18890,18890","LineString","166.38","21,22",1008,2841,-60.0228,43.9321,-62.34769,44.91418,2013-07-14,2013-10-08
"1008.2844","5952,5952","5170,5170","LineString","166.38","21",1008,2844,-60.0228,43.9321,-61.72179,45.10744,2013-06-11,2013-07-23
"1008.2847","5952,5952,5948,5907","5170,5170,5170,5280","LineString","166.38","21",1008,2847,-60.0228,43.9321,-61.45481,45.16746,2013-07-09,2013-08-11
"1008.2852","5952,5888","5170,5280","LineString","166.38","21",2852,1008,-61.61842,45.15347,-60.0228,43.9321,2013-06-09,2013-07-08
"1008.2866","5906,5767","5170,18890","LineString","166.38","21,22",1008,2866,-60.0228,43.9321,-63.1457,44.6878,2013-07-03,2013-10-08
"1008.2878","9661","7680","LineString","166.38","118",1008,2878,-60.0228,43.9321,-79.6134,32.9071,2018-01-24,2018-04-04
"1008.2944","13643","4180","LineString","166.38","78",2944,1008,-64.4861,47.9963,-60.0228,43.9321,2017-09-23,2017-09-24
"1008.3007","10288","4980","LineString","166.38","82",3007,1008,-79.2854,40.135,-60.0228,43.9321,2017-01-09,2017-01-20
"1008.3041","21501,21440,21489","18890,18890,18890","LineString","166.38","22",3041,1008,-62.9238,44.7284,-60.0228,43.9321,2019-04-07,2019-05-12
"1008.3454","18803,18806","18890,18890","LineString","166.38","22",1008,3454,-60.0228,43.9321,-69.719,48.1406,2018-10-01,2019-01-07
"1008.3455","21028","4670","LineString","166.38","47",3455,1008,-61.8602,47.3876,-60.0228,43.9321,2017-08-25,2017-08-25
"1008.3654","21448,21507","18890,18890","LineString","166.38","22",3654,1008,-62.5599,44.8057,-60.0228,43.9321,2019-04-12,2019-10-10
"1008.3977","21482","18890","LineString","166.38","22",3977,1008,-62.3474,44.9133,-60.0228,43.9321,2019-04-27,2019-05-02
"1008.4050","11015","4670","LineString","166.38","140",4050,1008,-80.5679,51.658,-60.0228,43.9321,2017-05-20,2017-12-30
"1008.4275","15310","4760","LineString","166.38","38",1008,4275,-60.0228,43.9321,-72.5211,42.3943,2017-09-06,2017-09-25
"1008.4381","21501,21465,21509","18890,18890,18890","LineString","166.38","22",1008,4381,-60.0228,43.9321,-59.7906,43.9601,2019-04-26,2019-05-13
"1008.4408","21460","18890","LineString","166.38","22",1008,4408,-60.0228,43.9321,-65.4815,43.4596,2019-10-21,2019-10-22
"1008.4573","21431","18890","LineString","166.38","22",4573,1008,-63.385,44.6485,-60.0228,43.9321,2019-04-29,2019-04-29
"1008.4593","21460","18890","LineString","166.38","22",4593,1008,-60.9682,45.3195,-60.0228,43.9321,2019-04-27,2019-10-21
"1008.4857","18291","15560","LineString","166.38","208",4857,1008,-88.7839,33.271,-60.0228,43.9321,2019-05-06,2019-05-13
"1008.4872","18798,18798,18798,18798,18798,18800,18800,18800,18800,18800,18807,21451,21507","18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890,18890","LineString","166.38","22",4872,1008,-60.007,43.933,-60.0228,43.9321,2018-09-14,2019-05-29
"1008.4873","18798,18798","18890,18890","LineString","166.38","22",1008,4873,-60.0228,43.9321,-59.9964,43.9331,2018-10-09,2018-10-10
"1008.4874","18800,18807,21464","18890,18890,18890","LineString","166.38","22",1008,4874,-60.0228,43.9321,-60.1424,43.9643,2018-11-05,2019-04-18
"1008.5125","21509,21448,21464,21466,21509","18890,18890,18890,18890,18890","LineString","166.38","22",1008,5125,-60.0228,43.9321,-64.3706,45.8908,2019-04-18,2019-10-21
"1008.5840","21465,21465,21465,21440","18890,18890,18890,18890","LineString","166.38","22",1008,5840,-60.0228,43.9321,-64.3978,45.207,2019-06-11,2019-11-20
"1008.5845","21509","18890","LineString","166.38","22",1008,5845,-60.0228,43.9321,-64.6075,44.0657,2019-10-29,2019-10-30
"1008.5847","21450","18890","LineString","166.38","22",5847,1008,-64.1071,44.4834,-60.0228,43.9321,2019-04-19,2019-05-03
"1009.2829","5972","18890","LineString","166.38","22",2829,1009,-63.38497,44.64854,-60.968113,45.319557,2013-04-18,2013-05-03
"1031.1071","799,791,787,788","4690,4690,4690,4690","LineString","166.3","13",1071,1031,-64.449802,45.694799,-64.403347,45.371745,2013-08-23,2013-08-24
"1031.2451","787,788","4690,4690","LineString","166.3","13",1031,2451,-64.403347,45.371745,-64.154,44.9964,2013-08-24,2013-08-24
"1033.1033","5800,5751,5955,5955","18890,18890,5280,5280","LineString","166.38","21,22",1033,1033,-63.7937,44.4744,-63.7937,44.4744,2013-09-21,2013-11-10
"1033.1057","864","4690","LineString","166.3","13",1057,1033,-64.3794,45.1379,-63.7937,44.4744,2013-09-05,2013-09-06
"1033.1573","5734","16820","LineString","166.38","86",1573,1033,-67.7528,44.5431,-63.7937,44.4744,2013-10-17,2013-10-25
"1033.2260","5894","5170","LineString","166.38","21",1033,2260,-63.7937,44.4744,-63.79359,44.4745,2013-08-21,2014-08-11
"1033.2451","839,830,836,837,787,788,847,869,865,861,838,863,835,833","4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690","LineString","166.3","13",2451,1033,-64.154,44.9964,-63.7937,44.4744,2013-08-23,2013-09-05
"1033.2792","5784","18890","LineString","166.38","22",1033,2792,-63.7937,44.4744,-65.7436,43.4564,2013-10-24,2013-10-29
"1033.2804","5801","18890","LineString","166.38","22",2804,1033,-59.7907,43.9601,-63.7937,44.4744,2013-10-04,2013-10-12
"1033.2811","5751","18890","LineString","166.38","22",2811,1033,-60.1449,43.9659,-63.7937,44.4744,2013-10-08,2013-10-09
"1033.2829","5715,5800,5716,5780,5794,5796,5742,5756,5754,5743,5982,5777,5797,5752,5792,5733,5804,5784,5769,5955,5812","16820,18890,16820,18890,18890,18890,16820,18890,18890,16820,16820,18890,18890,18890,18890,16820,18890,18890,18890,5280,18890","LineString","166.38","21,22,86",2829,1033,-63.38497,44.64854,-63.7937,44.4744,2013-09-19,2013-11-11
"1033.2837","5718,5811,5719,5716,5719","16820,18890,16820,16820,16820","LineString","166.38","22,86",2837,1033,-62.92378,44.72801,-63.7937,44.4744,2013-09-20,2013-10-19
"1033.2839","5768","18890","LineString","166.38","22",2839,1033,-62.55985,44.80572,-63.7937,44.4744,2013-09-23,2013-09-27
"1033.2853","5742,5743,5792","16820,16820,18890","LineString","166.38","22,86",1033,2853,-63.7937,44.4744,-64.6074,44.0657,2013-10-06,2013-10-29
"1033.2857","5751","18890","LineString","166.38","22",1033,2857,-63.7937,44.4744,-70.7799,42.7108,2013-10-15,2013-10-28
"1033.2861","5777","18890","LineString","166.38","22",1033,2861,-63.7937,44.4744,-70.1532,43.68806,2013-10-12,2013-10-13
"1033.2866","5716","16820","LineString","166.38","86",1033,2866,-63.7937,44.4744,-63.1457,44.6878,2013-09-28,2013-09-30
"1041.1041","4819,4823,4819,4819,4823,4819,4817,4819,4819,4823,4817,4818,4823,4819,4823,4823,4819,4823,4819,4817,4867,4822,4867,4823,4867,4823,4823,4839,4847,4841,4823,4841,4839,4847,4841,4841,4829","5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5570,5580,5570,5580,5570,5580,5570,5570,5570,5580,5570,5570,5570,5570,5580,5570,5570,5580","LineString","166.38","7",1041,1041,-68.733258,43.88932,-68.733258,43.88932,2014-06-16,2014-08-18
"1041.1137","1061","4670","LineString","166.38","47",1137,1041,-80.5669,51.6582,-68.733258,43.88932,2014-08-13,2014-08-14
"1041.1944","4817","5570","LineString","166.38","7",1041,1944,-68.733258,43.88932,-69.2662,43.9055,2014-07-20,2014-08-06
"1041.1946","4839,4834,4841,4834,4841,4825,4839,4842,4841,4829,4838","5570,5570,5570,5570,5570,5580,5570,5580,5570,5580,5570","LineString","166.38","7",1041,1946,-68.733258,43.88932,-68.8549,43.7836,2014-06-27,2014-08-18
"1041.1950","4823,4823,4819,4819,4819,4821,4821","5570,5570,5570,5570,5570,5570,5570","LineString","166.38","7",1041,1950,-68.733258,43.88932,-68.805141,44.012447,2014-07-02,2014-07-30
"1041.1955","4839","5570","LineString","166.38","7",1041,1955,-68.733258,43.88932,-68.883504,43.877974,2014-07-20,2014-07-30
"1041.2080","4857","5570","LineString","166.38","7",2080,1041,-68.43921,44.23452,-68.733258,43.88932,2014-07-11,2014-08-26
"1041.2122","2714","5570","LineString","166.38","7",1041,2122,-68.733258,43.88932,-81.2069,44.0555,2015-06-15,2015-06-22
"1041.2222","4867","5580","LineString","166.38","7",1041,2222,-68.733258,43.88932,-67.746891,44.464594,2014-08-03,2014-08-06
"1041.2260","4847","5580","LineString","166.38","7",1041,2260,-68.733258,43.88932,-63.79359,44.4745,2014-08-13,2014-08-16
"1041.2604","4823,4839","5570,5570","LineString","166.38","7",1041,2604,-68.733258,43.88932,-69.9869,41.6088,2014-08-10,2014-08-12
"1041.2647","2715","5570","LineString","166.38","7",1041,2647,-68.733258,43.88932,-68.733284,43.889304,2015-06-15,2015-07-18
"1041.3591","4839","5570","LineString","166.38","7",3591,1041,-72.1192,41.2018,-68.733258,43.88932,2014-07-20,2014-07-20
"1041.3616","4831,4841","5580,5570","LineString","166.38","7",1041,3616,-68.733258,43.88932,-69.9849,41.6197,2014-07-14,2014-08-22
"1041.5207","4829","5580","LineString","166.38","7",1041,5207,-68.733258,43.88932,-66.3493,44.2754,2014-08-23,2014-08-25
"1043.1043","5889,5889,5689,5688,5888,5689,5888","5280,5280,2160,2160,5280,2160,5280","LineString","166.38","21,28",1043,1043,-67.8643,44.3675,-67.8643,44.3675,2013-06-21,2013-08-28
"1043.2811","5889","5280","LineString","166.38","21",1043,2811,-67.8643,44.3675,-60.1449,43.9659,2013-06-25,2013-06-27
"1043.2825","5850","5570","LineString","166.38","89",2825,1043,-59.78289,43.96027,-67.8643,44.3675,2013-06-25,2013-07-04
"1043.2863","1262","4690","LineString","166.3","8",2863,1043,-67.7465,44.4648,-67.8643,44.3675,2013-08-29,2013-08-29
"1043.2865","5888","5280","LineString","166.38","21",2865,1043,-67.824093,44.442693,-67.8643,44.3675,2013-07-20,2013-07-29
"1057.1057","837,839,837,836,844,843,840,844,840,837,843,831,844,865,837,843,864,843,864,840,843,861,864,874,862,870,873,868,873,870,860,868,873,864,860,868,874,868","4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690","LineString","166.3","13",1057,1057,-64.3794,45.1379,-64.3794,45.1379,2013-08-13,2013-09-13
"1057.2451","836,832,830,830,830,830,839,831,830,836,837,842,840,862,865,861,863,832,832,832,862,862,832,870,833,862,860,873","4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690","LineString","166.3","13",2451,1057,-64.154,44.9964,-64.3794,45.1379,2013-08-13,2013-09-09
"1068.1068","5928,5939,5916,5925,5941,5939,5943,5925,5929,5941,5930,5916,5943,5925,5941,5928,5916,5925,5941,5930,5921,5934,5827,5943,5830,5916,5941,5829,5815,5824,5916,5821,5930,5925,5934,5928,5942,5923,5916,5943,5921,5823,5928,5931,5942,5825,5921,5830,5815,5930,5928,5925,5821,5921,5816,5923,5942,5934,5825,5942,5815,5814,5928,5824,5916,5928,5942,5823,5829,5921,5825,5817,5928,5815,5823,5921,5942,5818,5814,5916,5928,5934,5925,5816,5823,5825,5923,5928,5815,5925,5829,5944,5824,5825,5923,5823,5923,5916,5816,5814,5818,5925,5942,5815,5921,5916,5925,5827,5934,5814,5821,5923,5934,5928,5815,5821,5925,5814,5822,5942,5925,5934,5815,5822,5942,5830,5814,5818,5830,5944,5814,5815,5928,5830,5815,5830,5830,5814,5830,5830,5814,5827,5827,5830,5830,5930,5818,5719","5580,5580,5580,5580,5580,5580,5570,5580,5580,5580,5570,5580,5570,5580,5580,5580,5580,5580,5580,5570,5580,5580,45376,5570,45376,5580,5580,45376,45376,45376,5580,45376,5570,5580,5580,5580,5570,5580,5580,5570,5580,45376,5580,5570,5570,45376,5580,45376,45376,5570,5580,5580,45376,5580,45376,5580,5570,5580,45376,5570,45376,45376,5580,45376,5580,5580,5570,45376,45376,5580,45376,45376,5580,45376,45376,5580,5570,45376,45376,5580,5580,5580,5580,45376,45376,45376,5580,5580,45376,5580,45376,5580,45376,45376,5580,45376,5580,5580,45376,45376,45376,5580,5570,45376,5580,5580,5580,45376,5580,45376,45376,5580,5580,5580,45376,45376,5580,45376,45376,5570,5580,5580,45376,45376,5570,45376,45376,45376,45376,5580,45376,45376,5580,45376,45376,45376,45376,45376,45376,45376,45376,45376,45376,45376,45376,5570,45376,16820","LineString","166.38","28,86,89",1068,1068,-61.5423,45.0999,-61.5423,45.0999,2013-06-22,2013-09-30
"1068.1573","5825","45376","LineString","166.38","28",1068,1573,-61.5423,45.0999,-67.7528,44.5431,2013-07-31,2013-10-19
"1068.1991","5831","45376","LineString","166.38","28",1068,1991,-61.5423,45.0999,-67.90574,44.4131,2013-07-12,2013-09-21
"1068.2079","5744","16820","LineString","166.38","86",1068,2079,-61.5423,45.0999,-68.58928,44.42934,2013-10-15,2013-10-17
"1068.2811","5768","18890","LineString","166.38","22",2811,1068,-60.1449,43.9659,-61.5423,45.0999,2013-09-17,2013-09-17
"1068.2837","5719","16820","LineString","166.38","86",1068,2837,-61.5423,45.0999,-62.92378,44.72801,2013-09-30,2013-10-01
"1068.2839","5927","5570","LineString","166.38","89",2839,1068,-62.55985,44.80572,-61.5423,45.0999,2013-08-05,2013-08-06
"1068.2840","5929","5580","LineString","166.38","89",2840,1068,-62.3477,44.9142,-61.5423,45.0999,2013-06-22,2013-06-22
"1068.2841","5927,5927,5712,5718","5570,5570,16820,16820","LineString","166.38","86,89",1068,2841,-61.5423,45.0999,-62.34769,44.91418,2013-08-05,2013-09-19
"1068.2843","5914,5915,5932,5942","5570,5570,5570,5570","LineString","166.38","89",2843,1068,-61.89586,45.0546,-61.5423,45.0999,2013-06-18,2013-06-29
"1068.2844","5936,5931,5931,5935,5830,5830","5570,5570,5570,5570,45376,45376","LineString","166.38","28,89",2844,1068,-61.72179,45.10744,-61.5423,45.0999,2013-06-21,2013-08-03
