"route","animal","species","type","frequency","project","recv1","recv2","lon1","lat1","lon2","lat2","dtStart","dtEnd"
"4035.4109","17230","7720","LineString","166.38","194",4109,4035,-92.8307,29.707,-81.2986,45.2461,2019-04-30,2019-05-26
"4035.4177","11705","4180","LineString","166.38","67",4035,4177,-81.2986,45.2461,-79.948,44.6126,2017-07-27,2017-07-27
"4035.4211","17537","15580","LineString","166.38","200",4035,4211,-81.2986,45.2461,-79.0798,41.5017,2017-09-19,2017-09-24
"4035.4303","17526","15580","LineString","166.38","200",4035,4303,-81.2986,45.2461,-81.3435,31.2956,2017-09-12,2017-10-17
"4035.4382","17524","15580","LineString","166.38","200",4035,4382,-81.2986,45.2461,-80.0899,43.509,2017-09-19,2017-09-22
"4035.4666","16913","7871","LineString","166.38","192",4035,4666,-81.2986,45.2461,-85.5895,42.364,2019-09-27,2019-09-29
"4035.4686","17533","15580","LineString","166.38","200",4035,4686,-81.2986,45.2461,-84.555,44.5843,2017-09-23,2017-10-09
"4035.4777","17230","7720","LineString","166.38","194",4035,4777,-81.2986,45.2461,-79.503,44.9404,2019-05-26,2019-05-26
"4035.5347","22215","15580","LineString","166.38","185",4035,5347,-81.2986,45.2461,-64.2407,46.1214,2019-05-20,2019-07-10
"4035.5505","16913,16913","7871,7871","LineString","166.38","192",4035,5505,-81.2986,45.2461,-80.065,32.6214,2019-08-14,2019-09-13
"4035.5840","21633","4630","LineString","166.38","4",4035,5840,-81.2986,45.2461,-64.3978,45.207,2019-05-29,2020-04-28
"4043.4043","2044,10595,10595","35407,19250,19250","LineString","166.38","70,85",4043,4043,-80.1281,42.9863,-80.1281,42.9863,2015-08-03,2017-02-23
"4043.4150","20260,18282","14230,15580","LineString","166.38","92,208",4043,4150,-80.1281,42.9863,-80.2724,42.7551,2018-07-16,2018-09-19
"4043.4208","13034","4180","LineString","166.38","67",4043,4208,-80.1281,42.9863,-77.9591,41.0263,2017-07-27,2017-07-28
"4043.4596","20476","15600","LineString","166.38","46",4596,4043,-80.9701,41.8582,-80.1281,42.9863,2019-05-08,2019-05-10
"4043.4688","11905","4690","LineString","166.38","59",4043,4688,-80.1281,42.9863,-83.603,44.3333,2017-05-24,2017-05-24
"4043.4777","17267","7720","LineString","166.38","194",4777,4043,-79.503,44.9404,-80.1281,42.9863,2018-08-24,2018-08-30
"4043.5240","9190,18282","100230,15580","LineString","166.38","71,208",4043,5240,-80.1281,42.9863,-80.2913,43.2785,2016-09-07,2018-09-19
"4043.6072","5473","40372","LineString","166.38","51",4043,6072,-80.1281,42.9863,-80.5623,42.7259,2016-05-24,2016-05-24
"4043.7228","1981,1988,2008,2064,1998,1966,1966,1974,7465,11337,20260","35407,35407,35407,35407,35407,35407,35407,35407,14250,19030,14230","LineString","166.38","20,70,92",4043,7228,-80.1281,42.9863,-80.3573,42.7102,2015-07-18,2018-07-16
"4043.7321","20311","14250","LineString","166.38","92",4043,7321,-80.1281,42.9863,-80.0439,42.8084,2018-08-09,2018-08-10
"4044.4044","16287,16287,16287,23548,23711,23995,24002,24002,24002","14050,14050,14050,100190,100190,100190,100190,100190,100190","LineString","166.38","164,203",4044,4044,-76.6069,44.2176,-76.6069,44.2176,2017-07-22,2019-07-18
"4044.4045","2616,2568,2587,9180,9184,22199,22202","15580,15560,15560,100230,100230,15580,15580","LineString","166.38","49,71,185",4044,4045,-76.6069,44.2176,-77.2747,43.8947,2014-10-01,2019-05-31
"4044.4081","20993","4670","LineString","166.38","47",4044,4081,-76.6069,44.2176,-81.3673,42.9254,2017-05-30,2017-08-08
"4044.4196","21065,20993,21085,21084,21112,21142,21179,21256,21166,20364,14695,20903","4670,4670,4670,4670,4670,4670,4670,4670,4670,4680,4680,4670","LineString","166.38","47,174",4196,4044,-75.4892,39.9842,-76.6069,44.2176,2017-05-24,2019-05-26
"4044.4209","19639","15580","LineString","166.38","270",4209,4044,-78.3351,41.1487,-76.6069,44.2176,2018-06-04,2018-06-07
"4044.4216","21219","4670","LineString","166.38","47",4216,4044,-76.0796,40.4107,-76.6069,44.2176,2018-05-27,2018-05-27
"4044.4217","21168,21143","4630,4670","LineString","166.38","47",4217,4044,-75.6857,40.1544,-76.6069,44.2176,2018-05-30,2018-05-31
"4044.4218","21320,21212,21184,21353,21961,21403,24002","4670,4630,4670,4630,4670,4670,100190","LineString","166.38","47,140,174,203",4218,4044,-75.9026,40.3201,-76.6069,44.2176,2018-05-25,2019-07-11
"4044.4244","20082","14120","LineString","166.38","92",4244,4044,-79.1876,44.5426,-76.6069,44.2176,2018-08-03,2018-08-04
"4044.4286","16533,21606,20872","40372,4670,4670","LineString","166.38","4,51,174",4286,4044,-76.7187,43.0677,-76.6069,44.2176,2018-05-26,2019-05-26
"4044.4331","16533","40372","LineString","166.38","51",4044,4331,-76.6069,44.2176,-91.6689,57.1229,2018-05-26,2018-06-03
"4044.4392","8043","4670","LineString","166.38","47",4392,4044,-74.6413,39.2169,-76.6069,44.2176,2016-05-27,2016-05-29
"4044.4396","10382","4750","LineString","166.38","38",4044,4396,-76.6069,44.2176,-74.3218,39.51,2016-09-02,2016-09-02
"4044.4476","1219,1114","4670,4630","LineString","166.38","47",4044,4476,-76.6069,44.2176,-79.8145,51.1542,2015-05-30,2015-05-31
"4044.4521","1562","4690","LineString","166.38","38",4044,4521,-76.6069,44.2176,-71.2438,41.4787,2014-08-14,2014-08-14
"4044.4542","23533,20065","4670,4680","LineString","166.38","38,68",4542,4044,-75.1887,39.9522,-76.6069,44.2176,2019-05-28,2019-08-03
"4044.4630","21200,15244,21255,21194","4670,4670,4670,4670","LineString","166.38","47",4630,4044,-75.166,39.2225,-76.6069,44.2176,2018-05-25,2018-05-29
"4044.4637","21288,21237,21213,14731","4670,4670,4670,4670","LineString","166.38","47",4637,4044,-75.3153,38.9478,-76.6069,44.2176,2018-05-26,2018-05-29
"4044.4639","7937","4680","LineString","166.38","47",4044,4639,-76.6069,44.2176,-73.2157,40.6328,2016-06-02,2016-07-29
"4044.4683","14695","4680","LineString","166.38","47",4044,4683,-76.6069,44.2176,-80.691,51.8247,2018-05-31,2018-06-01
"4044.4800","16764","4690","LineString","166.38","103",4044,4800,-76.6069,44.2176,-80.9581,53.1049,2018-06-12,2018-07-26
"4044.4974","21219","4670","LineString","166.38","47",4044,4974,-76.6069,44.2176,-70.8134,41.2531,2018-05-27,2018-08-23
"4044.4980","22256","15580","LineString","166.38","185",4980,4044,-78.8693,41.5424,-76.6069,44.2176,2019-05-23,2019-05-23
"4044.4995","2568","15560","LineString","166.38","49",4995,4044,-69.9502,47.5154,-76.6069,44.2176,2015-10-01,2015-10-02
"4044.5010","21963","4670","LineString","166.38","140",5010,4044,-76.0796,40.4106,-76.6069,44.2176,2019-06-01,2019-06-01
"4044.5035","22256,21606","15580,4670","LineString","166.38","4,185",4044,5035,-76.6069,44.2176,-76.3351,44.6439,2019-05-23,2019-05-23
"4044.5287","22199","15580","LineString","166.38","185",4044,5287,-76.6069,44.2176,-106.2174,51.7383,2019-05-26,2019-07-16
"4044.5307","21403","4670","LineString","166.38","174",4044,5307,-76.6069,44.2176,-93.1912,58.6614,2019-06-05,2019-07-16
"4044.5380","20364","4680","LineString","166.38","47",4044,5380,-76.6069,44.2176,-72.6535,41.2131,2018-05-31,2018-08-15
"4044.5713","19639","15580","LineString","166.38","270",4044,5713,-76.6069,44.2176,-70.1677,47.3109,2018-06-07,2018-06-09
"4044.5829","10367","4450","LineString","166.38","38",5829,4044,-79.6989,47.7408,-76.6069,44.2176,2016-09-01,2016-09-01
"4044.5988","2202","16580","LineString","166.38","50",5988,4044,-76.8617,43.9398,-76.6069,44.2176,2015-05-30,2015-05-30
"4045.4186","7886","4680","LineString","166.38","47",4045,4186,-77.2747,43.8947,-70.8084,42.7804,2016-06-02,2016-08-18
"4045.4196","21239,22678","4670,15600","LineString","166.38","35,47",4196,4045,-75.4892,39.9842,-77.2747,43.8947,2018-05-28,2019-07-09
"4045.4210","16852","15580","LineString","166.38","185",4045,4210,-77.2747,43.8947,-78.7674,41.3181,2018-09-18,2018-09-18
"4045.4214","22202","15580","LineString","166.38","185",4214,4045,-79.7017,41.997,-77.2747,43.8947,2019-05-26,2019-05-31
"4045.4216","21339,15279","4630,4670","LineString","166.38","47",4216,4045,-76.0796,40.4107,-77.2747,43.8947,2018-05-29,2018-05-31
"4045.4217","21319,23503","4670,4670","LineString","166.38","38,47",4217,4045,-75.6857,40.1544,-77.2747,43.8947,2018-05-29,2019-06-01
"4045.4218","16526,23503","40372,4670","LineString","166.38","38,51",4218,4045,-75.9026,40.3201,-77.2747,43.8947,2018-05-22,2019-07-08
"4045.4220","20918","4670","LineString","166.38","174",4220,4045,-76.2502,40.2711,-77.2747,43.8947,2019-06-12,2019-06-13
"4045.4222","8127","4630","LineString","166.38","47",4045,4222,-77.2747,43.8947,-80.4501,51.4839,2016-05-29,2016-05-29
"4045.4243","21190","4630","LineString","166.38","47",4045,4243,-77.2747,43.8947,-79.0084,44.7414,2018-06-02,2018-06-02
"4045.4286","21324,21341,21215,19349,23525","4670,4630,4630,4180,4670","LineString","166.38","38,47,67",4286,4045,-76.7187,43.0677,-77.2747,43.8947,2018-05-22,2019-05-30
"4045.4331","21259,19389,19349","4670,4180,4180","LineString","166.38","47,67",4045,4331,-77.2747,43.8947,-91.6689,57.1229,2018-05-30,2018-08-04
"4045.4340","19389","4180","LineString","166.38","67",4045,4340,-77.2747,43.8947,-76.7705,42.9724,2018-08-04,2018-08-04
"4045.4349","21967,20870","4670,4670","LineString","166.38","140,174",4349,4045,-76.848,42.9313,-77.2747,43.8947,2019-05-23,2019-05-26
"4045.4542","23541","4670","LineString","166.38","38",4542,4045,-75.1887,39.9522,-77.2747,43.8947,2019-05-30,2019-05-30
"4045.4584","21190","4630","LineString","166.38","47",4584,4045,-75.2508,40.4455,-77.2747,43.8947,2018-06-02,2018-06-02
"4045.4587","16852","15580","LineString","166.38","185",4587,4045,-92.8391,29.7597,-77.2747,43.8947,2018-04-29,2018-09-18
"4045.4630","21284,21271,23534,23524","4670,4670,4670,4670","LineString","166.38","38,47",4630,4045,-75.166,39.2225,-77.2747,43.8947,2018-05-26,2019-06-02
"4045.4777","21239","4670","LineString","166.38","47",4045,4777,-77.2747,43.8947,-79.503,44.9404,2018-05-29,2018-07-10
"4045.4800","21215","4630","LineString","166.38","47",4045,4800,-77.2747,43.8947,-80.9581,53.1049,2018-05-31,2018-06-06
"4045.4980","22199","15580","LineString","166.38","185",4980,4045,-78.8693,41.5424,-77.2747,43.8947,2019-05-25,2019-05-26
"4045.5010","23539,23540","4670,4670","LineString","166.38","38",5010,4045,-76.0796,40.4106,-77.2747,43.8947,2019-05-28,2019-06-01
"4045.5127","20955","4670","LineString","166.38","174",5127,4045,-74.8914,39.1269,-77.2747,43.8947,2019-05-25,2019-05-26
"4045.5301","20918","4670","LineString","166.38","174",4045,5301,-77.2747,43.8947,-78.7494,51.4881,2019-06-13,2019-06-13
"4045.5461","23524","4670","LineString","166.38","38",4045,5461,-77.2747,43.8947,-63.9095,50.1911,2019-06-02,2019-08-01
"4045.5760","2568,2587,7326","15560,15560,16580","LineString","166.38","49,56",4045,5760,-77.2747,43.8947,-79.6467,42.3087,2015-10-02,2016-05-20
"4045.5988","2202","16580","LineString","166.38","50",4045,5988,-77.2747,43.8947,-76.8617,43.9398,2015-05-30,2015-05-30
"4047.4047","11946,12041,12038,12038,12038,12923,12928,12923,12923,12042,12042,16252,16251,16250,16251,16426,16251,16426,16425,16254,16250,16433,16425,16253,16425,16425,16425,16253,16433,16251,16425,16253,16425,16434,16434,16434,16428,16433,16253,16441,16433,16436,16253,16253","5460,5460,4160,4160,4160,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460","LineString","166.38","132",4047,4047,-89.9735,29.2511,-89.9735,29.2511,2017-05-18,2018-07-19
"4047.4107","11571","4690","LineString","166.38","153",4047,4107,-89.9735,29.2511,-93.4021,29.8892,2018-05-12,2018-05-26
"4047.4109","16440","5460","LineString","166.38","132",4047,4109,-89.9735,29.2511,-92.8307,29.707,2018-06-15,2018-06-22
"4049.4049","15220,15246,15261,15371,15220,15277,15275,15331,15406,15321,15331,15275,15231,15256,15385,15277,15261,15213,15275,15202,15261,15330,15331,15392,21112,21029,15345,15385,15409,15254,15246,15231,15275,15256,15330,15331,15330,15385,15277,15392,15330,15331,15213,15318,15256,15345,15282,15275,15363,15256,15321,15247,15331,15371,15275,15256,15371,15331,15277,15363,15256,15371,15275,15215,15331,15363,15256,15353,15363,15395,15275,15331,15415,15371,15357,15275,15299,15331,15371,15367,15275,15331,15417,15357,15418,15224,15371,15357,15241,15288,15367,15253,15224,15417,15342,15413,15404,15255,15419,15417,15272,15299,15417,15288,15413,15263,15377,15404,15419,15255,15253,15228,15367,15344,20558,15420,15328,15288,15263,15404,15252,15228,15299,15218,15328,15272,15424,15272,15377,15263,20558,15228,15424,15253,15328,15423,15404,15420,15346,15209,15218,15369,15423,15421,15404,20558,15377,15421,15377,15272,15209,15228,15369,15425,15424,15421,15377,15307,15377,15424,15228,15272,15248,15421,15428,15425,15377,15369,15346,15420,15421,15387,15425,15209,15428,15364,15387,15209,15387,15425,15248,15209,15346,15425,15428,15252,15425,15209,15387,15346,15248,15364,15209,15209,15248,15387,15346,15208,15346,15387,15248,15248,15248,15387,15387,15248,15248","4690,4450,4750,4760,4690,4780,4690,4690,4760,4750,4690,4690,4690,4690,4750,4780,4750,4690,4690,4750,4750,4760,4690,4750,4670,4670,4690,4750,4750,4750,4450,4690,4690,4690,4760,4690,4760,4750,4780,4750,4760,4690,4690,4690,4690,4690,4760,4690,4780,4690,4750,4760,4690,4760,4690,4690,4760,4690,4780,4780,4690,4760,4690,4690,4690,4780,4690,4690,4780,4690,4690,4690,4180,4760,4690,4690,4690,4690,4760,4760,4690,4690,4180,4690,4180,4760,4760,4690,4690,4760,4760,4690,4760,4180,4750,4180,4690,4690,4180,4180,4750,4690,4180,4760,4180,4690,4750,4690,4180,4690,4690,4690,4760,4760,4760,4450,4690,4760,4690,4690,4690,4690,4690,4750,4690,4750,4180,4750,4750,4690,4760,4690,4180,4690,4690,4450,4690,4450,4760,4690,4750,4690,4450,4180,4690,4760,4750,4180,4750,4750,4690,4690,4690,4180,4180,4180,4750,4760,4750,4180,4690,4750,4760,4180,4780,4180,4750,4690,4760,4450,4180,4760,4180,4690,4780,4690,4760,4690,4760,4180,4760,4690,4760,4180,4780,4690,4180,4690,4760,4760,4760,4690,4690,4690,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760","LineString","166.38","27,38,47",4049,4049,-80.6909,51.8246,-80.6909,51.8246,2017-07-21,2017-10-20
"4049.4050","21112,20992,21009,15406,15220,11715,15246,15231,15306,21040,15318,20570,15213,15318,15277,15353,15363,15215,15395,15310,15275,15331,15418,15357,21087,15255,15211,15344,15210,15413,15198,15309,15288,15288,15410,15203,15391,15387,15404,20558,15426,12114,15387,15307,15288,15288,15272,12114,15430,15423,15369,15332,15248,15431,15248,15362,15364,15362,12114,15362","4670,4670,4670,4760,4690,4180,4450,4690,4690,4670,4690,4180,4690,4690,4780,4690,4780,4690,4690,4760,4690,4690,4180,4690,4670,4690,4690,4760,4760,4180,4760,4690,4760,4760,4760,4690,4780,4760,4690,4760,4180,4760,4760,4760,4760,4760,4750,4760,4180,4450,4690,4780,4760,4780,4760,4760,4690,4760,4760,4760","LineString","166.38","27,38,47,67",4050,4049,-80.5679,51.658,-80.6909,51.8246,2017-07-20,2017-10-18
"4049.4101","15417","4180","LineString","166.38","38",4049,4101,-80.6909,51.8246,-64.4901,47.9341,2017-08-28,2017-08-31
"4049.4111","15243","4760","LineString","166.38","38",4049,4111,-80.6909,51.8246,-63.1843,46.4276,2017-07-28,2017-09-09
"4049.4186","15321,15282","4750,4760","LineString","166.38","38",4049,4186,-80.6909,51.8246,-70.8084,42.7804,2017-08-07,2017-08-31
"4049.4190","15263","4690","LineString","166.38","38",4049,4190,-80.6909,51.8246,-69.275,48.0766,2017-09-04,2017-09-05
"4049.4196","21009","4670","LineString","166.38","47",4196,4049,-75.4892,39.9842,-80.6909,51.8246,2017-05-24,2017-07-27
"4049.4218","15202","4750","LineString","166.38","38",4049,4218,-80.6909,51.8246,-75.9026,40.3201,2017-07-30,2017-08-10
"4049.4222","15415,21118,15241,21087,15391,15224,15288,15377,15208,15208,15387,12114","4180,4670,4690,4670,4780,4760,4760,4750,4760,4760,4760,4760","LineString","166.38","38,47",4049,4222,-80.6909,51.8246,-80.4501,51.4839,2017-08-03,2017-10-15
"4049.4225","15252","4690","LineString","166.38","38",4049,4225,-80.6909,51.8246,-71.2546,48.2443,2017-09-22,2017-09-23
"4049.4234","15318","4690","LineString","166.38","38",4049,4234,-80.6909,51.8246,-71.9255,45.3805,2017-08-09,2017-08-13
"4049.4275","15345,15387,15387,15346,15387,15392,15264,15385,15193,15223,15235,15346,15329,15387,15346,15209","4690,4760,4760,4760,4760,4750,4690,4750,4690,4690,4690,4760,4690,4760,4760,4690","LineString","166.38","38",4049,4275,-80.6909,51.8246,-72.5211,42.3943,2017-07-28,2017-10-06
"4049.4723","11715","4180","LineString","166.38","67",4723,4049,-93.8301,58.6659,-80.6909,51.8246,2017-07-23,2017-07-27
"4049.4989","15253","4690","LineString","166.38","38",4049,4989,-80.6909,51.8246,-69.4765,47.9571,2017-09-05,2017-09-05
"4049.5461","15328","4690","LineString","166.38","38",4049,5461,-80.6909,51.8246,-63.9095,50.1911,2017-09-05,2017-09-14
"4049.5531","15335","4780","LineString","166.38","38",4049,5531,-80.6909,51.8246,-83.5469,44.4965,2017-08-17,2017-08-24
"4049.5840","15228","4690","LineString","166.38","38",4049,5840,-80.6909,51.8246,-64.3978,45.207,2017-09-12,2017-09-13
"4049.5854","15216","4780","LineString","166.38","38",4049,5854,-80.6909,51.8246,-80.9472,44.5049,2017-07-24,2017-08-06
"4049.5898","15346","4760","LineString","166.38","38",4049,5898,-80.6909,51.8246,-64.2821,45.8507,2017-10-05,2017-10-06
"4049.7333","15254,15247,15409,15330,15362,15342","4750,4760,4750,4760,4760,4750","LineString","166.38","38",4049,7333,-80.6909,51.8246,-72.5174,42.396,2017-08-01,2017-10-10
"4050.4050","21012,21012,21012,21012,21012,21112,15267,21040,15310,15310,15232,15310,12114,12114,15190","4670,4670,4670,4670,4670,4670,4690,4670,4760,4760,4750,4760,4760,4760,4780","LineString","166.38","38,47",4050,4050,-80.5679,51.658,-80.5679,51.658,2017-07-12,2017-10-05
"4050.4119","15306","4690","LineString","166.38","38",4050,4119,-80.5679,51.658,-71.2399,48.2103,2017-08-04,2017-08-09
"4050.4131","21012,21094","4670,4670","LineString","166.38","47",4131,4050,-93.8229,58.7377,-80.5679,51.658,2017-06-03,2017-08-06
"4050.4196","21016","4670","LineString","166.38","47",4196,4050,-75.4892,39.9842,-80.5679,51.658,2017-05-29,2017-08-08
"4050.4222","15416,15414,15329,15190,15391,15237,15232,15344,15210,15413,15198,15211,15255,15309,12114,15259,15288,15288,15410,15310,12114,15236,15203,15237,15404,20558,15208,15362,15430,15423,15369,15362,15307,15332,15208,15431,15190,12114,15362","4180,4180,4690,4780,4780,4760,4750,4760,4760,4180,4760,4690,4690,4690,4760,4760,4760,4760,4760,4760,4760,4760,4690,4760,4690,4760,4760,4760,4180,4450,4690,4760,4760,4780,4760,4780,4780,4760,4760","LineString","166.38","27,38",4050,4222,-80.5679,51.658,-80.4501,51.4839,2017-08-19,2017-10-19
"4050.4275","15232,11023,11030,15362","4750,4670,4670,4760","LineString","166.38","38,140",4050,4275,-80.5679,51.658,-72.5211,42.3943,2017-05-21,2017-10-02
"4050.4331","21087","4670","LineString","166.38","47",4331,4050,-91.6689,57.1229,-80.5679,51.658,2017-08-15,2017-08-23
"4050.4373","15275","4690","LineString","166.38","38",4050,4373,-80.5679,51.658,-65.7573,43.4801,2017-08-21,2017-08-22
"4050.4417","21040","4670","LineString","166.38","47",4050,4417,-80.5679,51.658,-66.1556,43.7952,2017-08-13,2017-08-21
"4050.4468","21019","4670","LineString","166.38","47",4050,4468,-80.5679,51.658,-64.4862,47.9474,2017-05-28,2017-08-18
"4050.4723","11804","4690","LineString","166.38","103",4723,4050,-93.8301,58.6659,-80.5679,51.658,2017-07-14,2017-07-22
"4050.4995","15331","4690","LineString","166.38","38",4050,4995,-80.5679,51.658,-69.9502,47.5154,2017-08-21,2017-08-22
"4050.5829","15231","4690","LineString","166.38","38",4050,5829,-80.5679,51.658,-79.6989,47.7408,2017-08-02,2017-08-02
"4050.7325","15364","4690","LineString","166.38","38",4050,7325,-80.5679,51.658,-71.1144,47.3373,2017-10-05,2017-10-06
"4050.7333","11027,15362","4670,4760","LineString","166.38","38,140",4050,7333,-80.5679,51.658,-72.5174,42.396,2017-05-19,2017-10-07
"4053.4053","27155","4450","LineString","166.38","38",4053,4053,-79.6857,51.3818,-79.6857,51.3818,2019-07-31,2019-08-02
"4053.4196","22132","4630","LineString","166.38","4",4053,4196,-79.6857,51.3818,-75.4892,39.9842,2019-06-01,2019-06-18
"4053.4218","14739","4670","LineString","166.38","47",4053,4218,-79.6857,51.3818,-75.9026,40.3201,2018-07-17,2018-09-05
"4053.4225","16758","4690","LineString","166.38","103",4225,4053,-71.2546,48.2443,-79.6857,51.3818,2018-06-04,2018-07-14
"4053.4630","14739","4670","LineString","166.38","47",4630,4053,-75.166,39.2225,-79.6857,51.3818,2018-05-28,2018-07-17
"4053.4723","19329,19366","4180,4180","LineString","166.38","67",4723,4053,-93.8301,58.6659,-79.6857,51.3818,2018-06-24,2018-07-22
"4053.5010","23512","4670","LineString","166.38","38",5010,4053,-76.0796,40.4106,-79.6857,51.3818,2019-05-28,2019-07-31
"4053.5287","21324","4670","LineString","166.38","47",4053,5287,-79.6857,51.3818,-106.2174,51.7383,2018-08-12,2019-07-11
"4053.5733","16758","4690","LineString","166.38","103",4053,5733,-79.6857,51.3818,-71.2216,47.2225,2018-07-14,2018-07-14
"4078.4078","13610,13610,13608,13148,13149,13142,13125,13125,13125,13125,13125,13144,13125,13144,13125,13125,13125,13125,13125,13172,13138,13178,13172,13158,13157,13139,13178,13125,13178,13133,13139,13157,13158,13158,13169,13139,13134,13139,13134,13135,13178,13172,13127,13144,13178,13125,17417,13172,13139,13175,13144,13158,13128,13126,13166,13125,13144,17415,13134,13158,13133,13127,13158,17415,13139,13134,13125,13160,13175,17415,13126,13173,13158,13128,13126,13166,13158,13175,13173,17415,13128,13175,17417,13158,13161,13173,13178,17422,17422","41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600,41600","LineString","166.38","147",4078,4078,-98.271,36.7106,-98.271,36.7106,2017-07-27,2019-04-14
"4078.4379","13139","41600","LineString","166.38","147",4078,4379,-98.271,36.7106,-95.9706,28.6281,2018-07-23,2018-07-24
"4078.4453","15719","4600","LineString","166.38","174",4453,4078,-69.3849,-52.4693,-98.271,36.7106,2018-02-03,2018-04-16
"4078.4802","13134,13132,13161","41600,41600,41600","LineString","166.38","147",4078,4802,-98.271,36.7106,-64.5116,45.8338,2018-07-23,2018-09-13
"4078.4980","13126","41600","LineString","166.38","147",4078,4980,-98.271,36.7106,-78.8693,41.5424,2018-07-26,2018-09-23
"4078.5453","15719","4600","LineString","166.38","174",4078,5453,-98.271,36.7106,-106.6842,50.602,2018-04-16,2018-06-22
"4078.6067","17417,17421,17422","41600,41600,41600","LineString","166.38","147",4078,6067,-98.271,36.7106,-118.3053,35.6837,2018-07-29,2019-09-03
"4081.4081","16281","14050","LineString","166.38","164",4081,4081,-81.3673,42.9254,-81.3673,42.9254,2017-07-21,2017-07-22
"4081.4135","20260","14230","LineString","166.38","92",4135,4081,-79.8761,42.9776,-81.3673,42.9254,2018-07-28,2018-07-31
"4081.4159","20347","14250","LineString","166.38","92",4081,4159,-81.3673,42.9254,-80.1986,43.6021,2018-09-01,2018-09-01
"4081.4257","12959","2720","LineString","166.38","64",4257,4081,-82.985,41.5307,-81.3673,42.9254,2017-08-19,2017-10-25
"4081.4285","17227,17257","7871,7871","LineString","166.38","194",4081,4285,-81.3673,42.9254,-83.1862,42.0096,2018-10-05,2019-09-29
"4081.4286","17252","7871","LineString","166.38","194",4081,4286,-81.3673,42.9254,-76.7187,43.0677,2018-09-20,2018-09-28
"4081.4331","19559","4630","LineString","166.38","140",4081,4331,-81.3673,42.9254,-91.6689,57.1229,2018-05-26,2018-05-27
"4081.4596","22638","4980","LineString","166.38","35",4596,4081,-80.9701,41.8582,-81.3673,42.9254,2019-05-03,2019-05-15
"4081.4686","21946","4630","LineString","166.38","140",4081,4686,-81.3673,42.9254,-84.555,44.5843,2019-05-24,2019-05-24
"4081.4714","21583,21973,21603,21633,24839,20231","4670,4670,4670,4630,7871,18760","LineString","166.38","4,140,194,231",4081,4714,-81.3673,42.9254,-80.9781,43.2408,2019-05-20,2019-11-21
"4081.4823","20423","15600","LineString","166.38","46",4081,4823,-81.3673,42.9254,-80.5849,42.8142,2019-05-25,2019-05-26
"4081.5378","24839","7871","LineString","166.38","194",4081,5378,-81.3673,42.9254,-82.666,42.5718,2019-09-27,2019-09-29
"4081.5410","20216","18760","LineString","166.38","231",5410,4081,-79.8761,42.9775,-81.3673,42.9254,2019-11-09,2019-11-16
"4081.5756","16207,21176,21731,21623,21621,25468,28631","4630,4670,3770,4630,4630,4180,16930","LineString","166.38","4,47,64,67,140,246",4081,5756,-81.3673,42.9254,-81.8249,43.2497,2018-06-02,2019-09-24
"4081.5764","16281,16281,15367,18280","14050,14050,4760,15580","LineString","166.38","38,164,208",5764,4081,-81.3254,42.6731,-81.3673,42.9254,2017-07-26,2018-09-07
"4081.5854","27526","18760","LineString","166.38","231",5854,4081,-80.9472,44.5049,-81.3673,42.9254,2020-04-08,2020-11-17
"4081.5892","16302","14050","LineString","166.38","164",4081,5892,-81.3673,42.9254,-80.5763,42.5819,2017-07-21,2017-07-22
"4081.5936","21176,21973","4670,4670","LineString","166.38","47,140",4081,5936,-81.3673,42.9254,-80.7218,42.6226,2018-08-20,2019-05-20
"4081.5980","22643","4980","LineString","166.38","35",5980,4081,-81.9337,41.4907,-81.3673,42.9254,2019-05-17,2019-05-17
"4085.4085","21326,19352,19384,19398,19337,19384,19398,19388,19388,19364,19388,19322,19337,19351,19337,19328,19328,19328","4670,4530,4180,4180,4530,4180,4180,4530,4530,4530,4530,4530,4530,4530,4530,4530,4530,4530","LineString","166.38","47,67",4085,4085,-93.971,58.769,-93.971,58.769,2018-06-08,2018-08-21
"4085.4131","19322,19388,19388,19388,19361,19328,19337,19362,21194","4530,4530,4530,4530,4530,4530,4530,4180,4670","LineString","166.38","47,67",4085,4131,-93.971,58.769,-93.8229,58.7377,2018-06-23,2018-07-16
"4085.4154","17044","4690","LineString","166.38","153",4154,4085,-93.6039,29.7577,-93.971,58.769,2018-05-26,2018-07-17
"4085.4417","11579","4690","LineString","166.38","153",4085,4417,-93.971,58.769,-66.1556,43.7952,2018-07-21,2018-08-25
"4085.4587","11575","4690","LineString","166.38","153",4587,4085,-92.8391,29.7597,-93.971,58.769,2018-05-27,2018-07-17
