deploymentID,tag_deploy_id,species_id
8057,33601,16820
4794,29089,4700
4777,21709,3770
5783,31804,4670
2549,8930,4690
5406,26741,38790
3972,27909,NULL
5750,36078,15590
1865,7879,4670
5171,22141,4180
7257,26969,45843
7540,32477,19030
3861,29544,36271
6054,36622,45843
7564,32045,NULL
7473,37766,4820
3609,2236,3580
3480,2530,15570
2799,4803,42067
7264,29193,125480
7516,23829,19550
5130,22547,38804
2482,4215,16890
3096,8290,4890
5463,26143,125480
8098,35869,15580
3771,5892,5280
7799,32732,14250
5130,24170,38804
5066,24708,15900
5548,26145,125480
4482,15677,4670
2728,5791,18890
2913,11072,19650
4603,16862,15600
6155,28208,7720
0,21981,NULL
8453,37940,16880
4107,6171,4530
3098,7940,4680
2080,5734,16820
7845,33998,5520
2291,1812,4760
5065,27306,4680
3861,16709,15651
749,2028,35407
4054,20142,14230
8000,36873,16140
8554,18471,3330
5579,26314,121310
4788,23374,14050
8280,34454,5570
4200,12469,15560
5224,26330,121310
3861,29484,36467
4029,14490,14250
5930,27722,NULL
7425,36317,15580
2280,6058,35407
5614,35539,4760
3854,11488,16940
5369,17402,41600
5376,24206,45874
6185,30202,42067
6055,37104,15651
2349,1109,4630
2348,1168,4670
5463,29260,125530
3816,11259,45843
4532,26878,45843
7893,35058,3770
7928,33414,14050
4553,21651,4690
3873,11591,15580
7351,30752,16140
4047,12917,5460
4852,18081,4820
2905,7885,4630
2098,4934,16820
4312,35266,125480
2153,2029,35407
8459,35995,4180
2098,4957,16820
6133,29146,123690
4364,12349,15651
4723,19351,4530
3859,16698,15651
2545,604,4670
4999,18055,4630
4624,13069,3751
5062,22210,15580
5985,30290,4700
4795,33378,4700
3982,17247,7720
7928,28900,8040
4233,24514,14120
7606,32963,14050
4288,12160,4680
4360,14634,14250
5436,25114,125480
5197,32363,4610
7509,31054,19160
5482,26246,20420
3575,5338,16820
6028,27385,4680
3098,6197,4760
5376,29848,45874
4390,8141,4630
6176,33549,10030
5648,26323,121310
4827,19007,42067
2490,4276,16890
3786,8011,4670
8165,32930,NULL
3953,14301,5970
4229,15415,4180
3786,6975,4690
4093,12675,14120
4715,19914,15650
7751,36126,19030
5338,20837,16770
4968,19764,121310
2405,6037,35407
4612,8632,14250
4926,19470,125480
4532,25135,125480
5361,25204,20420
5020,19752,3830
3953,20212,18760
5836,32552,45843
8251,34144,18990
4571,23579,8040
5707,25478,4180
3790,4959,16820
1526,964,4690
8123,34296,16600
6131,32779,14050
4218,22741,4670
2549,8306,4180
3518,7439,14250
3454,37134,3830
3859,36595,45843
2604,9231,4670
5242,23114,NULL
5266,22539,4980
4532,25842,42067
4378,26034,42067
6210,34420,14050
3280,21284,4670
3278,22730,4670
4777,21732,3770
7636,33686,41384
2913,5994,19650
2514,1952,41384
3486,9905,15580
6195,34442,123690
4313,35568,125480
4200,22187,15580
1475,2291,3580
4633,16323,15651
6064,34095,18870
4532,16453,35912
4130,30358,45843
5383,24409,4760
720,4993,16820
2154,14399,14230
3491,9888,19850
5476,24504,14120
7463,35510,15580
7341,36960,45843
7928,36208,100430
4861,18842,125480
2301,6029,35407
3600,5179,4690
4468,12274,4690
3526,7981,4630
4027,14622,14250
7857,20350,14250
4798,16121,3751
7930,31808,4700
5750,36138,15580
3529,10117,4690
5897,27482,15600
6185,32552,45843
3582,1087,4670
4272,19901,3830
8239,37015,NULL
7257,25512,42067
8459,35288,4750
7504,36561,7680
3583,1366,4180
5062,28473,4690
0,35552,4760
7901,32746,14120
3786,7058,4690
5747,27032,16820
5471,24438,38804
3729,33816,42067
0,10368,4450
3127,12973,15600
3191,7328,15580
4986,33926,19520
4902,19361,4530
4830,17133,4690
4334,28314,4750
4094,16761,4690
2292,7355,13210
4232,12413,15560
4317,15736,124960
4313,25120,125480
2130,7772,15560
3943,16032,45874
0,31015,19160
4453,15705,4670
5317,32765,19500
5237,34246,19520
3893,10659,16890
4049,15218,4750
4044,21206,4630
2266,5652,18890
3462,15286,4760
3469,10766,16610
5288,26679,NULL
5139,26794,38804
3178,2552,15570
2293,2009,35407
2542,2478,100430
3799,18721,4690
4340,26495,14120
8081,30862,125480
4544,38202,4610
3802,15029,35912
2302,6030,35407
3967,21099,4670
4218,20368,4680
0,35191,4690
5320,24837,7871
2363,1996,35407
7497,28704,NULL
4390,8831,4680
5181,24300,4690
4218,16123,3751
4749,19328,4530
3476,14370,16930
3449,9534,15590
4587,22230,15580
8551,35734,15580
7351,33892,42067
2180,1990,35407
0,24414,4760
4711,19099,125480
2729,34663,16930
3595,2259,3580
3488,9066,16610
0,5914,5570
7692,32374,4610
4623,14247,4680
8459,35205,4760
5719,26792,38804
3454,23300,14050
6187,29446,42067
3283,7084,16940
4818,36002,16250
2900,15264,4690
4624,21144,4670
2349,1876,4690
2549,1974,35407
4455,19463,124960
4630,26272,4680
4544,33748,42067
3146,2585,15580
4777,20959,4670
4967,19754,121310
3157,9597,4690
3420,12476,15560
2801,4737,42067
4367,33758,42067
0,15303,4760
3440,9134,18950
3845,27146,4180
4798,23369,14050
3091,8427,2720
5436,35276,125480
3582,4144,4690
4264,21709,3770
4715,29234,125480
7912,37594,5520
4378,25387,36271
5111,33155,19520
3722,9766,45874
7846,35794,14250
4218,24888,230
3279,22731,4670
4083,17403,41600
8460,37934,16890
4491,19412,15580
3251,19795,4690
4980,35038,4630
5162,22717,4670
4186,23404,19650
6176,32925,10030
6054,36539,45843
7905,34477,16930
5748,30511,16610
7502,31767,20570
7574,27294,NULL
5085,30685,4820
3992,17236,7720
4343,30171,42067
3175,2557,15580
2549,374,123940
7429,32618,14050
3970,17264,7720
4372,21656,4690
1545,881,4690
6196,36650,16820
3922,15228,4690
2549,10799,15580
8459,35348,4690
1927,4934,16820
5052,25218,100250
3807,19827,45843
6187,36957,45843
1966,441,4690
5211,20721,16890
757,7233,16580
936,5786,18890
2666,4408,16620
5035,24622,18990
5720,27483,15600
2161,1054,4670
7369,31787,4630
5131,22548,38804
0,13846,15580
2668,4479,16820
2326,2046,35407
5254,25891,3830
4875,26330,121310
8108,35775,15590
2314,5120,19030
2349,1169,4670
4460,12439,15560
6054,29795,42067
3303,10403,4450
5453,21399,4680
7753,34597,14050
7521,21445,18890
3594,1010,4670
6189,16221,35912
4999,17912,4690
4029,14550,14250
4788,23314,14050
1864,1463,4680
3701,16187,15650
5141,26788,38804
4520,18551,4070
4368,18030,4670
3872,11816,16980
2152,6001,19650
6054,37103,15651
3271,7934,4680
1142,2608,15580
4457,9656,7680
2878,19949,NULL
6187,30339,45843
3127,7829,15600
4288,12220,4680
5932,34603,4180
4895,18797,18890
4520,19384,4180
2335,342,124470
3781,28128,36467
2515,1810,4690
4626,21281,4670
4372,15181,16801
5521,17299,7871
3127,20215,18760
2292,11809,4690
4248,17891,4690
3091,5994,19650
4881,25421,119940
4640,32112,15900
2146,12964,15600
1008,5910,5280
5237,33496,4890
2429,10600,19250
8139,32887,NULL
5137,26783,38804
7622,33566,19600
5085,37489,15770
3965,21088,4670
4448,31789,4670
8354,37148,4820
3941,17435,36467
4381,5637,18890
4293,12143,4680
5052,20907,4670
4587,22170,15580
7867,34955,100430
4312,19494,124960
6115,29651,15580
3382,8297,4180
2972,17114,4690
4385,1331,4690
4043,16270,14050
1041,4819,5570
2291,1729,4690
2460,4858,5570
4250,14845,15900
2428,317,124470
2633,9323,18990
4532,28132,42067
5472,24170,38804
5552,26233,42067
7741,32247,16600
4391,7916,4680
3192,6150,15580
4366,25201,36271
4390,7998,4670
8251,39019,19030
4702,21739,3770
2153,1969,35407
0,24557,14250
645,7576,14230
4386,16758,4690
2286,1806,4760
3254,10942,4180
1992,14470,14230
4317,35272,125480
6115,29525,19760
3191,6435,15560
4209,19344,4180
4307,29246,125530
6052,22980,19650
5242,22490,NULL
634,5018,16580
4516,21197,4670
3411,9162,100230
3089,6000,19650
4310,19500,124960
4787,12106,NULL
6064,34035,18870
3165,2568,15560
2776,17350,14280
3849,14479,14250
4310,15736,124960
4746,19130,125480
5345,24601,14250
3114,7078,16620
4699,17576,16770
5646,26329,121310
690,918,4690
4222,15295,4760
4393,7927,4680
3065,10548,16610
7965,35182,4690
4275,13069,3751
4306,18256,14250
5133,22559,38789
4378,29638,36271
2549,6159,4180
3948,11441,16820
6189,19842,45843
2103,4940,16820
7325,20991,4670
4364,32372,4610
2779,7275,14280
7256,26066,42067
6054,30502,45843
7871,36889,16930
2289,1735,4690
8320,37253,19650
3702,11465,42067
7693,33832,45843
4748,32328,16600
3600,1558,4760
3097,10432,4180
5431,23448,14250
3702,29467,36467
3280,7862,4630
4123,11715,4180
2545,2542,15580
2292,17239,7720
5431,23485,35407
4049,15344,4760
6017,24804,16820
7586,37974,4820
3159,9568,4690
0,5788,18890
3609,5422,18950
2729,22317,16610
3941,11487,45843
8515,32705,35407
2492,4247,16620
4049,21009,4670
5840,25896,3830
6156,35036,19760
2729,13950,4530
1573,5366,41384
5464,37050,14030
3891,10651,16890
2303,6060,35407
3101,10308,4690
2549,13069,3751
4842,18965,119940
4532,16227,35912
2331,6025,35407
7763,35485,15580
8327,37668,4820
3532,9076,16610
2165,7591,14250
3970,20344,14230
7849,33236,19520
3883,10753,16920
2351,1103,4630
4036,14481,14250
4316,35580,125480
3041,22327,3830
7522,32066,NULL
3468,10307,4750
4725,23298,14120
3158,676,4670
5213,20709,16770
3283,6251,16580
3966,7023,4690
2292,14445,14250
4215,25185,7720
4378,19190,4820
3114,7072,19030
2146,7465,14250
4057,28123,36467
8468,37941,16890
3473,15202,4750
7637,37354,14040
3956,21183,4670
2984,12185,4680
4335,33894,42067
1484,10892,124422
3977,13637,4180
7337,35318,4450
3477,14245,4680
3849,18910,15580
4172,21097,4670
3271,9520,16820
3523,8653,14250
7690,32363,4610
7857,21973,4670
2146,1969,35407
2549,7742,4980
4795,29053,4700
2549,9139,100230
1918,4986,16820
3274,9927,15580
4758,18317,15580
7841,34566,19500
8464,37916,16930
2180,2179,16600
2795,4572,42067
2545,5659,7680
6054,29629,42067
7521,11292,3761
4303,12410,15570
4790,18891,16460
4222,15378,4760
7761,32563,NULL
4027,14473,14230
6156,34375,7720
6187,30588,45843
4345,21715,3770
6086,30034,19650
0,18254,14250
5577,30803,45843
7244,35721,36271
4630,21194,4670
4219,17258,7720
3941,19854,15650
3932,11310,19030
5289,23517,4670
7965,34289,4180
3454,22968,19650
7863,34853,100430
2101,5307,41384
6185,30368,45843
2878,10944,4180
4852,34251,19520
1134,1602,4760
5121,21915,13640
8098,37137,7750
4624,21270,4670
2549,6497,16600
5621,25220,125480
4623,21346,4670
4765,23017,4690
3098,8029,4670
3789,4431,16620
2149,4526,19250
5334,23726,15580
3781,30126,42067
4503,16458,36704
8479,37940,16880
3005,24751,14250
3554,5908,5170
3444,7928,4680
5052,20953,4670
7877,33845,45843
2114,319,124470
0,24563,14250
7606,32774,14050
3706,12151,4680
3491,9078,16610
7684,32101,15900
2722,6024,35407
4866,20116,14250
3157,8687,NULL
4700,17583,16770
4796,22685,4700
5249,25899,NULL
5045,20352,NULL
3262,8759,4670
7259,28835,45874
1960,4925,16820
2549,7556,14250
2596,5437,18950
4390,7952,4670
4777,28207,7720
5111,21611,4670
2732,7785,15560
2165,7651,14250
4523,21317,4670
3041,24385,4690
2034,8724,4670
4777,21958,4670
7654,34804,100430
3872,28258,41384
5836,30368,45843
5721,22624,8040
3971,17474,35407
2429,17487,35407
6187,29987,42067
694,894,4690
1508,974,4690
656,5079,16600
2622,7747,4980
5787,26542,14120
4674,28280,121310
4787,23304,14050
5624,29835,45874
4243,21635,4670
7471,32348,16140
4912,19453,38804
6066,29492,32874
2408,4260,16890
4726,17852,15580
5326,24641,8040
6115,37019,7680
8473,37924,16890
4787,28757,NULL
7258,34052,35407
3853,11381,16940
5165,27063,3830
7751,24891,230
6154,35967,1260
2176,6176,4680
4316,26154,125480
3454,19513,3830
7233,33146,4680
3802,29659,36475
2659,5662,7680
2549,586,4670
3041,13977,4670
1151,5149,35407
2841,5721,16820
4787,17808,14050
4624,14715,4630
0,20066,14250
6195,35584,125480
5317,32247,16600
2120,10405,4750
7966,35687,4180
5721,25893,3830
3116,6479,19650
2799,4766,42067
4851,17270,7720
3871,11643,15580
7463,34525,4700
4658,25198,36467
3721,6739,4190
5229,22334,119940
3454,23503,4670
3054,7870,4630
5523,26673,3570
5710,22997,4690
7845,32813,14120
8181,35906,125480
7733,32615,14050
4719,27948,42067
5220,27281,15900
6143,28414,4760
4313,35359,125480
3605,6024,35407
2198,4362,16820
3955,12995,15600
5232,30141,15900
7690,32423,45843
695,878,4690
7613,33375,16930
3269,7886,4680
3282,15922,14250
4624,15316,4670
8163,34662,16930
5540,24733,14250
5376,25079,125480
8163,34144,18990
2549,8200,15600
3454,28999,4670
4897,25492,4180
4149,17474,35407
2311,5085,19030
2956,11178,16770
7684,39028,16570
3275,10561,18950
3007,6136,15560
0,11639,15580
5592,15610,16890
5052,22716,4670
7960,35671,4180
4454,38208,4610
7970,35517,15580
2292,20296,14230
2456,7610,14250
0,24766,14250
6056,27851,14120
8080,34190,45843
5467,38253,4670
7306,34210,5520
1031,828,4690
4317,15730,124960
7928,34038,5570
3245,9394,4670
703,902,4690
8364,12065,15580
5052,23529,4670
3449,10885,15560
3420,18659,19650
4391,8045,4670
5521,24853,7720
631,5046,16600
4624,14257,4680
4658,25138,125480
3952,17228,7720
5132,26777,38804
3517,11660,15580
3702,29799,42067
8461,37941,16890
2812,10329,4690
2086,5223,7680
3234,9853,19650
4782,20347,14250
4792,18527,14250
2773,10534,7680
4625,19110,125480
5436,35230,125480
5925,17245,7720
3158,616,4670
7751,36653,16820
3956,16686,15900
5882,27189,NULL
4271,13004,2720
7923,28210,7720
5131,26793,38804
4641,32136,15900
4396,7908,4680
5188,24300,4690
7425,39125,14050
6176,29547,15580
4303,24690,19500
2652,4417,16820
8081,36046,125480
7218,28210,7720
4746,29200,125480
4109,16822,15580
8045,36996,15580
2292,2022,35407
4186,18200,4690
4911,19529,38789
4262,12598,2720
2439,330,15570
2950,6402,42067
4172,8233,4750
5328,22651,4820
7521,16925,7871
3942,19921,15651
5211,22012,16890
645,1041,4670
3067,7920,4680
8465,37900,16890
2833,1827,4690
0,31092,NULL
4262,17553,16770
5111,24668,19500
5293,22712,4670
3952,22741,4670
4901,19351,4530
7338,33404,14050
3116,17700,14050
4390,7892,4630
8459,37180,4820
8039,32881,NULL
2129,18322,15580
7353,34241,NULL
2839,5959,18890
5132,27175,NULL
7538,34089,14050
7906,34275,16930
2411,4301,16890
5750,30542,16820
7613,31875,15900
4630,21134,4670
5042,26560,3830
5085,38677,4700
3808,33894,42067
5308,25455,4180
5981,38203,4610
3146,14218,19650
7869,34820,100430
0,30136,16290
7419,33307,14040
0,5390,16820
4390,8825,4680
2644,1725,4760
1937,4992,16820
2549,8343,18880
2388,9317,18990
4624,19355,4670
3807,26127,42067
5577,26163,32874
4310,36918,15651
3318,8400,2720
753,2010,35407
2485,4247,16620
1563,5723,16820
7736,33157,19520
2291,1835,4820
2572,1398,4820
6018,27834,36466
3943,29500,36467
4144,10080,4690
5129,24455,38789
6187,30130,42067
2347,1138,4670
2952,9934,15580
4790,17849,16460
3807,29499,36467
7255,29640,36475
7691,33778,42067
7220,30242,19030
4049,15404,4690
5624,29480,32874
3454,21926,18890
1134,1542,4690
683,2587,15560
4735,17030,35407
5695,17257,7871
2429,22279,16610
1573,4951,16820
5511,29756,15580
7938,37594,5520
6126,34479,16930
3121,12983,15600
3178,2538,15580
7962,37185,4820
3480,2507,15570
8155,35577,125480
3966,12393,15570
7324,30602,7680
3891,9440,4670
7598,29132,19500
5338,22812,5570
2619,693,4670
3280,14703,4630
4313,25180,125480
2720,5624,18890
1145,5159,35407
3609,1695,4760
5162,23513,4670
1134,1001,4670
3454,21385,4680
4368,28312,4750
5469,37033,14030
3345,16436,5460
6187,30648,45843
2949,6335,42067
4141,9962,4690
6055,30323,45843
7939,28896,8040
4532,26051,42067
3985,32556,NULL
5414,25849,15900
2946,5504,2720
2729,28228,7871
5000,18085,4820
3577,1121,4630
3816,11282,45843
7732,34257,5570
2545,266,100430
5436,29259,125480
7640,36974,15590
3280,10461,4780
4289,12147,4680
3956,20081,14230
3532,9932,15580
5521,19738,41203
5042,23494,15570
8554,37930,16890
4364,30749,14030
7510,31018,19160
3933,20912,4670
4503,25283,36271
4789,22585,4980
4391,8128,4630
7667,38249,4670
4002,10367,4450
1540,4977,16820
3487,9892,13240
7418,25314,14040
5576,36730,15651
7693,33795,42067
4624,21390,4680
749,1991,35407
3802,16051,35912
4303,25394,3830
5251,23145,NULL
0,10843,15580
5934,28162,7871
3943,19802,35912
3296,9052,16610
4455,19094,125480
7351,30483,45843
4777,25456,4180
2428,354,100430
6055,38209,4610
4665,20844,16770
5387,17272,7720
3881,11466,42067
1135,1586,4690
4310,19463,124960
6200,37150,4820
3998,13688,15580
5306,24777,100430
3146,12455,15580
2153,7525,14250
5013,32370,4610
4313,35276,125480
7257,26946,45843
3966,21089,4670
3612,7100,18950
4850,25461,4180
4587,22253,15580
6088,28316,4750
2379,7743,4980
7467,36319,15580
2429,14573,14250
6195,33652,42067
4054,16266,14050
4378,28075,42067
2763,2404,100460
2549,8598,4690
4313,25097,125480
4219,30036,14040
1987,2290,3580
4597,20476,15600
6115,30381,7750
2995,7796,15560
7995,38716,NULL
4532,19201,42067
2642,5653,18890
3158,1778,4760
3091,9841,19650
8140,34271,16930
5308,23500,4670
2429,2030,35407
5278,24789,17310
8155,36052,125480
7242,35644,36475
0,979,4690
4872,18801,18890
3102,10461,4780
2549,254,100250
2950,9797,45874
7694,32362,4610
3701,16181,15650
4639,21474,18890
4634,20472,15600
3091,9157,100230
7258,35194,4750
4016,14371,14250
2504,1894,4690
6164,29218,125530
5483,32865,17150
2302,6053,35407
2285,1819,4690
3097,8022,4670
4518,30219,15580
3849,8419,2720
4787,17605,14050
3808,25324,42067
6185,30809,45843
6185,31891,45843
3917,20549,4180
2580,7748,4980
4081,16207,4630
4787,28674,NULL
2400,5633,18890
3267,6166,4530
3153,21062,4670
2647,2742,5570
3895,12877,16890
8251,31734,NULL
3193,2284,3580
2800,4810,42067
4317,35564,125480
5216,30279,4700
5139,22549,38804
7341,26572,4820
4129,25190,36271
3991,20209,18760
3814,1719,4760
3454,12477,15560
3371,8255,4690
5424,29651,15580
3805,9113,18950
7707,36717,15651
3157,10702,4670
2364,5624,18890
3473,8020,4670
3529,8119,4630
3271,7911,4680
7340,38207,4610
4057,16181,15650
4109,22252,15580
7360,28450,19650
3266,1934,4690
4052,15362,4760
4043,14504,14250
0,19608,15580
5877,30180,15580
4940,19876,3770
4587,16843,15580
5279,25506,7720
4381,5946,5280
2812,15258,4180
4906,21790,4690
6176,35375,123940
7934,34741,18990
7695,36734,252456
3938,24708,15900
4798,23346,14050
4787,23387,14050
4753,23575,8040
7538,34421,14050
3079,7385,4690
7597,33622,15580
4587,22897,4690
2857,774,4690
3612,1610,4760
4130,28171,42067
4393,7933,4680
3722,9803,45874
2721,4506,16820
2479,4280,16890
2186,5338,16820
1502,1585,4690
2161,1060,4670
2164,2197,16580
2950,6342,42067
7315,36422,47040
4503,29611,16250
5129,22560,38789
2132,5559,252456
6187,30505,45843
2718,5404,18950
4544,32360,4610
8452,37933,16890
5505,24685,19500
2549,8223,4690
3009,7601,14250
5052,20870,4670
3348,18512,35407
6185,36720,15651
4049,15241,4690
4864,20317,14250
6133,29252,125530
3807,16117,15650
4159,20317,14250
6150,35009,19450
6088,28399,4690
0,37378,16290
7921,38272,3770
4293,12149,4680
8081,30839,125480
5533,20820,NULL
7430,33452,19650
8039,36811,252456
6115,29531,7720
5298,30392,NULL
5009,22693,4670
697,4951,16820
5160,22211,15580
4881,19284,121310
7398,35732,15580
5376,28637,45874
4094,12676,14120
4544,30588,45843
5925,35038,4630
3722,9743,45874
5472,25873,NULL
5472,26752,38804
3973,20150,14230
0,33674,NULL
8460,37957,16890
3121,14626,14250
4669,26571,4820
8080,33852,42067
8080,38807,45843
1081,1003,4670
5638,26311,121310
3859,25938,36475
681,7067,4690
3954,14474,14230
7256,26796,15050
8343,37481,4900
3159,20969,4670
5309,19325,4530
2801,4731,42067
4631,16478,15560
5085,22003,4700
5139,27175,NULL
4390,8035,4670
2901,7385,4690
4828,19721,100380
6156,36247,1260
0,919,4690
682,7864,4630
5521,28188,7871
3444,8048,4670
4789,25439,4180
6210,22930,19650
7843,35905,125480
4536,15602,16890
4214,20452,15600
6027,27384,4680
5050,17218,4690
2646,219,5580
2828,5960,18890
4520,18574,4070
3702,19958,15650
8462,37951,16890
3445,10806,19000
4372,15158,19460
7341,35257,125480
4795,32651,4700
7693,33855,42067
2549,11340,19030
3956,17247,7720
3802,26685,45843
3260,6166,4530
2913,9861,19650
5036,23607,18990
2146,32042,NULL
4622,25896,3830
5150,27460,NULL
3523,7588,14250
6154,26120,15900
5524,24353,4690
4343,16065,35912
4787,23327,14050
7561,32591,4820
6187,36416,15651
7934,34283,19030
1004,5739,16820
5347,24589,14250
3058,6498,16600
2866,842,4690
5531,22641,4980
7952,31946,16300
7357,28160,7871
7255,32554,45843
5120,30707,13640
5065,25474,4180
1992,14636,14250
4698,18717,16770
5016,19710,3830
5000,18025,4760
2999,7815,15560
4265,13057,2720
6017,22829,5570
2292,11660,15580
7256,25322,36475
3807,29980,42067
4628,18212,4690
3873,11382,16940
5156,22395,36308
3992,17259,7871
5405,24825,38789
3560,21321,4670
2428,294,124470
4313,29176,125480
8208,32993,35407
5858,16901,14050
4787,22823,5570
8545,37905,16890
0,5307,41384
3048,6211,4680
2292,11803,4690
6187,36980,45843
5469,36701,15651
1152,5159,35407
3956,17668,35407
5405,26754,38790
5739,37868,15600
2349,1238,4670
4543,16226,35912
5495,24667,19500
0,22980,19650
3098,6987,4690
2948,8953,42067
5204,28321,4750
2292,17714,14050
4378,29489,36271
3417,14187,4690
3061,6991,4690
4015,7022,4690
4307,35260,125480
3820,11255,45843
4945,22593,15600
3966,21029,4670
5439,33628,15580
4798,23970,14050
7930,34656,18990
3701,16038,45874
3598,1069,4670
4196,21063,4670
4454,19110,125480
5346,24496,14120
5248,22340,38790
4292,8830,4680
2292,1985,35407
5294,20901,4670
4542,18486,35407
4330,12477,15560
4232,23133,5570
4215,25388,3830
4725,20902,4670
7903,33049,35407
5246,26737,38790
7497,28698,NULL
4366,14687,15651
7454,34457,5570
3388,6973,4690
7630,32282,13640
3284,7655,14250
6115,35021,19450
7255,35611,36475
5065,27372,4680
4303,12470,15560
3192,4527,19250
5572,31896,123620
0,37799,NULL
4795,22661,4820
2146,27196,NULL
6164,35833,42067
2277,693,4670
767,5270,123940
7515,24887,230
3049,9109,18950
2549,7719,18880
0,26478,14120
8176,20706,17150
5119,20424,15600
5376,29058,45874
2800,4750,42067
6191,16630,36467
7325,12421,15580
3597,1088,4670
4149,14477,14250
4624,26282,4680
7691,36715,15651
3706,21059,4670
3411,9185,123940
2348,1085,4670
5621,25964,125480
5599,26696,3570
4711,19497,124960
8121,32911,NULL
3816,11485,45843
4229,15378,4760
2273,4435,16820
4174,13093,41600
4093,12884,14120
4844,24555,14250
5904,28037,36467
4205,37364,16290
954,1262,4690
4140,12995,15600
5856,20010,4760
3121,17480,35407
4374,15355,4180
2917,12594,2720
4461,9652,7680
5175,21499,18890
7621,31882,15900
3577,1705,4760
6054,32423,45843
5240,34656,18990
2663,5661,7680
5244,26789,38804
5010,21575,4670
6057,28087,NULL
7237,30311,3751
4800,14698,4630
6187,36101,125480
6122,28652,5570
8039,35480,15580
4365,35639,36475
3486,10423,4180
5324,22632,8040
5369,23854,19550
1508,891,4690
1031,791,4690
4787,28840,5570
2899,6123,15580
2303,6037,35407
4582,21308,4670
7989,35019,19450
7306,34247,19520
0,5811,18890
2798,4756,42067
3095,8243,4750
8515,32682,35407
2165,7614,14250
7340,36853,14030
5065,27764,4690
3583,1217,4670
4343,38206,4610
3495,23066,18900
1573,5343,16820
1519,950,4690
4310,35587,125480
6187,37120,15651
7429,33153,19520
2669,4360,16820
6165,29202,125480
0,22499,NULL
3722,9039,42067
2264,4493,16820
2669,4406,16820
5228,26329,121310
2646,2735,5570
3911,13735,15580
2086,5306,41384
3449,9099,18950
4630,21217,4670
0,20089,14250
3871,11666,15580
6054,32400,45843
5062,27188,3830
4049,15321,4750
3157,10845,15580
2278,1842,4690
1930,4932,16820
3157,9371,4670
5453,21385,4680
4016,11935,100250
5383,24289,4690
7404,29127,19500
2347,1161,4670
2114,1985,35407
3517,11946,5460
3872,19576,15580
7756,32557,NULL
7691,33801,42067
6143,28331,4180
4892,19117,124960
5548,25086,125480
4364,25379,36271
8104,36085,15580
1134,1565,4760
6000,28376,4690
7769,28906,8040
8466,38451,NULL
4200,22728,4670
2292,17631,16900
8460,37897,16890
4391,9207,3580
2139,269,100230
2665,4504,16820
2264,1745,4690
4036,14504,14250
2663,291,13240
3517,17044,4690
4640,25388,3830
8039,33107,35407
6175,30379,7750
4869,25046,15580
3157,10476,4670
3994,14625,14250
4864,24848,7871
5308,20901,4670
1915,5907,5280
3476,14281,4690
4725,23275,14120
5222,26313,121310
6021,32237,16600
4373,20996,4670
3966,7000,4690
5068,26113,4680
7528,28160,7871
3807,30123,42067
4798,25444,4180
8155,34435,123690
4542,20882,4670
0,31971,18950
8105,31143,7100
6115,35044,7720
4101,12278,4690
3485,9898,17130
4312,19119,125480
4556,16711,15651
7527,32026,NULL
5916,27144,4180
2342,7089,16820
5127,20923,4670
5328,22628,8040
7219,37354,14040
4203,30091,42067
7912,33976,5520
681,1096,4630
2514,60,41384
4052,11031,4670
7688,32887,NULL
5369,24899,230
3859,29476,36475
4746,18815,125480
2429,22316,16610
6185,37344,45843
4462,34491,16930
4150,20481,15600
6189,16613,36467
4376,12498,15580
5334,23749,15580
7256,26962,45843
3476,12532,15570
2218,2348,124780
4589,24365,4690
6133,35246,125480
5521,28225,7871
5118,36730,15651
3861,35607,36475
8303,37536,4820
0,27703,NULL
7810,30670,NULL
7864,34957,100430
5808,27263,121310
5130,24462,NULL
4532,27044,45843
6131,39125,14050
2549,563,4670
2154,7446,14250
4714,17245,7720
7857,24850,7871
3700,11222,42067
947,5948,5170
3495,14301,5970
4290,6535,15580
7429,34089,14050
2378,59,41384
4307,36425,15050
3702,27964,36466
8526,37945,16890
7833,34247,19520
5761,26897,16610
3560,22589,16930
4599,31885,15900
4312,25090,125480
6054,30817,45843
4391,7962,4670
2652,4394,16820
4606,11576,4690
2900,12665,14120
4722,23512,4670
2221,2277,3580
4215,24163,15600
7629,32275,13640
7633,38580,19030
4784,18961,121310
5938,33986,5520
2237,1827,4690
2782,7293,14280
959,5931,5570
4686,17569,16770
4130,22515,42068
4787,23974,14050
5155,21472,18890
3469,11931,4690
2429,31788,4630
3701,26363,45843
7258,34029,18940
5938,22104,4670
3594,5375,41384
2729,32244,16600
2531,1775,4760
5204,35188,4690
8358,39122,14050
3802,35653,36467
3095,8303,4180
4747,29181,125480
2384,2485,100430
3702,16540,42068
7695,32323,16600
3849,12438,15580
2137,1967,35407
2657,4483,16820
4016,14454,14250
4286,19557,4630
2663,13696,15580
4335,33811,42067
3158,593,4670
4218,22223,15580
7704,38995,19030
0,9850,19650
5120,21905,13640
7522,32750,14250
3480,10851,15580
4111,11921,4690
2948,9766,45874
5978,37146,4820
8190,34663,16930
3966,15261,4750
1932,4399,16820
5244,23145,NULL
7259,28812,45874
6203,28412,4760
4027,14390,14230
7538,33127,14050
3701,27837,36466
4732,21466,18890
6189,16951,36467
3618,2261,3580
2637,4399,16820
2769,13031,7680
2378,1811,4690
2776,7277,14280
3270,10615,41384
5564,25403,100430
4203,25285,36475
2549,8117,4630
4797,22572,15600
5496,29174,125480
3002,6130,15580
