"tagDeployId","ts1","ts2","station1","station2","is_simul"
1261,1376787268,1376883011,10127,11594,FALSE
1266,1376792190,1376883907,10127,11594,FALSE
830,1376873947,1376887263,10378,10373,FALSE
5777,1376903304,1377007058,10324,11144,FALSE
5753,1376929852,1376930639,10324,11144,FALSE
5953,1376680801,1376930460,11144,10324,FALSE
5760,1376930828,1377112417,11144,10324,FALSE
5811,1376402298,1376932781,10324,11144,FALSE
5755,1376689822,1376933575,11144,10324,FALSE
5798,1376935553,1376935609,10324,11144,FALSE
5769,1376940343,1376948901,10324,11144,FALSE
5797,1376946722,1376953879,11144,10324,FALSE
5800,1376948950,1377006110,11144,10324,FALSE
5797,1376953879,1376965663,10324,11144,FALSE
836,1376808633,1376957896,10373,10378,FALSE
1267,1376883664,1376958844,10127,11594,FALSE
830,1376887320,1376962724,10373,10378,FALSE
856,1376551499,1376968676,10356,10360,FALSE
5958,1376917201,1376991739,11144,10324,FALSE
5751,1376737501,1376993203,11144,12267,FALSE
5788,1376852932,1376993356,11144,10324,FALSE
5757,1376994170,1376994181,10324,11144,FALSE
5957,1376933101,1376996290,11144,11146,FALSE
5781,1376920486,1377003685,10324,11144,FALSE
5800,1377006110,1377781947,10324,11144,FALSE
5777,1377007058,1377094288,11144,10324,FALSE
5977,1376831461,1377008829,11144,10324,FALSE
5954,1376773201,1377021690,11581,10324,FALSE
5759,1376770777,1377032321,11144,10324,FALSE
5947,1376735707,1377033245,10324,12267,FALSE
5781,1377039726,1377053452,11144,10324,FALSE
1263,1377000367,1377044628,11594,10127,FALSE
1244,1376971201,1377045348,11594,10127,FALSE
1271,1376971201,1377045527,11594,10127,FALSE
847,1376481601,1377046442,10362,10360,FALSE
1258,1376971201,1377047934,11594,10127,FALSE
1258,1377048006,1377048176,10127,11594,FALSE
1250,1376971201,1377048478,11594,10127,FALSE
830,1376962880,1377049646,10378,10373,FALSE
5781,1377053452,1377381188,10324,11144,FALSE
5894,1376937926,1377060304,10324,11557,FALSE
1267,1377061985,1377062071,11594,10127,FALSE
1250,1377048607,1377064693,10127,11594,FALSE
5797,1377076178,1377082026,11144,10324,FALSE
5807,1376737623,1377078574,10324,12267,FALSE
5797,1377082026,1377538436,10324,11144,FALSE
5798,1376935609,1377084865,11144,12267,FALSE
5769,1377070085,1377086332,11144,10324,FALSE
5755,1376933709,1377089292,10324,11144,FALSE
5777,1377094288,1379045294,10324,11144,FALSE
5767,1377094393,1377421886,10324,11144,FALSE
5753,1376930639,1377098579,11144,10324,FALSE
5757,1376994181,1377101374,11144,10324,FALSE
5908,1377107486,1377329653,10324,11144,FALSE
5799,1377012825,1377108811,10324,11144,FALSE
5946,1377111523,1377442410,10324,11144,FALSE
5813,1377112339,1378412989,10324,11144,FALSE
5804,1377112603,1377714562,10324,11144,FALSE
5770,1377113653,1377113677,10324,11144,FALSE
5803,1377113766,1378437614,10324,11144,FALSE
5762,1377114581,1377182800,10324,11144,FALSE
5954,1377021721,1377114960,10324,11144,FALSE
5954,1377115544,1377115620,11144,10324,FALSE
5812,1377117256,1377257437,10324,11144,FALSE
5758,1377117461,1377721143,10324,11144,FALSE
5763,1377117980,1377707360,10324,11144,FALSE
5787,1377118002,1377677338,10324,11144,FALSE
5783,1377118101,1377773208,10324,11144,FALSE
5775,1377118398,1377230621,10324,11144,FALSE
5792,1377118549,1377167363,10324,11144,FALSE
5791,1377118554,1377689861,10324,11144,FALSE
5761,1377118577,1377721958,10324,11144,FALSE
5789,1377118581,1377703541,10324,11144,FALSE
5771,1377118582,1377284234,10324,11144,FALSE
5772,1377118587,1379525860,10324,11144,FALSE
5773,1377118593,1377682684,10324,11144,FALSE
5756,1377118594,1377345710,10324,11144,FALSE
5784,1377118594,1379525639,10324,11144,FALSE
5779,1377118595,1379525049,10324,11144,FALSE
5793,1377118596,1377728395,10324,11144,FALSE
5782,1377118599,1377697415,10324,11144,FALSE
1249,1377089586,1377132190,11594,11487,FALSE
1247,1377101959,1377134672,11594,11487,FALSE
1255,1376638273,1377135254,10127,11594,FALSE
1271,1377135801,1377151365,10127,11594,FALSE
1263,1377089041,1377136187,10127,11594,FALSE
1244,1377138793,1377149753,10127,11594,FALSE
1268,1377141315,1377150013,11594,11487,FALSE
5815,1376811513,1377148656,11496,10316,FALSE
1244,1377149753,1377225953,11594,10127,FALSE
1268,1377150013,1377286459,11487,11594,FALSE
1269,1377141097,1377150736,10127,11594,FALSE
1271,1377151365,1377317751,11594,10127,FALSE
830,1377050222,1377152694,10373,10378,FALSE
5815,1377153827,1377154300,10316,11496,FALSE
1262,1376954271,1377155071,10127,11594,FALSE
5903,1377072474,1377155538,10324,11144,FALSE
5788,1377007493,1377160871,10324,11144,FALSE
5958,1376991786,1377170547,10324,11146,FALSE
1250,1377152849,1377176287,11594,10127,FALSE
1249,1377152861,1377177893,11487,11594,FALSE
5790,1377092763,1377181893,10324,11144,FALSE
