"motusTagID","tagDeployID","lat1","lon1","lat2","lon2","dtStart","dtEnd"
26432,13723,43.3946,-66.0146,44.0241,-79.5371,2017-09-02,2017-09-02
26432,13723,43.4082,-66.0209,44.325,-66.1149,2017-09-22,2017-09-23
26432,13723,44.325,-66.1149,44.4297,-66.1654,2017-09-24,2017-09-24
26432,13723,44.4297,-66.1654,42.3633,-72.5123,2017-09-24,2017-10-02
26432,13723,42.3633,-72.5123,42.7804,-70.8084,2017-10-02,2017-10-03
26432,13723,42.7804,-70.8084,32.9071,-79.6134,2017-10-03,2017-10-17
26432,13723,32.9071,-79.6134,29.5648,-82.265,2017-10-17,2017-10-18
26432,13723,29.5648,-82.265,45.4325,-65.404,2017-10-18,2017-11-28
26432,13723,45.4325,-65.404,44.0241,-79.5371,2017-11-28,2017-12-27
26432,13723,44.0241,-79.5371,40.3201,-75.9026,2017-12-27,2018-09-05
26387,13694,43.4645,-65.7459,44.0241,-79.5371,2017-09-02,2017-09-02
26387,13694,43.4645,-65.7459,44.0241,-79.5371,2017-09-02,2017-09-02
26387,13694,43.4579,-65.7438,40.2765,-77.2774,2017-09-05,2017-09-05
26387,13694,43.4564,-65.7436,40.2765,-77.2774,2017-09-05,2017-09-05
26387,13694,43.4579,-65.7438,40.2765,-77.2774,2017-09-05,2017-09-05
26387,13694,43.4564,-65.7436,44.0241,-79.5371,2017-09-07,2017-09-07
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
26387,13694,43.4579,-65.7438,43.4932,-65.7171,2017-09-08,2017-09-08
