sensorID,serialNumber
2072,SG-3115BBBK1152
2261,SG-3115BBBK1152
1608,SG-3115BBBK1190
2264,SG-3115BBBK1190
1607,SG-3115BBBK1246
3165,SG-3115BBBK1246
1606,SG-3115BBBK1319
2042,SG-3115BBBK1339
2056,SG-3115BBBK1375
1589,SG-3115BBBK1383
1902,SG-3115BBBK1B0A
1674,SG-3115BBBK1C60
1900,SG-3115BBBK1C9E
1901,SG-3115BBBK1D40
1754,SG-3115BBBK1D41
2170,SG-3115BBBK1D41
1631,SG-3115BBBK1D4A
2314,SG-3116BBBK0064
1914,SG-3116BBBK0755
3157,SG-3116BBBK0809
3472,SG-3180RPI3AE9D
3473,SG-3180RPI3AE9D
3362,SG-3202RPI39550
3402,SG-3202RPI39550
3457,SG-3206RPI30D24
3459,SG-3206RPI30D24
1314,SG-3214BBBK0604
1233,SG-3214BBBK0615
1638,SG-3214BBBK0615
2365,SG-3214BBBK0619
1716,SG-3214BBBK0647
1234,SG-3214BBBK0655
1830,SG-3214BBBK0655
1718,SG-3214BBBK0673
1784,SG-3214BBBK0915
2724,SG-3214BBBK0915
1315,SG-3214BBBK1004
1235,SG-3214BBBK1006
1309,SG-3214BBBK1015
1508,SG-3214BBBK3329
1282,SG-3214BBBK4137
1246,SG-3214BBBK4806
1644,SG-3214BBBK4806
2176,SG-3214BBBK4806
2474,SG-3214BBBK4806
1247,SG-3214BBBK4812
1803,SG-3214BBBK4812
1248,SG-3214BBBK4822
1642,SG-3214BBBK4822
2070,SG-3214BBBK4822
3167,SG-3214BBBK4822
1236,SG-3214BBBK5364
1249,SG-3214BBBK5447
1643,SG-3214BBBK5447
2071,SG-3214BBBK5447
1717,SG-3214BBBK5543
1250,SG-3214BBBK5554
1792,SG-3214BBBK5554
2222,SG-3214BBBK5554
1336,SG-3214BBBK5558
2150,SG-3214BBBK5558
1365,SG-3214BBBK5594
1237,SG-3214BBBK5654
1720,SG-3214BBBK5675
1330,SG-3214BBBK5685
1481,SG-3214BBBK5686
1438,SG-3214BBBK5695
1861,SG-3214BBBK5757
1251,SG-3214BBBK5782
1802,SG-3214BBBK5782
1279,SG-3214BBBK5917
1252,SG-3214BBBK6085
1633,SG-3214BBBK6085
1639,SG-3214BBBK6085
1416,SG-3214BBBK6103
1253,SG-3214BBBK6221
1640,SG-3214BBBK6221
2068,SG-3214BBBK6221
1254,SG-3214BBBK6233
1255,SG-3214BBBK6241
2077,SG-3214BBBK6241
1256,SG-3214BBBK6282
1296,SG-3214BBBK6346
1390,SG-3214BBBK6425
1316,SG-3214BBBK6435
1414,SG-3214BBBK6472
2156,SG-3214BBBK6472
1860,SG-3214BBBK6514
1872,SG-3214BBBK6514
2372,SG-3214BBBK6514
1685,SG-3214BBBK6871
2065,SG-3214BBBK6871
2497,SG-3214BBBK6871
1369,SG-3214BBBK7228
1366,SG-3214BBBK7260
1257,SG-3214BBBK7267
1641,SG-3214BBBK7267
2069,SG-3214BBBK7267
1337,SG-3214BBBK7294
1389,SG-3214BBBK8444
1392,SG-3214BBBK8447
1630,SG-3214BBBK8447
1846,SG-3214BBBK8447
1391,SG-3214BBBK8453
1651,SG-3214BBBK8453
1800,SG-3214BBBK8453
3454,SG-3214BBBK8453
1258,SG-3214BBBK8465
2154,SG-3214BBBK8465
1338,SG-3214BBBK8616
2155,SG-3214BBBK8616
1259,SG-3214BBBK8617
1231,SG-3214BBBK8648
1966,SG-3214BBBK8648
2006,SG-3214BBBK8672
1368,SG-3214BBBK8680
2533,SG-3214BBBK8680
3359,SG-3214BBBK8680
1260,SG-3214BBBK8684
1364,SG-3214BBBK8689
2014,SG-3214BBBK8690
1848,SG-3214BBBK8691
1521,SG-3214BBBK8706
1261,SG-3214BBBK8708
1299,SG-3214BBBK8710
1727,SG-3214BBBK8716
3180,SG-3214BBBK8716
1905,SG-3214BBBK9591
1262,SG-3214BBBK9625
1915,SG-3216BBBK0757
2029,SG-3216BBBK0793
2765,SG-3279RPI32C40
3423,SG-3291RPI35718
3045,SG-329ERPI3DD60
2987,SG-32A1RPI36156
2296,SG-32FDRPI3CB45
4031,SG-3340RPI3CCE8
2566,SG-33BARPI3234B
3256,SG-3414BBBK1565
1768,SG-3414BBBK1567
2742,SG-3420RPI3496B
2217,SG-3481RPI3115F
2732,SG-3507RPI34D59
1184,SG-3514BBBK0875
1680,SG-3514BBBK1044
1185,SG-3514BBBK1594
2488,SG-3537RPI3B899
2966,SG-358FRPI347E9
3301,SG-3593RPI3E0AD
2445,SG-35BARPI3B10B
2911,SG-35D8RPI3A53C
2643,SG-35EBRPI31288
3527,SG-3604RPI3AEF7
1264,SG-3614BBBK3329
1804,SG-3614BBBK3329
1972,SG-3615BBBK01F1
2682,SG-3615BBBK03B3
2027,SG-3615BBBK0421
2052,SG-3615BBBK0428
2002,SG-3615BBBK071F
2529,SG-3615BBBK09D3
2183,SG-3615BBBK0B93
2084,SG-3615BBBK0B9E
2021,SG-3615BBBK0BA8
2333,SG-3615BBBK0BBD
2174,SG-3615BBBK0C15
1985,SG-3615BBBK0CD0
2393,SG-3615BBBK0CD0
1970,SG-3615BBBK0D8C
2223,SG-3615BBBK0DB6
2085,SG-3615BBBK0F94
2005,SG-3615BBBK1D3A
1673,SG-3615BBBK1E34
1796,SG-3615BBBK2024
2144,SG-3615BBBK254B
1761,SG-3615BBBK26EB
2430,SG-3615BBBK2700
1907,SG-3625BBBK03B3
3887,SG-367CRPI3F183
2341,SG-36AFRPI21CDB
3688,SG-37CBRPI34A3E
2395,SG-3816BBBK0883
2783,SG-3842RPI35BCD
3497,SG-3847RPI3BD14
3498,SG-3847RPI3BD14
3117,SG-3876RPI3F903
2344,SG-3886RPI240C5
1621,SG-3915BBBK03C7
3975,SG-3915BBBK03C7
2725,SG-3917BBBK0DF9
3794,SG-3927RPI3E7AE
3448,SG-393CRPI3946E
3378,SG-3962RPI3DD74
3475,SG-3962RPI3DD74
2760,SG-3A09RPI309B2
2458,SG-3A7CRPI31BDB
2211,SG-3B0ARPI36711
3846,SG-3B25RPI311F6
2696,SG-3B52RPI35BE8
2755,SG-3BC1RPI3EC0F
2877,SG-3C27RPI38BCE
2867,SG-3C7BRPI3FD45
2669,SG-3C7FRPI2A84E
3090,SG-3CB9RPI3F067
3247,SG-3CD7RPI30747
2386,SG-3D13RPI339CD
2777,SG-3D23RPI38465
2931,SG-3D2FRPI306C5
3506,SG-3DC4RPI31E8F
3547,SG-3DC4RPI31E8F
3807,SG-3DC6RPI3B9EE
3213,SG-3E56RPI3370D
3651,SG-3EA4RPI3F0B7
3693,SG-3EA4RPI3F0B7
2145,SG-3ED1RPI3F303
2208,SG-3F8CRPI32CF2
1223,SG-4000BBBK8230
1291,SG-4000BBBK9170
1629,SG-4000BBBK9170
1489,SG-4000BBBK9200
468,SG-4000BBBK9210
1397,SG-4000BBBK9270
1292,SG-4000BBBK9330
1302,SG-4000BBBK9340
1492,SG-4000BBBK9340
1273,SG-4000BBBK9350
1347,SG-4000BBBK9450
1293,SG-4000BBBK9550
686,SG-4000BBBK9640
1277,SG-4001BBBK0350
1984,SG-4001BBBK0350
2191,SG-4001BBBK0350
1220,SG-4001BBBK0900
1873,SG-4001BBBK0910
1399,SG-4001BBBK0980
1239,SG-4001BBBK0990
1420,SG-4001BBBK1080
1750,SG-4001BBBK1080
1371,SG-4001BBBK1190
2555,SG-4001BBBK1190
2997,SG-4001BBBK1190
1327,SG-4001BBBK1330
1526,SG-4001BBBK1340
2879,SG-4001BBBK1340
2726,SG-4001BBBK1430
469,SG-4001BBBK1460
1655,SG-4001BBBK1560
1280,SG-4001BBBK1660
1447,SG-4001BBBK1660
1394,SG-4001BBBK1670
1599,SG-4001BBBK1670
1046,SG-4001BBBK1680
1266,SG-4001BBBK1680
1294,SG-4001BBBK1750
1531,SG-4001BBBK1770
2881,SG-4001BBBK1770
1339,SG-4001BBBK1790
1244,SG-4001BBBK1870
1224,SG-4001BBBK1910
1228,SG-4001BBBK1930
1287,SG-4001BBBK1950
1675,SG-4001BBBK1950
3722,SG-4001BBBK1980
1288,SG-4001BBBK2010
1446,SG-4001BBBK2010
1527,SG-4001BBBK2080
2660,SG-4001BBBK2170
1341,SG-4001BBBK2210
2880,SG-4001BBBK2210
1317,SG-4001BBBK2220
1165,SG-4001BBBK2230
1858,SG-4001BBBK2230
2334,SG-4001BBBK2230
2335,SG-4001BBBK2230
1243,SG-4001BBBK2250
1332,SG-4001BBBK2260
1523,SG-4001BBBK2290
684,SG-4001BBBK2310
1289,SG-4001BBBK2330
1665,SG-4001BBBK2330
1395,SG-4001BBBK2360
1278,SG-4001BBBK2380
1769,SG-4001BBBK2380
1656,SG-4001BBBK2410
1226,SG-4001BBBK2440
1241,SG-4001BBBK2480
472,SG-4001BBBK2500
1036,SG-4001BBBK2550
2266,SG-4001BBBK2550
3085,SG-4001BBBK2550
1488,SG-4001BBBK2600
1225,SG-4001BBBK2690
473,SG-4001BBBK2720
1351,SG-4001BBBK6020
1653,SG-4001BBBK6020
1275,SG-4001BBBK7590
1625,SG-4001BBBK7590
1290,SG-4001BBBK8700
1413,SG-4001BBBK8700
685,SG-4002BBBK0010
1688,SG-4002BBBK0010
1490,SG-4002BBBK0020
1242,SG-4002BBBK0040
1267,SG-4002BBBK0090
2075,SG-4002BBBK0090
1300,SG-4002BBBK0110
1477,SG-4002BBBK0110
2190,SG-4002BBBK0110
2745,SG-4002BBBK0110
1037,SG-4002BBBK0160
2267,SG-4002BBBK0160
1412,SG-4002BBBK0170
3360,SG-4002BBBK0170
1038,SG-4002BBBK0200
2428,SG-4002BBBK0200
1229,SG-4002BBBK0240
1180,SG-4002BBBK0360
2022,SG-4002BBBK0530
2557,SG-4002BBBK0560
1039,SG-4002BBBK0570
2981,SG-4002BBBK0570
683,SG-4002BBBK0580
474,SG-4002BBBK0640
1047,SG-4002BBBK1270
1268,SG-4002BBBK1270
1612,SG-4002BBBK1460
471,SG-4002BBBK1530
1222,SG-4002BBBK1580
1613,SG-4002BBBK1600
1040,SG-4002BBBK1610
2388,SG-4002BBBK1620
1301,SG-4002BBBK1630
1478,SG-4002BBBK1630
2189,SG-4002BBBK1630
1624,SG-4002BBBK1650
2369,SG-4002BBBK1650
1298,SG-4002BBBK1670
701,SG-4002BBBK1710
1221,SG-4002BBBK1770
1372,SG-4002BBBK1950
1654,SG-4002BBBK1950
3251,SG-4002BBBK1950
1295,SG-4002BBBK1980
1398,SG-4002BBBK2240
1276,SG-4002BBBK2530
1598,SG-4002BBBK2530
1240,SG-4002BBBK2550
2327,SG-4002BBBK2550
1444,SG-4002BBBK2630
1048,SG-4002BBBK2650
1269,SG-4002BBBK2650
1529,SG-4002BBBK2820
1166,SG-4002BBBK2850
1662,SG-4002BBBK2850
3574,SG-4002BBBK2850
470,SG-4005BBBK2390
1348,SG-4005BBBK3230
1682,SG-4005BBBK3400
1238,SG-4005BBBK3760
1230,SG-4005BBBK4150
2253,SG-4005BBBK4150
1192,SG-4005BBBK4310
3811,SG-4047RPI3A161
2456,SG-405BRPI3D812
2036,SG-4116BBBK0351
2181,SG-4116BBBK1114
2948,SG-4158RPI3AD4E
1561,SG-4172BB000554
2691,SG-41E0RPI3DD2E
2028,SG-4216BBBK0315
2575,SG-422BRPI3D99D
3854,SG-42F9RPI35215
3008,SG-4381RPI38232
3563,SG-4381RPI38232
2957,SG-43C0RPI39AAC
1535,SG-4414BBBK0693
1536,SG-4414BBBK0722
1538,SG-4414BBBK0737
1537,SG-4414BBBK1318
2586,SG-4452RPI3CF82
1660,SG-4515BBBK0369
1628,SG-4515BBBK0438
3294,SG-4529RPI3C750
3583,SG-4529RPI3C750
3462,SG-456CRPI3DBBB
3479,SG-456CRPI3DBBB
3820,SG-45FDRPI38619
2602,SG-4616BBBK2363
3834,SG-4635RPI366BA
3631,SG-4642RPI382FD
2794,SG-46F1RPI35627
515,SG-4712BB000550
1181,SG-4712BB000550
1814,SG-4712BB000550
491,SG-4712BB000554
1043,SG-4712BB000554
1419,SG-4712BB000554
1380,SG-4712BB000584
1749,SG-4712BB000584
2547,SG-4712BB000584
4007,SG-4712BB000584
1215,SG-4712BB000713
1026,SG-4712BB000750
524,SG-4712BB000787
528,SG-4712BB000809
501,SG-4712BB000816
587,SG-4712BB000817
571,SG-4712BB000827
1381,SG-4712BB000827
531,SG-4712BB000832
1426,SG-4712BB000832
2003,SG-4712BB000877
3422,SG-4721RPI31989
3394,SG-47CCRPI347B5
3399,SG-47CCRPI347B5
3524,SG-47D1RPI3CFD1
3829,SG-47E3RPI38FC3
3223,SG-4804RPI3D20C
3436,SG-4804RPI3D20C
514,SG-4812BB000025
549,SG-4812BB000211
1423,SG-4812BB000211
1583,SG-4812BB000211
2922,SG-4812BB000211
490,SG-4812BB000230
509,SG-4812BB000230
1421,SG-4812BB000288
1557,SG-4812BB000288
510,SG-4812BB000295
1501,SG-4812BB000299
519,SG-4812BB000333
1427,SG-4812BB000333
1755,SG-4812BB000333
546,SG-4812BB000334
1055,SG-4812BB000334
1424,SG-4812BB000334
1541,SG-4812BB000334
1757,SG-4815BBBK0041
1971,SG-4815BBBK0087
1895,SG-4815BBBK0110
1764,SG-4815BBBK0135
1762,SG-4815BBBK0140
2308,SG-4815BBBK0173
2086,SG-4815BBBK0175
1659,SG-4815BBBK1145
1619,SG-4815BBBK1892
1904,SG-4815BBBK1A47
1622,SG-4815BBBK20A6
1620,SG-4815BBBK20BC
2673,SG-4815BBBK20BC
3883,SG-4815BBBK20BC
1618,SG-4815BBBK20C8
3300,SG-483ERPI3946F
3595,SG-483ERPI3946F
3417,SG-484CRPI35902
3543,SG-484CRPI35902
3395,SG-4940RPI33FB7
3431,SG-4940RPI33FB7
2945,SG-4A04RPI3EA36
3628,SG-4A21RPI3AE32
3098,SG-4A27RPI3ABA8
3520,SG-4BFCRPI3CA84
3780,SG-4C66RPI3FA43
2989,SG-4D46RPI38385
3512,SG-4E3BRPI39E54
3877,SG-4E86RPI36D29
3672,SG-4EB3RPI39E54
2226,SG-4F30RPI36C9C
3977,SG-4FA7RPI3B265
3461,SG-4FE9RPI31015
2272,SG-5016BBBK0DC0
2279,SG-5016BBBK0F73
2280,SG-5016BBBK0F85
2329,SG-5016BBBK1123
2449,SG-5016BBBK15A4
2271,SG-5016BBBK1687
2472,SG-5016BBBK177E
2278,SG-5016BBBK17D2
2551,SG-5016BBBK17DA
2277,SG-5016BBBK17E4
2273,SG-5016BBBK18D2
2452,SG-5016BBBK18E8
2797,SG-5016BBBK1995
2730,SG-5016BBBK19BB
2552,SG-5016BBBK19C0
2471,SG-5016BBBK19D5
2451,SG-5016BBBK1B68
2270,SG-5016BBBK1B6A
2524,SG-5016BBBK1B75
2470,SG-5016BBBK1B7C
2450,SG-5016BBBK200B
2330,SG-5016BBBK23B1
2433,SG-5016BBBK23B6
3067,SG-5061RPI31E73
3458,SG-5061RPI31E73
2716,SG-50ABRPI3D2FB
2901,SG-50ABRPI3D2FB
2903,SG-50ABRPI3D2FB
2954,SG-50ABRPI3D2FB
3840,SG-50D6RPI38864
3817,SG-5100RPI36E4E
1532,SG-5113BBBK0068
383,SG-5113BBBK0173
1140,SG-5113BBBK0173
384,SG-5113BBBK0324
385,SG-5113BBBK0333
429,SG-5113BBBK0354
488,SG-5113BBBK0408
1141,SG-5113BBBK0408
386,SG-5113BBBK0425
387,SG-5113BBBK0460
691,SG-5113BBBK0489
639,SG-5113BBBK0555
693,SG-5113BBBK0574
388,SG-5113BBBK0752
438,SG-5113BBBK1653
389,SG-5113BBBK2024
526,SG-5113BBBK2103
507,SG-5113BBBK2400
390,SG-5113BBBK2495
694,SG-5113BBBK2528
391,SG-5113BBBK2661
638,SG-5113BBBK2662
392,SG-5113BBBK2665
1049,SG-5113BBBK2668
1270,SG-5113BBBK2668
1632,SG-5113BBBK2668
1158,SG-5113BBBK2670
2375,SG-5113BBBK2670
393,SG-5113BBBK2671
394,SG-5113BBBK2672
1142,SG-5113BBBK2672
395,SG-5113BBBK2674
4026,SG-5113BBBK2674
396,SG-5113BBBK2675
1168,SG-5113BBBK2676
687,SG-5113BBBK2677
397,SG-5113BBBK2678
2744,SG-5113BBBK2761
430,SG-5113BBBK2786
1041,SG-5113BBBK2791
3016,SG-5113BBBK2791
398,SG-5113BBBK2799
688,SG-5113BBBK2802
487,SG-5113BBBK2817
1143,SG-5113BBBK2817
1188,SG-5113BBBK2818
1284,SG-5113BBBK2818
437,SG-5113BBBK2819
399,SG-5113BBBK2822
1144,SG-5113BBBK2822
428,SG-5113BBBK2823
400,SG-5113BBBK2827
431,SG-5113BBBK2829
401,SG-5113BBBK2832
434,SG-5113BBBK2837
402,SG-5113BBBK2839
433,SG-5113BBBK2846
436,SG-5113BBBK2853
403,SG-5113BBBK2911
1145,SG-5113BBBK2911
404,SG-5113BBBK2917
645,SG-5113BBBK2919
1187,SG-5113BBBK2939
1437,SG-5113BBBK2939
541,SG-5113BBBK2969
435,SG-5113BBBK2972
634,SG-5113BBBK3013
405,SG-5113BBBK3017
1146,SG-5113BBBK3032
406,SG-5113BBBK3062
407,SG-5113BBBK3078
1167,SG-5113BBBK3079
1050,SG-5113BBBK3080
2076,SG-5113BBBK3080
534,SG-5113BBBK3081
640,SG-5113BBBK3082
408,SG-5113BBBK3084
409,SG-5113BBBK3088
636,SG-5113BBBK3089
2593,SG-5113BBBK3089
410,SG-5113BBBK3091
411,SG-5113BBBK3094
432,SG-5113BBBK3100
535,SG-5113BBBK3103
1051,SG-5113BBBK3103
635,SG-5113BBBK3104
689,SG-5113BBBK3105
412,SG-5113BBBK3107
695,SG-5113BBBK3108
413,SG-5113BBBK3109
414,SG-5113BBBK3113
1147,SG-5113BBBK3113
539,SG-5113BBBK3114
415,SG-5113BBBK3115
416,SG-5113BBBK3116
642,SG-5113BBBK3118
417,SG-5113BBBK3126
427,SG-5113BBBK3139
418,SG-5113BBBK3155
1148,SG-5113BBBK3155
644,SG-5113BBBK3157
419,SG-5113BBBK3162
554,SG-5113BBBK3164
637,SG-5113BBBK3168
2592,SG-5113BBBK3168
3632,SG-5113BBBK3168
420,SG-5113BBBK3169
1533,SG-5113BBBK3170
421,SG-5113BBBK3171
422,SG-5113BBBK3173
423,SG-5113BBBK3175
690,SG-5113BBBK3178
424,SG-5113BBBK3179
1149,SG-5113BBBK3179
1052,SG-5113BBBK3180
1271,SG-5113BBBK3180
425,SG-5113BBBK3182
646,SG-5113BBBK3183
426,SG-5113BBBK3193
1356,SG-5114BBBK0801
2943,SG-5120RPI325E2
3306,SG-5204RPI37429
3482,SG-5204RPI37429
3210,SG-52ABRPI3D05D
2259,SG-5304RPI3AAED
3132,SG-5305RPI3BB5A
2607,SG-5332RPI27B17
3886,SG-533DRPI3A796
3643,SG-5349RPI3285A
3683,SG-5349RPI3285A
2436,SG-5470RPI3FBDF
2756,SG-54C9RPI3E9CA
3870,SG-54C9RPI3E9CA
3380,SG-550CRPI31890
2248,SG-5541RPI3E7F8
3525,SG-5589RPI3697A
3353,SG-55D3RPI30563
3564,SG-55D3RPI30563
3049,SG-579DRPI34CB8
3050,SG-579DRPI34CB8
2953,SG-57D1RPI3127B
3312,SG-5829RPI3E908
3095,SG-5832RPI34F49
3825,SG-58DERPI3D86B
3161,SG-591DRPI34A71
2210,SG-5988RPI39876
3134,SG-59BERPI31D90
2564,SG-59F5RPI3F6F5
2398,SG-5AA7RPI2D99F
2933,SG-5AB2RPI3661C
3516,SG-5B1BRPI3466D
3594,SG-5BFCRPI333BF
2326,SG-5C00RPI33593
2543,SG-5C49RPI2053D
3173,SG-5C53RPI33F6B
2990,SG-5C7ARPI36825
3510,SG-5CD0RPI3E510
3529,SG-5CD0RPI3E510
3827,SG-5D29RPI3DF1C
2767,SG-5D5ARPI39C43
3243,SG-5D5ARPI39C43
3729,SG-5DCARPI339EE
2580,SG-5DDFRPI3131A
3010,SG-5DF5RPI32F32
2216,SG-5F2CRPI390CD
3281,SG-5F6ERPI30C91
3781,SG-5FCERPI3578A
2994,SG-604ARPI3FF5B
2405,SG-6079RPI3C077
2424,SG-60D7RPI342B1
2385,SG-612ARPI304C0
3958,SG-6159RPI3A6F5
2759,SG-6194RPI30101
3804,SG-61B0RPI36626
2784,SG-6206RPI3FB7F
3038,SG-621DRPI38D78
2757,SG-6220RPI3964A
3830,SG-6263RPI36177
3641,SG-627ERPI3F01D
3695,SG-627ERPI3F01D
2810,SG-62E1RPI31AB3
3814,SG-62F5RPI3F598
3084,SG-63EFRPI318BE
3450,SG-63EFRPI318BE
3066,SG-63EFRPI31BE
3756,SG-645ERPI3BA68
2622,SG-646FRPI346DE
2478,SG-64B3RPI36BF6
2263,SG-6581RPI35065
3528,SG-65A2RPI376F0
2423,SG-65CBRPI323C5
3674,SG-6606RPI38CF0
2501,SG-668CRPI3FB3B
3884,SG-66D6RPI3F32F
2787,SG-67CARPI37819
3874,SG-67CERPI361F9
3252,SG-68ECRPI39864
3961,SG-6938RPI31CE2
2322,SG-6997RPI221F9
2972,SG-69E8RPI30B74
2971,SG-6A5BRPI37CB4
3392,SG-6A5BRPI37CB4
3073,SG-6AE8RPI38AE5
3489,SG-6AE8RPI38AE5
3550,SG-6B45RPI3A342
3568,SG-6B45RPI3A342
2991,SG-6B94RPI30A5E
2717,SG-6BEBRPI37660
3080,SG-6BEBRPI37660
3009,SG-6BF0RPI32CC3
2304,SG-6BF1RPI395EA
3352,SG-6BF1RPI395EA
3712,SG-6C20RPI3167E
3713,SG-6C20RPI3167E
3656,SG-6C40RPI360A5
3681,SG-6C40RPI360A5
3669,SG-6C90RPI3E84E
3782,SG-6D63RPI3835E
3507,SG-6D7CRPI34135
3530,SG-6D7CRPI34135
3704,SG-6D9DRPI38AFF
3813,SG-6D9DRPI38AFF
3764,SG-6DD4RPI3CC17
3788,SG-6DEFRPI3EA3A
3145,SG-6E1DRPI38E44
2690,SG-6E25RPI3C9C8
3522,SG-6EC0RPI3D10F
2629,SG-6EF7RPI3218E
3413,SG-6EF7RPI3218E
3873,SG-6F19RPI385F8
2949,SG-6F2DRPI37C38
2613,SG-6F3BRPI3EA63
2860,SG-6F9ERPI38789
2578,SG-7023RPI37F96
2861,SG-704CRPI3D3EE
2681,SG-707FRPI3AF84
3660,SG-70DBRPI3BB60
3698,SG-70DBRPI3BB60
1978,SG-7100BBBK0036
2390,SG-7100BBBK0176
2078,SG-7100BBBK0179
1982,SG-7100BBBK0271
1969,SG-7100BBBK1493
2035,SG-7100BBK1493
3808,SG-7102RPI39090
2492,SG-7236RPI323FA
3770,SG-7285RPI3F9A6
3771,SG-7285RPI3F9A6
2500,SG-72DFRPI3B728
2898,SG-732ARPI38C19
2958,SG-7341RPI3A964
3566,SG-73E7RPI3AB3A
3035,SG-749ARPI33E7C
2766,SG-74E2RPI39869
3865,SG-74E2RPI39869
2228,SG-7511RPI30BC5
2464,SG-758ARPI3B8A3
3978,SG-7614RPI3ED8C
2409,SG-762ARPI3222A
2779,SG-764FRPI20AF2
3837,SG-76A4RPI35380
2751,SG-76B1RPI34430
2631,SG-775BRPI335BE
2215,SG-7828RPI3BC7B
3769,SG-785ERPI360AE
2970,SG-786ARPI3F505
2221,SG-7A27RPI34AE0
2831,SG-7A74RPI30932
2785,SG-7AF2RPI39B73
2959,SG-7B1DRPI3A58C
3249,SG-7B99RPI30F32
3051,SG-7BA5RPI3B549
2936,SG-7BCERPI38689
3959,SG-7BCERPI38689
3737,SG-7C5CRPI38C3C
3542,SG-7C5RPI38C3C
3514,SG-7D05RPI3BFAE
3658,SG-7E09RPI3CD3D
3689,SG-7E09RPI3CD3D
3273,SG-7E34RPI3A1A2
3578,SG-7E34RPI3A1A2
3819,SG-7E62RPI3AA0A
2442,SG-7E78RPI38C79
3220,SG-7F33RPI3D1E6
2720,SG-7F39RPI3E0D9
2946,SG-7F39RPI3E0D9
2684,SG-8041RPI32EA7
3845,SG-805ERPI33B14
3177,SG-806ERPI34EBF
2676,SG-80A1RPI3E5A5
2770,SG-812DRPI3E034
3432,SG-8131RPI383ED
3856,SG-8137RPI37268
2325,SG-8144RPI3CE35
3518,SG-82A2RPI35281
3387,SG-82CBRPI3FFA5
3598,SG-82CBRPI3FFA5
2965,SG-8333RPI3CE4D
4004,SG-838CRPI36C13
3761,SG-838DRPI36C13
3088,SG-844ARPI35705
3879,SG-84AERPI36BD3
3552,SG-8518RPI36527
3553,SG-8518RPI36527
2865,SG-8527RPI3BFAA
2736,SG-8550RPI3768F
3158,SG-864FRPI3FD6B
2950,SG-8697RPI31A37
2938,SG-86C8RPI3C999
2606,SG-86F3RPI23EF6
2924,SG-872DRPI3F431
2923,SG-8752RPI36D3A
3321,SG-8757RPI3F21B
3659,SG-87C9RPI30EEA
3675,SG-87C9RPI30EEA
2475,SG-8832RPI3917B
3240,SG-8832RPI3917B
2876,SG-88E8RPI3C8E4
3848,SG-8980RPI3109A
3178,SG-89ACRPI35E41
2301,SG-8A3BRPI3B69F
3253,SG-8A4ARPI3B07C
3734,SG-8AC8RPI30C65
2752,SG-8B65RPI33897
3864,SG-8B65RPI33897
3103,SG-8B7ARPI367C7
3640,SG-8C0ERPI3E3FA
3691,SG-8C0ERPI3E3FA
3444,SG-8C48RPI39C51
3484,SG-8C48RPI39C51
3767,SG-8C49RPI38F48
3099,SG-8CF7RPI3DFD6
2758,SG-8D35RPI3F856
2323,SG-8D46RPI32E1B
3851,SG-8E2ARPI3BBA3
2632,SG-8E50RPI3FCD1
3414,SG-8E50RPI3FCD1
2630,SG-8FA5RPI3BB47
3766,SG-9006RPI3CE4D
3768,SG-9006RPI3CE4D
3875,SG-905CRPI3DEA0
3409,SG-9085RPI3AFC4
3433,SG-9085RPI3AFC4
2964,SG-9094RPI388B6
2695,SG-9198RPI35751
2441,SG-91E6RPI317D2
2502,SG-91EBRPI3E583
3868,SG-91EBRPI3E583
3853,SG-91FARPI347CF
3881,SG-932ERPI37889
3648,SG-935CRPI31629
2637,SG-9376RPI3B8A0
3446,SG-9376RPI3B8A0
3609,SG-9427RPI3DD92
3732,SG-9427RPI3DD92
2951,SG-94FARPI388EB
3239,SG-9571RPI35CBA
3828,SG-958BRPI3F5BB
3430,SG-964CRPI3CF17
2687,SG-96D1RPI36405
3655,SG-979BRPI315FE
3678,SG-979BRPI315FE
2480,SG-97E8RPI3352B
3818,SG-9861RPI398A0
2400,SG-9876RPI34A31
3047,SG-98D4RPI3B8B8
3859,SG-9941RPI30396
2963,SG-997ERPI33370
3091,SG-99B8RPI3EF52
2984,SG-99E7RPI38C38
3505,SG-9AC3RPI3CDAD
3670,SG-9AC3RPI3CDAD
2562,SG-9AF3RPI33983
2397,SG-9AFARPI2F695
3962,SG-9B25RPI3FE8C
2213,SG-9C23RPI3545E
3262,SG-9CB0RPI3E8E1
3483,SG-9CB2RPI3F24F
3843,SG-9CC7RPI31CF3
2762,SG-9D27RPI3F784
3245,SG-9D27RPI3F784
2947,SG-9D77RPI35BB8
3298,SG-9DECRPI380A7
3589,SG-9DECRPI380A7
2962,SG-9E19RPI301BD
3137,SG-9E22RPI3E03C
3407,SG-9E76RPI37554
3890,SG-9E7CRPI3D27D
3393,SG-9E7GRPI37554
2627,SG-9F89RPI31708
2764,SG-9F9ERPI38789
3745,SG-9FD4RPI3B593
3774,SG-9FFBRPI3B90E
3849,SG-A070RPI3A6EF
3860,SG-A0C1RPI329DF
3970,SG-A0CFRPI3F8E7
2634,SG-A1ECRPI3D576
3742,SG-A280RPI36862
3389,SG-A311RPI3106D
3403,SG-A311RPI3106D
3324,SG-A547RPI399AB
3447,SG-A54ARPI39415
2868,SG-A5F3RPI3928B
3513,SG-A600RPI3403C
3101,SG-A640RPI30A7E
2795,SG-A655RPI363B3
3597,SG-A65ARPI32EB7
