sensorID,serialNumber
3699,SG-A65ARPI32EB7
2459,SG-A6B4RPI369A2
3481,SG-A6B4RPI369A2
3726,SG-A6B8RPI388E1
3773,SG-A6B8RPI388E1
2992,SG-A7BARPI3D621
3205,SG-A81ARPI33773
3478,SG-A907RPI3790D
3303,SG-A930RPI39E64
3743,SG-A96FRPI3DE76
3760,SG-A98FRPI321DA
3048,SG-AA21RPI351AD
3185,SG-AAAARPI31234
2411,SG-AAB3RPI31F02
3216,SG-AAFFRPI33E39
3763,SG-AC08RPI33D9B
3486,SG-AC0FRPI3E99F
2289,SG-AC15RPI3C3A2
2293,SG-AC15RPI3C3A2
2626,SG-ACD6RPI3F452
3511,SG-AD34RPI34530
2697,SG-AD61RPI372A6
3176,SG-AD8FRPI32192
3376,SG-AD8FRPI32192
3054,SG-AE14RPI346CE
3055,SG-AE14RPI346CE
2466,SG-AE8DRPI3AFB0
3838,SG-AEB7RPI35E9F
2665,SG-AED4RPI38099
3966,SG-AF16RPI33803
2343,SG-AF50RPI35384
3485,SG-AFB5RPI33884
2693,SG-B100RPI3F05C
3396,SG-B17ERPI36118
3397,SG-B17ERPI36118
2489,SG-B1F7RPI30AAE
3211,SG-B220RPI35B55
3467,SG-B236RPI3D100
3175,SG-B2A0RPI391E2
2753,SG-B2ADRPI312D5
3639,SG-B338RPI3178C
3657,SG-B345RPI3DB54
3690,SG-B345RPI3DB54
3569,SG-B36ARPI3D2C1
3633,SG-B37ERPI33491
3634,SG-B37ERPI33491
2302,SG-B38BRPI30E03
3289,SG-B38BRPI30E03
2799,SG-B4B4RPI36D28
2383,SG-B541RPI27574
3536,SG-B576RPI37D70
3526,SG-B6E2RPI360EB
3445,SG-B6FDRPI3671D
3607,SG-B6FDRPI3671D
2214,SG-B74CRPI318F3
3585,SG-B7C2RPI3A53F
3612,SG-B7C2RPI3A53F
3139,SG-B843RPI32939
3644,SG-B8E7RPI3F831
3697,SG-B8E7RPI3F831
3502,SG-B962RPI3F06C
3538,SG-B962RPI3F06C
3969,SG-B99BRPI3EF02
3802,SG-BA68RPI39F56
2443,SG-BAEFRPI32D77
2399,SG-BB71RPI31CE1
3812,SG-BC18RPI33830
2913,SG-BC3FRPI35A70
3809,SG-BC3FRPI35A70
2892,SG-BCFARPI3CA0F
3710,SG-BD3BRPI3170E
3728,SG-BD3BRPI3170E
2408,SG-BE2ARPI37281
2866,SG-BE2BRPI313CB
3005,SG-BE41RPI30EA8
3855,SG-BEB3RPI3253D
3335,SG-BEDARPI3A78F
3434,SG-BEDARPI3A78F
3501,SG-BF37RPI39640
3671,SG-BF37RPI39640
2641,SG-BFBFRPI35A34
3190,SG-BFEBRPI34958
3759,SG-BFECRPI388C9
2689,SG-C004RPI35CAA
3424,SG-C05DRPI3B489
3565,SG-C08ERPI38376
3577,SG-C08ERPI38376
2465,SG-C09DRPI34B78
3850,SG-C100RPI3AD97
3765,SG-C121RPI34768
3772,SG-C121RPI34768
3042,SG-C17ERPI37491
3571,SG-C247RPI35A4D
3586,SG-C247RPI35A4D
2698,SG-C24BRPI336B7
3797,SG-C2CARPI351D9
3232,SG-C2D4RPI3E059
3408,SG-C2D4RPI3E059
3053,SG-C2FFRPI3052F
3783,SG-C384RPI3A139
3614,SG-C38DRPI33A28
3147,SG-C3B6RPI3DF4B
3630,SG-C3BDRPI33A28
3700,SG-C3BDRPI33A28
3191,SG-C440RPI3A81A
2486,SG-C448RPI34B91
3800,SG-C496RPI35371
2834,SG-C505RPI3B5CD
3140,SG-C5B9RPI3760E
3440,SG-C5B9RPI3760E
2410,SG-C5D8RPI39853
3521,SG-C621RPI3E17F
3041,SG-C65ERPI397BC
3405,SG-C67BRPI35661
3561,SG-C67BRPI35661
3113,SG-C6B8RPI367F8
3711,SG-C6B8RPI367F8
3187,SG-C757RPI3DF09
3094,SG-C765RPI30A8C
2633,SG-C7C6RPI3CB5E
2608,SG-C858RPI2F049
3295,SG-C8F2RPI39915
3591,SG-C8F2RPI39915
3418,SG-C927RPI32264
3580,SG-C927RPI32264
2219,SG-C97DRPI3B84D
3653,SG-C9CBRPI3A77F
3685,SG-C9CBRPI3A77F
3823,SG-C9E1RPI3D358
2218,SG-CA18RPI3032D
2694,SG-CA4CRPI353E7
3465,SG-CA83RPI36DAB
3637,SG-CAC8RPI3E5C9
3304,SG-CB57RPI36E6D
3532,SG-CB57RPI36E6D
2455,SG-CBB3RPI33B27
3390,SG-CBB8RPI318FE
3404,SG-CBB8RPI318FE
3168,SG-CC66RPI3E120
2148,SG-CCD3RPI30FD2
2624,SG-CCD5RPI3EBAE
2956,SG-CD31RPI354FD
2499,SG-CDB5RPI3C14C
2692,SG-CDBARPI32C04
2212,SG-CDC6RPI35494
2615,SG-CDDCRPI38A80
2342,SG-CE03RPI23C18
2886,SG-CE18RPI39271
3138,SG-CE1ERPI336B6
3341,SG-CEB1RPI3C0D0
2982,SG-CFAFRPI34BE5
2835,SG-CFD2RPI3F146
3412,SG-D061RPI35538
3477,SG-D061RPI35538
3753,SG-D06DRPI33E89
3754,SG-D06DRPI33E89
3795,SG-D0EERPI3DB86
3787,SG-D134RPI37BD6
3156,SG-D224RPI35050
2754,SG-D276RPI3D040
3866,SG-D276RPI3D040
3777,SG-D2D4RPI32C60
3778,SG-D2D4RPI32C60
3244,SG-D32CRPI38FD4
3260,SG-D32CRPI38FD4
3052,SG-D35FRPI3A080
3029,SG-D414RPI33D62
3206,SG-D453RPI3AF9A
3209,SG-D4F9RPI39CEA
2733,SG-D51FRPI3C84B
3784,SG-D5A2RPI3F1D9
2338,SG-D7D1RPI33164
3488,SG-D85CRPI32DD3
3638,SG-D880RPI3D122
4008,SG-D89ARPI3F0A4
3293,SG-D8D5RPI3CF17
3584,SG-D8D5RPI3CF17
2340,SG-D939RPI31F4E
3964,SG-D955RPI3D600
3663,SG-D969RPI3C819
3687,SG-D969RPI3C819
3092,SG-D9BARPI3E6F5
3081,SG-D9F5RPI3955E
3130,SG-DA8ARPI33476
3871,SG-DBC4RPI312EF
2686,SG-DC2BRPI3E5CE
3258,SG-DC75RPI3096F
3212,SG-DCA3RPI337BF
3647,SG-DCB9RPI3F3FC
3694,SG-DCB9RPI3F3FC
3661,SG-DD3ARPI3B9E8
3686,SG-DD3ARPI3B9E8
3311,SG-DD7DRPI3F777
2912,SG-DEC0RPI3C8F7
3299,SG-DF91RPI37308
3592,SG-DF91RPI37308
3785,SG-E055RPI3B3BA
3872,SG-E07FRPI33B9F
3069,SG-E093RPI3522B
3703,SG-E093RPI3522B
2300,SG-E0C5RPI36E36
3878,SG-E124RPI3EB54
2346,SG-E195RPI30020
3956,SG-E19FRPI373F4
3839,SG-E244RPI3C099
2297,SG-E290RPI34AAE
3826,SG-E2A5RPI31FCB
3487,SG-E323RPI31838
3207,SG-E343RPI30AF6
3068,SG-E369RPI36073
3007,SG-E36DRPI33A30
2649,SG-E37ARPI39041
3786,SG-E4BBRPI35CD0
2993,SG-E514RPI3721E
2746,SG-E522RPI3C0D7
3214,SG-E55BRPI3D04C
3421,SG-E55BRPI3D04C
2961,SG-E55BRPI3E49B
2718,SG-E561RPI3DE10
3336,SG-E561RPI3DE10
3146,SG-E5B7RPI30AB4
2793,SG-E6B3RPI3E08E
2324,SG-E710RPI3F9BF
3857,SG-E792RPI3DDF8
3882,SG-E818RPI3A6F6
3718,SG-E83ERPI33767
3719,SG-E83ERPI33767
3305,SG-E8F8RPI33ACB
3438,SG-E8F8RPI33ACB
3832,SG-E94BRPI3C4C5
3779,SG-E986RPI36B86
2642,SG-E9FBRPI3BA36
3791,SG-EA17RPI36B88
3151,SG-EA2ERPI3F493
3309,SG-EA2ERPI3F49E
2635,SG-EA65RPI3C54E
3415,SG-EA65RPI3C54E
2935,SG-EAF2RPI33487
3442,SG-EB41RPI3A533
3443,SG-EB41RPI3A533
2864,SG-EB8CRPI3CDE5
2675,SG-EB8CRPI3E5A5
2937,SG-EBE8RPI39208
3326,SG-EBE8RPI39208
3876,SG-EC21RPI3BD57
3885,SG-EC46RPI3EA8A
3963,SG-EC90RPI3CF42
3649,SG-EDD3RPI34A0E
3676,SG-EDD3RPI34A0E
2640,SG-EDDARPI38599
3079,SG-EDDARPI38599
2628,SG-EE70RPI30F38
3141,SG-EEC0RPI38FE7
3441,SG-EEC0RPI38FE7
3645,SG-EEF9RPI35D68
3677,SG-EEF9RPI35D68
3297,SG-EF14RPI3DFF6
3590,SG-EF14RPI3DFF6
2305,SG-EF69RPI398E2
3664,SG-EF79RPI344DE
3680,SG-EF79RPI344DE
3400,SG-F019RPI3DA10
3317,SG-F042RPI3F23D
2177,SG-F072RPI36609
3504,SG-F078RPI3FBF3
3539,SG-F078RPI3FBF3
3747,SG-F140RPI36643
3296,SG-F14ARPI31E82
3608,SG-F14ARPI31E82
3652,SG-F1CDRPI3F539
3668,SG-F1CDRPI3F539
3508,SG-F1FFRPI3CCD3
3537,SG-F1FFRPI3CCD3
3401,SG-F262RPI358F3
3425,SG-F262RPI358F3
3093,SG-F27BRPI3A78A
2133,SG-F28CRPI33503
2768,SG-F324RPI3AA5B
3816,SG-F34ARPI30AD8
2135,SG-F37DRPI38476
2975,SG-F3DDRPI2AA6F
3662,SG-F400RPI31213
3684,SG-F400RPI31213
3451,SG-F43CRPI363B4
3470,SG-F43CRPI363B4
3142,SG-F4B4RPI34EC5
3650,SG-F55BRPI337F2
3679,SG-F55BRPI337F2
3801,SG-F59ARPI36954
3292,SG-F5A9RPI308C6
3582,SG-F5A9RPI308C6
3503,SG-F5F0RPI37295
3540,SG-F5F0RPI37295
2460,SG-F62FRPI3602F
2616,SG-F63DRPI39521
2332,SG-F642RPI3D852
2380,SG-F68ERPI3C79B
3040,SG-F6F9RPI3E203
2313,SG-F783RPI36B63
3861,SG-F790RPI3E8DD
4003,SG-F7A4RPI32782
3089,SG-F920RPI3DD9F
3466,SG-F930RPI3D4A0
3551,SG-F930RPI3D4A0
2803,SG-F964RPI3EF7C
3246,SG-F9A3RPI3504F
2929,SG-FA87RPI3C5D6
4024,SG-FAKEBBBKFAKD
4021,SG-FAKEBBBKFAKE
4022,SG-FAKEBBBKFAKF
4023,SG-FAKEBBBKFAKG
2481,SG-FB19RPI37267
3842,SG-FB1FRPI31397
3618,SG-FC0FRPI35610
3724,SG-FC39RPI398F9
3738,SG-FC39RPI398F9
2639,SG-FC74RPI3EE3D
3330,SG-FCFFRPI3CA7F
3439,SG-FCFFRPI3CA7F
3815,SG-FD45RPI37237
2227,SG-FD5BRPI3E2E9
3716,SG-FD9FRPI35E4E
3741,SG-FDE5RPI3BC57
3562,SG-FDE6RPI333BF
3646,SG-FDE9RPI3934E
3682,SG-FDE9RPI3934E
3803,SG-FE87RPI374D0
3654,SG-FE94RPI3ED67
3692,SG-FE94RPI3ED67
3455,SG-FEBBRPI3AFBA
3471,SG-FEBBRPI3AFBA
2407,SG-FEE9RPI3FCC3
2461,SG-FF98RPI31FF8
2747,SG-FFCDRPI3FCDE
3350,SG-FFDERPI34246
3406,SG-FFDERPI34246
3217,SG-FFFFRPI3266E
3364,SG-NOR_RPI3B_01
3365,SG-NOR_RPI3B_02
3366,SG-NOR_RPI3B_03
3367,SG-NOR_RPI3B_04
3368,SG-NOR_RPI3B_05
3369,SG-NOR_RPI3B_06
3370,SG-NOR_RPI3B_07
3371,SG-NOR_RPI3B_08
3372,SG-NOR_RPI3B_09
3373,SG-NOR_RPI3B_10
3374,SG-NOR_RPI3B_11
3375,SG-NOR_RPI3B_12
476,TEMP16
2426,TEST2
