deploymentID,port,frequency,type,true_bearing,height,angle
4005,1,166.38,yagi-9,17.9765,NULL,NULL
4005,2,166.38,yagi-9,237.9765,NULL,NULL
4006,1,166.38,yagi-9,183.3883,NULL,NULL
4006,2,166.38,yagi-9,288.3883,NULL,NULL
4007,1,166.38,yagi-9,23.23147,NULL,NULL
4007,2,166.38,yagi-9,263.2315,NULL,NULL
4008,1,166.38,yagi-9,28.56536,NULL,NULL
4008,2,166.38,yagi-9,239.5654,NULL,NULL
4009,1,166.38,yagi-9,332.7634,NULL,NULL
4009,2,166.38,yagi-9,102.7634,NULL,NULL
4010,1,166.38,yagi-9,72.21284,NULL,NULL
4010,2,166.38,yagi-9,237.2128,NULL,NULL
4011,1,166.38,yagi-9,237.7941,NULL,NULL
4011,2,166.38,yagi-9,52.79409,NULL,NULL
4012,1,166.38,yagi-9,17.72066,NULL,NULL
4012,2,166.38,yagi-9,218.7207,NULL,NULL
4013,1,166.38,yagi-9,28.29591,NULL,NULL
4013,2,166.38,yagi-9,266.2959,NULL,NULL
4014,1,166.38,yagi-9,29.86779,NULL,NULL
4014,2,166.38,yagi-9,209.8678,NULL,NULL
4015,1,166.38,yagi-9,29.54658,NULL,NULL
4015,2,166.38,yagi-9,209.5466,NULL,NULL
4016,1,166.38,yagi-9,269.9447,7,NULL
4016,3,166.38,yagi-9,313.9447,7,NULL
4016,5,166.38,yagi-9,359.9447,7,NULL
4017,1,166.38,yagi-5,NULL,3,0
4017,2,166.38,yagi-5,NULL,4.3,0
4017,3,166.38,yagi-5,NULL,3.7,0
4018,1,166.38,yagi-9-laird,279.7098,NULL,NULL
4018,2,166.38,yagi-9-laird,359.7098,NULL,NULL
4018,3,166.38,yagi-9-laird,223.7098,NULL,NULL
4019,1,166.38,yagi-9,80.06568,10,NULL
4019,2,166.38,yagi-9,220.0657,9.5,NULL
4019,3,166.38,yagi-9,295.0657,9,NULL
4020,1,166.38,yagi-9,159.9961,15,NULL
4020,2,166.38,yagi-9,274.9961,10,NULL
4020,3,166.38,yagi-9,44.99611,9.5,NULL
4021,1,166.38,yagi-9-laird,200.3775,NULL,NULL
4021,2,166.38,yagi-9-laird,290.3775,NULL,NULL
4021,3,166.38,yagi-9-laird,110.3775,NULL,NULL
4022,1,166.38,yagi-9-laird,20.69761,NULL,NULL
4022,2,166.38,yagi-9-laird,245.6976,NULL,NULL
4022,3,166.38,yagi-9-laird,90.6976,NULL,NULL
4023,1,166.38,yagi-9-laird,NULL,NULL,NULL
4023,3,166.38,yagi-9-laird,NULL,NULL,NULL
4024,1,166.38,yagi-9-laird,NULL,NULL,NULL
4024,2,166.38,yagi-9-laird,NULL,NULL,NULL
4024,3,166.38,yagi-9-laird,NULL,NULL,NULL
4025,2,166.38,yagi-4,101.1921,8,2
4027,3,166.38,yagi-9,287.9207,4.5,NULL
4027,5,166.38,custom-9,215.9206,5,NULL
4027,7,166.38,custom-9,139.9206,5.5,NULL
4029,1,166.38,yagi-9,70.06065,6.1,NULL
4029,2,166.38,yagi-9,160.0607,6.1,NULL
4029,3,166.38,yagi-9,115.0606,6.1,NULL
3770,5,166.38,yagi-9,84.25062,5.3,NULL
4030,1,166.38,yagi-9,264.2239,6,NULL
4030,5,166.38,yagi-9,84.22386,5.3,NULL
4031,1,166.38,yagi-9,311.9395,7.2,0
4031,3,166.38,yagi-5,51.93954,8.2,0
4031,5,166.38,yagi-9,96.93954,7.2,0
4032,1,166.38,yagi-9-laird,352.1386,6,NULL
4032,2,166.38,yagi-9-laird,52.1386,5.8,NULL
4032,3,166.38,yagi-9-laird,127.1386,5.6,NULL
4034,2,166.38,yagi-9-laird,51.78722,5.8,NULL
4034,3,166.38,yagi-9-laird,211.7872,5.6,NULL
4034,1,166.38,yagi-9-laird,331.7872,6,NULL
4035,1,166.38,yagi-9-laird,260.3269,6,NULL
4035,3,166.38,yagi-9-laird,70.32692,5.6,NULL
4035,2,166.38,yagi-9-laird,170.3269,5.8,NULL
4036,1,166.38,yagi-9-laird,49.94245,6,NULL
4036,2,166.38,yagi-9-laird,259.9424,5.8,NULL
4037,1,166.38,yagi-9-laird,350.3767,6,NULL
4037,3,166.38,yagi-9-laird,130.3767,5.6,NULL
4037,2,166.38,yagi-9-laird,170.3767,5.8,NULL
4038,2,166.38,yagi-9-laird,215.2787,5.8,NULL
4038,3,166.38,yagi-9-laird,80.27876,5.6,NULL
4038,1,166.38,yagi-9-laird,310.2787,6,NULL
4039,1,166.38,yagi-9-laird,39.74719,8,NULL
4039,2,166.38,yagi-9-laird,229.7472,7.8,NULL
4039,3,166.38,yagi-9-laird,159.7472,7.6,NULL
4040,2,166.38,yagi-9-laird,251.4813,5.8,NULL
4040,3,166.38,yagi-9-laird,146.4813,5.6,NULL
4040,1,166.38,yagi-9-laird,11.4813,6,NULL
4041,2,166.38,yagi-9-laird,271.7336,5.8,NULL
4041,3,166.38,yagi-9-laird,111.7336,5.6,NULL
4041,1,166.38,yagi-9-laird,351.7336,6,NULL
4042,2,166.38,yagi-9-laird,267.0203,5.8,NULL
4042,3,166.38,yagi-9-laird,82.02029,5.6,NULL
4042,1,166.38,yagi-9-laird,177.0203,6,NULL
4043,1,166.38,yagi-9-laird,70.10555,8,NULL
4043,2,166.38,yagi-9-laird,265.1056,7.8,NULL
4043,3,166.38,yagi-9-laird,170.1055,7.6,NULL
4044,2,166.38,yagi-9-laird,227.5137,5.8,NULL
4044,3,166.38,yagi-9-laird,132.5137,5.6,NULL
4044,1,166.38,yagi-9-laird,67.51375,6,NULL
4045,1,166.38,yagi-9-laird,168.0085,6,NULL
4045,2,166.38,yagi-9-laird,278.0085,5.8,NULL
4045,3,166.38,yagi-9-laird,83.00854,5.6,NULL
4046,2,166.38,yagi-9-laird,252.7459,5.8,NULL
4046,3,166.38,yagi-9-laird,317.7459,5.6,NULL
4046,1,166.38,yagi-9-laird,22.74588,6,NULL
3463,0,166.38,yagi-9,240.415,3,NULL
3634,0,166.38,omni-whip,NULL,2,NULL
3711,0,NULL,omni-whip,NULL,5,NULL
3615,0,166.38,omni-whip,NULL,NULL,NULL
3614,0,166.38,omni-whip,NULL,3,NULL
4047,1,166.38,yagi-9,NULL,7.3,0
4047,2,166.38,yagi-9,NULL,6.9,0
4047,3,166.38,yagi-9,NULL,6.4,0
4047,4,166.38,yagi-9,NULL,3.5,0
4048,1,166.38,yagi-9,27.573,6,NULL
4048,2,166.38,yagi-9,299.573,5.8,NULL
4048,3,166.38,omni-whip,NULL,6.2,NULL
4049,1,166.38,yagi-9,147.514,6,NULL
4049,2,166.38,yagi-9,347.5139,5.8,NULL
4049,3,166.38,yagi-9,277.5139,5.6,NULL
4049,4,166.38,omni-whip,NULL,6.2,NULL
4050,1,166.38,custom,7.494581,6,NULL
4050,2,166.38,custom,97.49458,5.8,NULL
4050,3,166.38,custom,157.4946,5.6,NULL
4050,4,166.38,omni-whip,NULL,6.2,NULL
4051,1,166.38,yagi-9,152.4824,6,NULL
4051,2,166.38,yagi-9,357.4825,5.8,NULL
4051,3,166.38,yagi-9,77.48244,5.6,NULL
4051,4,166.38,omni-whip,NULL,6.2,NULL
4052,1,166.38,yagi-9,2.316612,6,NULL
4052,2,166.38,yagi-9,257.3166,5.8,NULL
4052,3,166.38,yagi-9,77.31661,5.6,NULL
4052,4,166.38,omni-whip,NULL,6.2,NULL
4053,1,166.38,yagi-9,311.9581,5,NULL
4053,2,166.38,yagi-9,206.9581,4.8,NULL
4054,1,166.38,yagi-9-laird,82.39977,6,NULL
4054,2,166.38,yagi-9-laird,252.3998,5.8,NULL
4055,1,166.38,yagi-9-laird,17.15341,6,NULL
4055,2,166.38,yagi-9-laird,167.1534,5.8,NULL
4055,3,166.38,yagi-9-laird,242.1534,5.6,NULL
4056,1,166.38,yagi-9-laird,93.12745,5,NULL
4056,2,166.38,yagi-9-laird,273.1274,4.8,NULL
4056,3,166.38,yagi-9-laird,163.1275,4.6,NULL
3445,1,166.38,yagi-9,NULL,NULL,NULL
3445,2,166.38,yagi-9,NULL,NULL,NULL
3445,3,166.38,yagi-9,NULL,NULL,NULL
3061,1,166.38,yagi-9,NULL,NULL,NULL
3061,2,166.38,yagi-9,NULL,NULL,NULL
3061,3,166.38,yagi-9,NULL,NULL,NULL
3065,1,166.38,yagi-9,165.9882,NULL,NULL
3065,2,166.38,yagi-9,255.9882,NULL,NULL
3065,3,166.38,yagi-9,5.988215,NULL,NULL
3063,1,166.38,yagi-9,85.51506,NULL,NULL
3063,2,166.38,yagi-9,10.51506,NULL,NULL
3063,3,166.38,yagi-9,35.51506,NULL,NULL
3114,1,166.38,yagi-9,345.9838,NULL,NULL
3114,2,166.38,yagi-9,225.9838,NULL,NULL
3114,3,166.38,yagi-9,135.9838,NULL,NULL
3230,1,166.38,yagi-9,NULL,NULL,NULL
3230,2,166.38,yagi-9,NULL,NULL,NULL
3230,3,166.38,yagi-9,NULL,NULL,NULL
3940,3,150.10,yagi-6,248.5378,12,NULL
4057,1,150.10,yagi-6,343.908,NULL,0
4057,2,150.10,yagi-6,180.908,NULL,0
4057,3,150.10,yagi-6,74.90798,NULL,0
4058,1,166.38,yagi-9-laird,314.4283,NULL,NULL
4058,2,166.38,yagi-9-laird,179.4283,NULL,NULL
4058,3,166.38,yagi-9-laird,49.42829,NULL,NULL
4070,1,166.38,yagi-9-laird,79.36021,NULL,NULL
4070,2,166.38,yagi-9-laird,269.3602,NULL,NULL
4070,3,166.38,yagi-9-laird,129.3602,NULL,NULL
4081,1,166.38,yagi-9-laird,260.9825,21.5,NULL
4081,2,166.38,yagi-9-laird,80.98254,20.5,NULL
4083,1,166.38,yagi-5,238.2151,8.5,0
4083,2,166.38,yagi-5,1.215135,8.8,0
4083,3,166.38,yagi-5,124.2151,8.2,0
4084,1,166.38,yagi-5,15.16201,3.5,0
4084,2,166.38,yagi-5,102.162,3,0
4085,1,166.38,yagi-9-laird,NULL,NULL,NULL
4085,2,166.38,yagi-9-laird,NULL,NULL,NULL
4085,3,166.38,yagi-9-laird,NULL,NULL,NULL
4086,1,166.38,yagi-6,NULL,NULL,0
4087,1,166.38,yagi-6,NULL,NULL,0
4088,1,166.38,yagi-6,NULL,NULL,0
4089,1,166.38,custom-9,24.00742,7,0
4089,3,166.38,custom-9,84.00742,7.4,0
4089,5,166.38,custom-9,270.0074,7.4,0
4089,2,166.38,custom-9,128.0074,7.8,0
4078,1,166.38,yagi-9,129.1236,6.1,0
4078,2,166.38,yagi-9,17.12362,5.6,0
4078,3,166.38,yagi-9,249.1236,5.1,0
4090,1,166.38,yagi-6,NULL,NULL,315
4091,1,166.38,yagi-6,NULL,NULL,0
4092,1,166.38,yagi-6,NULL,NULL,0
4093,1,166.38,custom,345.9047,NULL,NULL
4093,2,166.38,custom,324.9047,NULL,NULL
4093,3,166.38,custom,275.9047,NULL,NULL
4094,1,166.38,custom,115.9055,NULL,NULL
4094,2,166.38,custom,285.9055,NULL,NULL
4094,3,166.38,custom,15.90553,NULL,NULL
4095,3,166.38,yagi-9,NULL,2.5,NULL
4095,5,166.38,yagi-9,NULL,NULL,NULL
4095,1,166.38,yagi-9,NULL,NULL,NULL
4097,1,166.38,yagi-9,260.6598,11.6,NULL
4097,2,166.38,yagi-9,110.6598,11.9,NULL
4097,3,166.38,yagi-9,80.65978,12.2,NULL
4098,1,166.38,yagi-9,61.95991,6,NULL
4099,1,166.38,yagi-9,121.9895,6,NULL
4100,1,166.38,yagi-9,111.8803,NULL,NULL
4100,2,166.38,yagi-9,16.88029,NULL,NULL
4101,1,166.38,yagi-9,121.6597,6,NULL
4101,2,166.38,yagi-9,261.6597,5.8,NULL
4102,1,166.38,yagi-9,61.79472,4.6,NULL
4102,2,166.38,yagi-9,231.7947,4.4,NULL
4102,3,166.38,yagi-9,91.79472,4.2,NULL
4103,1,166.38,yagi-9,21.75553,6,NULL
4103,3,166.38,yagi-9,71.75552,5.8,NULL
4103,4,166.38,yagi-9,151.7555,5.6,NULL
4104,1,166.38,yagi-9,77.02851,4,NULL
4104,2,166.38,yagi-9,212.0285,3.8,NULL
4106,1,166.38,yagi-9,NULL,9.1,0
4106,2,166.38,yagi-9,NULL,8.7,0
4106,3,166.38,yagi-9,NULL,8.2,0
4106,4,166.38,yagi-9,NULL,7.8,0
4107,1,166.38,yagi-9,97.32034,9.1,0
4107,2,166.38,yagi-9,331.3203,8.4,0
4107,3,166.38,yagi-9,225.3203,7.5,0
4108,1,166.38,yagi-9,104.7825,8.5,0
4108,2,166.38,yagi-9,10.78253,8.1,0
4108,3,166.38,yagi-9,285.7825,7.6,0
4109,1,166.38,yagi-9,350.9381,8.2,0
4109,2,166.38,yagi-9,170.9381,7.8,0
4109,3,166.38,yagi-9,90.9381,7.3,0
4109,4,166.38,yagi-9,270.9381,6.9,0
4110,1,166.38,yagi-9,260.6595,11.6,NULL
4110,2,166.38,yagi-9,110.6595,11.9,NULL
4110,3,166.38,yagi-9,80.65953,12.2,NULL
4117,1,150.10,yagi-6,101.8672,NULL,NULL
4117,2,150.10,yagi-6,271.8672,NULL,NULL
4117,3,150.10,yagi-6,6.867236,NULL,NULL
4118,1,166.38,yagi-3,211.468,NULL,0
4118,2,166.38,yagi-3,11.468,NULL,0
4118,3,166.38,yagi-3,107.468,NULL,0
4118,4,166.38,yagi-3,277.468,NULL,0
4118,7,166.38,omni-whip,NULL,NULL,NULL
4119,1,166.38,yagi-9-maple,113.4793,NULL,0
4119,2,166.38,yagi-9-maple,73.47933,NULL,0
4119,3,166.38,yagi-9-maple,223.4793,NULL,0
4119,7,166.38,omni-whip,NULL,NULL,NULL
4120,1,166.38,yagi-3,78.47261,NULL,NULL
4120,2,166.38,yagi-3,258.4726,NULL,NULL
4120,3,166.38,yagi-3,358.4726,NULL,NULL
4120,4,166.38,yagi-3,178.4726,NULL,NULL
4120,7,166.38,omni-whip,NULL,NULL,NULL
4111,1,166.38,custom,71.99828,NULL,NULL
4111,2,166.38,custom,116.9983,NULL,NULL
4121,1,166.38,yagi-9-laird,272.2463,4.5,NULL
4122,1,166.38,yagi-9-laird,352.2095,6,NULL
4122,2,166.38,yagi-9-laird,82.20954,5.8,NULL
4122,3,166.38,yagi-9-laird,122.2095,5.6,NULL
4123,1,166.38,yagi-9-laird,97.84051,7,NULL
4123,2,166.38,yagi-9-laird,47.84051,6.5,NULL
4123,3,166.38,yagi-9-laird,167.8405,6,NULL
4124,1,166.38,omni-whip,NULL,NULL,NULL
4125,1,166.38,yagi-9-laird,NULL,10,0
4125,2,166.38,yagi-9-laird,NULL,10,0
4125,3,166.38,yagi-9-laird,NULL,10,NULL
4126,1,166.38,yagi-9-laird,351.0115,6,NULL
4126,2,166.38,yagi-9-laird,236.0115,5.8,NULL
4126,3,166.38,yagi-9-laird,91.01154,5.6,NULL
4127,1,166.38,omni-whip,NULL,NULL,NULL
4129,1,150.10,yagi-6,91.92194,NULL,0
4129,2,150.10,yagi-6,0.9219334,NULL,0
4129,3,150.10,yagi-6,45.92193,NULL,0
4130,1,150.10,yagi-6,359.0805,7,0
4130,2,150.10,yagi-6,295.0805,6,0
4130,3,150.10,yagi-6,239.0805,5,0
4131,1,166.38,yagi-5,359.157,3.8,0
4131,2,166.38,yagi-5,91.15704,2.8,0
4132,1,166.38,yagi-5,358.197,5.7,NULL
4132,2,166.38,yagi-5,261.197,4.9,NULL
4132,3,166.38,yagi-5,89.19701,4.2,NULL
4133,1,166.38,yagi-5,NULL,8.5,0
4133,2,166.38,yagi-5,NULL,8.8,0
4133,3,166.38,yagi-5,NULL,8.2,0
4135,1,166.38,yagi-9-laird,259.9332,NULL,NULL
4135,2,166.38,yagi-9-laird,79.93317,NULL,NULL
4136,1,166.38,yagi-9-laird,334.8715,NULL,NULL
4136,2,166.38,yagi-9-laird,194.8715,NULL,NULL
4136,3,166.38,yagi-9-laird,89.87147,NULL,NULL
4137,1,166.38,yagi-9-laird,140.2568,NULL,NULL
4137,2,166.38,yagi-9-laird,55.25678,NULL,NULL
4137,3,166.38,yagi-9-laird,340.2568,NULL,NULL
4138,1,166.38,yagi-9-laird,80.69497,NULL,NULL
4138,2,166.38,yagi-9-laird,260.695,NULL,NULL
4138,3,166.38,yagi-9-laird,170.695,NULL,NULL
4139,1,166.38,yagi-9-laird,NULL,NULL,NULL
4139,2,166.38,yagi-9-laird,NULL,NULL,NULL
4140,1,166.38,none,310.6005,NULL,NULL
4140,2,166.38,none,130.6004,NULL,NULL
4141,3,166.38,yagi-9-laird,NULL,NULL,0
4141,5,166.38,yagi-9-laird,NULL,NULL,0
4141,7,166.38,yagi-9-laird,NULL,NULL,0
4144,3,166.38,yagi-9-laird,NULL,NULL,0
4144,5,166.38,yagi-9-laird,NULL,NULL,0
4144,7,166.38,yagi-9-laird,NULL,NULL,0
4144,1,166.38,omni-whip,NULL,NULL,NULL
4149,1,166.38,yagi-9-laird,170.5112,6.2,NULL
4149,2,166.38,yagi-9-laird,282.5112,6.1,NULL
4149,3,166.38,yagi-9-laird,84.51121,6,NULL
4150,1,166.38,yagi-9-laird,60.26086,NULL,NULL
4150,2,166.38,yagi-9-laird,215.2609,NULL,NULL
4151,4,166.38,custom-9,231.6188,7.9,0
4151,5,166.38,custom-9,51.61881,7.9,0
4151,6,166.38,custom-9,314.6188,7.9,0
4152,1,166.38,omni-whip,NULL,NULL,NULL
4152,3,166.38,yagi-9-laird,NULL,NULL,NULL
4152,5,166.38,yagi-9-laird,NULL,NULL,NULL
4152,7,166.38,yagi-9-laird,NULL,NULL,NULL
4153,1,150.10,yagi-6,10.70972,NULL,0
4153,2,150.10,yagi-6,81.70972,NULL,0
4153,3,150.10,yagi-6,287.7097,NULL,0
4154,1,166.38,yagi-9-laird,271.4122,8.8,0
4154,2,166.38,yagi-9-laird,91.41217,8.5,0
4154,3,166.38,yagi-9-laird,356.4122,8.2,0
4134,1,166.38,yagi-8,166.6121,9.1,NULL
4134,2,166.38,custom-6,238.6121,7.6,NULL
4134,3,166.38,custom-6,51.61208,6.1,NULL
4156,3,166.38,yagi-9,255,8,0
4156,5,166.38,yagi-9,0,7.5,0
4156,7,166.38,yagi-9,195,7,0
4157,1,166.38,yagi-9-laird,0.03422788,5.5,NULL
4157,2,166.38,yagi-9-laird,91.03423,4.8,NULL
4158,1,166.38,yagi-9-laird,352.1383,6,NULL
4158,2,166.38,yagi-9-laird,142.1383,5.8,NULL
4160,1,166.38,yagi-9-laird,179.535,211.5,90
4160,2,166.38,yagi-9-laird,239.535,211.2,90
4160,3,166.38,yagi-9-laird,279.535,210.9,26
4161,1,166.38,yagi-9-laird,292.0028,8.8,90
4161,2,166.38,yagi-9-laird,82.00282,8.5,90
4161,3,166.38,yagi-9-laird,12.00283,8.2,90
4162,1,166.38,yagi-9-laird,33.17894,4.5,NULL
4162,2,166.38,yagi-9-laird,178.1789,4.3,NULL
4162,3,166.38,yagi-9-laird,273.1789,4.1,NULL
4163,1,166.38,yagi-9-laird,57.52089,4.5,NULL
4163,2,166.38,yagi-9-laird,252.5209,4.3,NULL
4163,3,166.38,yagi-9-laird,162.5209,4.1,NULL
4164,1,166.38,yagi-9-laird,62.69074,6,NULL
4164,2,166.38,yagi-9-laird,242.6907,5.8,NULL
4164,3,166.38,yagi-9-laird,152.6907,5.6,NULL
4165,1,166.38,yagi-9-laird,237.8853,6,NULL
4165,2,166.38,yagi-9-laird,62.88533,5.8,NULL
4165,3,166.38,yagi-9-laird,142.8853,5.6,NULL
4166,1,166.38,yagi-9-laird,53.01828,5,NULL
4166,2,166.38,yagi-9-laird,293.0183,4.8,NULL
4166,3,166.38,yagi-9-laird,163.0183,4.6,NULL
4167,1,166.38,yagi-9-laird,72.26875,10,NULL
4167,2,166.38,yagi-9-laird,252.2688,9,NULL
4168,1,166.38,yagi-9-laird,72.47385,6,NULL
4168,2,166.38,yagi-9-laird,252.4739,5.8,NULL
4168,3,166.38,yagi-9-laird,342.4738,5.6,NULL
4169,1,166.38,yagi-9-laird,72.49641,6,NULL
4169,2,166.38,yagi-9-laird,252.4964,5.8,NULL
4170,1,166.38,yagi-9-laird,72.55373,6,NULL
4170,2,166.38,yagi-9-laird,252.5537,5.8,NULL
4170,3,166.38,yagi-9-laird,342.5537,5.6,NULL
4171,1,166.38,yagi-9-laird,62.53479,6,NULL
4171,2,166.38,yagi-9-laird,222.5348,5.8,NULL
4171,3,166.38,yagi-9-laird,312.5348,5.6,NULL
4172,1,166.38,yagi-9-laird,62.54077,6,NULL
4173,1,166.38,yagi-9-laird,42.43476,3.6,NULL
4173,2,166.38,yagi-9-laird,242.4348,3.4,NULL
4173,3,166.38,yagi-9-laird,352.4348,3.2,NULL
4174,1,166.38,yagi-5,209.3608,8.5,0
4174,2,166.38,yagi-5,108.3608,8.2,0
4174,3,166.38,yagi-5,328.3608,8.8,0
4175,2,166.38,yagi-9,164.2748,25,NULL
4175,3,166.38,yagi-9,224.2748,25,NULL
4175,4,166.38,yagi-9,128.2748,25,NULL
4177,1,166.38,yagi-9-laird,84.54678,212.3,90
4177,2,166.38,yagi-9-laird,134.5468,212.6,90
4177,3,166.38,yagi-9-laird,174.5468,212.9,90
4178,1,166.38,yagi-9-laird,191.6414,9,NULL
4178,2,166.38,yagi-9-laird,225.6414,6.5,NULL
4178,3,166.38,yagi-9-laird,9.641365,6,NULL
4189,1,166.38,yagi-9,213.9229,NULL,0
4189,2,166.38,yagi-9,9.922853,NULL,0
4189,3,166.38,yagi-9,287.9229,NULL,0
4189,4,166.38,custom,NULL,NULL,NULL
4189,4,166.38,custom,NULL,NULL,NULL
4190,1,166.38,yagi-9-laird,225.8097,NULL,0
4190,2,166.38,yagi-9-laird,14.80973,NULL,0
4190,3,166.38,yagi-9-laird,284.8097,NULL,0
4191,1,166.38,yagi-9,23.97922,NULL,0
4191,2,166.38,yagi-9,208.9792,NULL,0
4191,3,166.38,yagi-9,288.9792,NULL,0
4194,1,166.38,yagi-9-laird,NULL,25,NULL
4194,2,166.38,yagi-9-laird,NULL,25,NULL
4194,3,166.38,yagi-9-laird,NULL,25,NULL
4195,1,166.38,yagi-9-laird,23.23882,10.7,NULL
4195,3,166.38,yagi-9-laird,293.2388,10.2,NULL
4195,5,166.38,yagi-9-laird,203.2388,9.7,NULL
4196,1,166.38,yagi-9-laird,257.9879,4.5,NULL
4196,3,166.38,yagi-9-laird,167.9879,5,NULL
4196,5,166.38,yagi-9-laird,77.98794,5.5,NULL
4196,7,166.38,yagi-9-laird,347.9879,6,NULL
4199,1,166.38,yagi-9-laird,260.5814,24.384,NULL
4199,2,166.38,yagi-9-laird,125.5814,24.384,NULL
4199,3,166.38,yagi-9-laird,105.5814,24.384,NULL
4200,1,166.38,yagi-9-laird,348.1547,9,NULL
4200,2,166.38,yagi-9-laird,78.15466,9.5,NULL
4200,3,166.38,yagi-9-laird,168.1546,10,NULL
4200,4,166.38,yagi-9-laird,258.1547,10.5,NULL
4201,1,166.38,yagi-9-laird,260.5509,30.48,NULL
4201,2,166.38,yagi-9-laird,80.55092,30.48,NULL
4201,3,166.38,yagi-9-laird,125.5509,30.48,NULL
4202,1,166.38,yagi-9-laird,260.8435,18.288,NULL
4202,2,166.38,yagi-9-laird,80.84354,18.288,NULL
4202,3,166.38,yagi-9-laird,125.8435,18.288,NULL
4203,1,150.10,yagi-6,58.01405,NULL,0
4203,2,150.10,yagi-6,14.01405,NULL,0
4203,3,150.10,yagi-6,273.0141,NULL,0
4205,1,166.38,yagi-9-laird,138.7726,30.5,NULL
4205,2,166.38,yagi-9-laird,38.77263,30.5,NULL
4205,3,166.38,yagi-9-laird,218.7726,30.5,NULL
4205,4,166.38,yagi-9-laird,323.7726,30.5,NULL
4206,1,166.38,yagi-9-laird,18.94021,NULL,NULL
4206,2,166.38,yagi-9-laird,288.9402,NULL,NULL
4206,3,166.38,yagi-9-laird,143.9402,NULL,NULL
4206,4,166.38,yagi-9-laird,68.94021,NULL,NULL
4207,1,166.38,yagi-9-laird,119.1239,15.3,NULL
4207,2,166.38,yagi-9-laird,245.1239,15.3,NULL
4207,3,166.38,yagi-9-laird,299.1239,15.3,NULL
4207,4,166.38,yagi-9-laird,65.12386,15.3,NULL
4208,1,166.38,yagi-9-laird,69.17686,12.2,NULL
4208,2,166.38,yagi-9-laird,339.1768,12.2,NULL
4208,3,166.38,yagi-9-laird,249.1769,12.2,NULL
4208,4,166.38,yagi-9-laird,159.1769,12.2,NULL
4209,1,166.38,yagi-9-laird,134.3815,16.8,NULL
4209,2,166.38,yagi-9-laird,314.3815,16.8,NULL
4209,3,166.38,yagi-9-laird,224.3815,15.3,NULL
4209,4,166.38,yagi-9-laird,44.38153,15.3,NULL
4210,1,166.38,yagi-9-laird,89.61411,15,NULL
4210,2,166.38,yagi-9-laird,9.614116,14.5,NULL
4210,3,166.38,yagi-9-laird,279.6141,14,NULL
4210,4,166.38,yagi-9-laird,189.6141,13.5,NULL
4211,1,166.38,yagi-9-laird,49.77084,25.9,NULL
4211,2,166.38,yagi-9-laird,229.7708,25.9,NULL
4211,3,166.38,yagi-9-laird,299.7708,21.3,NULL
4211,4,166.38,yagi-9-laird,119.7708,21.3,NULL
4212,1,166.38,yagi-9-laird,129.8405,21.5,NULL
4212,2,166.38,yagi-9-laird,309.8405,21.5,NULL
4212,3,166.38,yagi-9-laird,39.84052,22.5,NULL
4212,4,166.38,yagi-9-laird,219.8405,22.5,NULL
4213,1,166.38,yagi-9-laird,319.9261,15.1,NULL
4213,2,166.38,yagi-9-laird,49.92616,14.6,NULL
4213,3,166.38,yagi-9-laird,139.9262,14.1,NULL
4213,4,166.38,yagi-9-laird,229.9262,13.6,NULL
4214,1,166.38,yagi-9-laird,245.0596,15.3,NULL
4214,2,166.38,yagi-9-laird,125.0596,14.8,NULL
4214,3,166.38,yagi-9-laird,35.05965,14.3,NULL
4214,4,166.38,yagi-9-laird,305.0597,13.8,NULL
4215,1,166.38,yagi-9-laird,160.2757,18,NULL
4215,2,166.38,yagi-9-laird,250.2757,17.5,NULL
4215,3,166.38,yagi-9-laird,340.2757,17,NULL
4215,4,166.38,yagi-9-laird,70.2757,16.5,NULL
4216,1,166.38,yagi-9-laird,288.2156,15,NULL
4216,2,166.38,yagi-9-laird,198.2156,14.5,NULL
4216,3,166.38,yagi-9-laird,108.2156,14,NULL
4216,4,166.38,yagi-9-laird,18.21564,13.5,NULL
4217,1,166.38,yagi-9-laird,333.0575,10.4,NULL
4217,2,166.38,yagi-9-laird,38.05746,9.9,NULL
4217,3,166.38,yagi-9-laird,153.0575,9.4,NULL
4217,4,166.38,yagi-9-laird,243.0575,8.9,NULL
4218,1,166.38,yagi-9-laird,318.1385,6.5,NULL
4218,2,166.38,yagi-9-laird,258.1385,6.3,NULL
4218,3,166.38,yagi-9-laird,123.1385,6,NULL
4218,4,166.38,yagi-9-laird,58.13847,5.8,NULL
4219,1,166.38,yagi-9-laird,349.1258,27,NULL
4219,2,166.38,yagi-9-laird,229.1258,27,NULL
4219,3,166.38,yagi-9-laird,109.1258,27,NULL
4220,1,166.38,yagi-9-laird,358.3447,10.5,NULL
4220,2,166.38,yagi-9-laird,248.3447,10,NULL
4220,3,166.38,yagi-9-laird,98.34471,9.5,NULL
4221,1,166.38,custom-9,152.4973,6,NULL
4221,2,166.38,custom-9,357.4973,5.8,NULL
4221,3,166.38,custom-9,77.49735,5.6,NULL
4221,4,166.38,omni-whip,NULL,6.2,NULL
4222,1,166.38,custom-9,152.4973,6,NULL
4222,2,166.38,custom-9,357.4973,5.8,NULL
4222,3,166.38,custom-9,77.49735,5.6,NULL
4222,4,166.38,omni-whip,NULL,6.2,NULL
4223,1,166.38,yagi-9-laird,122.7376,11,NULL
4223,2,166.38,yagi-9-laird,212.7376,10.5,NULL
