deploymentID,port,frequency,type,true_bearing,height,angle
724,1,166.38,omni-mast,NULL,6,NULL
724,2,166.38,yagi-9,NULL,5.8,NULL
724,3,166.38,yagi-9,NULL,5.6,NULL
728,1,166.38,omni-mast,NULL,6,NULL
728,2,166.38,yagi-9,NULL,5.8,NULL
728,3,166.38,yagi-9,NULL,5.6,NULL
688,1,166.38,yagi-9,NULL,6,NULL
688,2,166.38,yagi-9,NULL,5.8,NULL
687,1,166.38,yagi-9,NULL,6,NULL
687,2,166.38,yagi-9,NULL,5.8,NULL
723,1,166.38,omni-mast,NULL,6,NULL
723,2,166.38,yagi-9,NULL,5.8,NULL
723,3,166.38,yagi-9,NULL,5.6,NULL
1147,1,166.38,yagi-9,NULL,6,NULL
1147,2,166.38,yagi-9,NULL,5.8,NULL
2034,1,166.38,yagi-9,16.20116,10,NULL
2034,3,166.38,yagi-9,282.2012,9.5,NULL
2034,5,166.38,yagi-9,196.2012,9,NULL
2054,1,166.38,yagi-9,244.8875,NULL,NULL
2054,2,166.38,yagi-9,119.8875,NULL,NULL
2054,3,166.38,yagi-9,14.8875,NULL,NULL
2058,1,166.38,yagi-9,14.88909,NULL,NULL
2058,2,166.38,yagi-9,274.8891,NULL,NULL
2058,3,166.38,yagi-9,144.8891,NULL,NULL
1105,1,166.38,yagi-9,33.4216,4.5,NULL
1105,2,166.38,yagi-9,278.4216,4.3,NULL
1105,3,166.38,yagi-9,153.4216,4.1,NULL
1145,1,166.38,omni-mast,NULL,6,NULL
1145,2,166.38,yagi-9,NULL,5.8,NULL
1145,3,166.38,yagi-9,NULL,5.6,NULL
1146,1,166.38,yagi-9,NULL,6,NULL
1146,2,166.38,yagi-9,NULL,5.8,NULL
686,1,166.38,yagi-9,NULL,6,NULL
686,2,166.38,yagi-9,NULL,5.8,NULL
1148,1,166.38,omni-mast,NULL,6,NULL
1148,2,166.38,yagi-9,NULL,5.8,NULL
1148,3,166.38,yagi-9,NULL,5.6,NULL
1149,1,166.38,yagi-9,NULL,6,NULL
1149,2,166.38,yagi-9,NULL,5.8,NULL
1150,1,166.38,yagi-9,NULL,6,NULL
1150,2,166.38,yagi-9,NULL,5.8,NULL
1152,1,166.38,omni-mast,NULL,6,NULL
1152,2,166.38,yagi-9,NULL,5.8,NULL
1152,3,166.38,yagi-9,NULL,5.6,NULL
2170,3,166.38,yagi-9,NULL,NULL,90
2170,5,166.38,yagi-9,NULL,3,90
2217,1,166.38,yagi-9,NULL,5,NULL
2217,2,166.38,yagi-9,NULL,4.8,NULL
699,1,166.38,yagi-9-laird,NULL,5,NULL
699,2,166.38,yagi-9-laird,NULL,4.8,NULL
699,3,166.38,yagi-9-laird,NULL,4.6,NULL
1924,1,166.38,omni-mast,NULL,NULL,0
2104,1,166.38,omni-mast,33.04023,NULL,0
2104,2,166.38,omni-mast,303.0402,NULL,0
1915,1,166.38,omni-mast,NULL,NULL,0
1915,2,166.38,omni-mast,NULL,NULL,0
2099,1,166.38,omni-mast,NULL,NULL,0
2099,2,166.38,omni-mast,NULL,NULL,0
1958,1,166.38,yagi-9,NULL,NULL,0
1958,2,166.38,omni-mast,NULL,NULL,0
1958,3,166.38,omni-mast,NULL,NULL,NULL
1140,1,166.38,yagi-9,347.3204,6,NULL
1140,2,166.38,yagi-9,132.3204,5.8,NULL
1140,3,166.38,yagi-9,57.32037,5.6,NULL
702,1,166.38,yagi-9-laird,NULL,6,NULL
702,2,166.38,yagi-9-laird,NULL,5.8,NULL
702,3,166.38,yagi-9-laird,NULL,5.6,NULL
2321,1,166.38,yagi-9-laird,NULL,3.6,NULL
2321,2,166.38,yagi-9-laird,NULL,3.4,NULL
2321,3,166.38,yagi-9-laird,NULL,3.2,NULL
2303,1,166.38,yagi-9,NULL,6,NULL
2303,2,166.38,yagi-9,NULL,5.8,NULL
2303,3,166.38,yagi-9,NULL,5.6,NULL
2301,1,166.38,omni-mast,NULL,NULL,NULL
2301,2,166.38,omni-mast,NULL,NULL,NULL
2300,1,166.38,yagi-9,NULL,6,NULL
2300,2,166.38,yagi-9,NULL,5.8,NULL
2300,3,166.38,yagi-9,NULL,5.6,NULL
2280,1,166.38,omni-mast,NULL,6,NULL
2280,2,166.38,omni-mast,NULL,5.8,NULL
2330,1,166.38,yagi-9,NULL,6,NULL
2330,2,166.38,yagi-9,NULL,5.8,NULL
2330,3,166.38,yagi-9,NULL,5.6,NULL
2331,1,166.38,yagi-9,NULL,6,NULL
2331,2,166.38,yagi-9,NULL,5.8,NULL
2331,3,166.38,yagi-9,NULL,5.6,NULL
2332,1,166.38,yagi-9,NULL,6,NULL
2332,2,166.38,yagi-9,NULL,5.8,NULL
2332,3,166.38,yagi-9,NULL,5.6,NULL
936,1,166.38,yagi-9,NULL,NULL,NULL
935,2,166.38,yagi-9,NULL,NULL,NULL
935,3,166.38,yagi-9,NULL,NULL,NULL
935,4,166.38,yagi-9,NULL,NULL,NULL
954,1,166.38,yagi-9,239.1352,NULL,NULL
1573,2,166.38,yagi-9,NULL,NULL,NULL
1573,3,166.38,yagi-9,NULL,NULL,NULL
1573,4,166.38,yagi-9,NULL,NULL,NULL
2304,1,166.38,yagi-9,NULL,6,NULL
2304,2,166.38,yagi-9,NULL,5.8,NULL
2304,3,166.38,yagi-9,NULL,5.6,NULL
2051,1,166.38,yagi-9,156.8107,6,NULL
2051,2,166.38,yagi-9,290.8107,5.8,NULL
2051,3,166.38,yagi-9,50.81069,5.6,NULL
2053,1,166.38,yagi-9,324.8953,6,NULL
2053,2,166.38,yagi-9,184.8953,5.8,NULL
2053,3,166.38,yagi-9,134.8953,5.6,NULL
2056,1,166.38,yagi-9,128.8987,6,NULL
2056,2,166.38,yagi-9,26.89867,5.8,NULL
2056,3,166.38,yagi-9,314.8987,5.6,NULL
2057,1,166.38,yagi-9,95.90377,6,NULL
2057,2,166.38,yagi-9,156.9038,5.8,NULL
2057,3,166.38,yagi-9,345.9038,5.6,NULL
2050,1,166.38,yagi-9,234.903,NULL,0
2050,2,166.38,yagi-9,344.903,NULL,0
2050,3,166.38,yagi-9,144.903,NULL,0
2247,1,166.38,yagi-9-laird,NULL,6.5,NULL
2237,1,166.38,yagi-9,342.7008,30,NULL
2237,2,166.38,yagi-9,79.70084,29.5,NULL
2237,3,166.38,yagi-9,203.7008,29,NULL
2059,1,166.38,yagi-9,230.8097,NULL,NULL
2059,2,166.38,yagi-9,8.809727,NULL,NULL
2059,3,166.38,yagi-9,72.80972,NULL,NULL
1570,1,166.38,yagi-9,157.2137,6.1,NULL
1570,4,166.38,yagi-9,37.21367,6.1,NULL
1536,3,166.38,yagi-9,NULL,9.1,NULL
1536,5,166.38,yagi-9,NULL,8.6,NULL
1522,1,166.38,yagi-9,NULL,6.1,NULL
1522,2,166.38,yagi-9,NULL,6.1,NULL
2454,1,166.38,yagi-9,NULL,4.6,NULL
2454,2,166.38,yagi-9,NULL,4.6,NULL
2386,1,166.38,yagi-6,NULL,6,0
2386,3,166.38,yagi-6,NULL,6,0
2386,5,166.38,yagi-6,NULL,6,0
2478,1,166.38,yagi-9,NULL,10,NULL
2478,2,166.38,yagi-9,NULL,10,NULL
2413,1,166.38,yagi-9,172.351,9,NULL
2473,1,166.38,yagi-9,212.9032,10,NULL
2473,2,166.38,yagi-9,32.90322,10,NULL
2358,1,166.38,yagi-9,262.5929,9,NULL
2358,2,166.38,yagi-9,82.59289,9,NULL
2368,1,166.38,yagi-9,352.584,9,NULL
2368,2,166.38,yagi-9,172.584,9,NULL
2479,1,166.38,yagi-9,52.84972,10,NULL
2479,2,166.38,yagi-9,232.8497,10,NULL
2476,1,166.38,yagi-9,82.92303,10,NULL
2476,2,166.38,yagi-9,262.923,10,NULL
2354,1,166.38,yagi-9-laird,352.5735,9,NULL
2354,2,166.38,yagi-9-laird,172.5735,9,NULL
2406,1,166.38,yagi-9,172.5636,9,NULL
2406,2,166.38,yagi-9,352.5636,9,NULL
2480,1,166.38,yagi-9,352.6226,10,NULL
2480,2,166.38,yagi-9,172.6226,10,NULL
2483,2,166.38,yagi-9,NULL,10,NULL
2483,3,166.38,yagi-9,NULL,10,NULL
2484,2,166.38,yagi-9,NULL,10,NULL
2484,3,166.38,yagi-9,NULL,10,NULL
958,1,166.38,yagi-9,NULL,10,NULL
958,2,166.38,yagi-9,NULL,10,NULL
958,3,166.38,yagi-9,NULL,10,NULL
2487,2,166.38,yagi-9,82.79022,9,NULL
2487,3,166.38,yagi-9,262.7902,9,NULL
2488,2,166.38,yagi-9,352.7871,10,NULL
2488,3,166.38,yagi-9,172.7871,10,NULL
2474,1,166.38,yagi-9,NULL,9,NULL
2474,2,166.38,yagi-9,NULL,9,NULL
2414,1,166.38,yagi-9,NULL,9,NULL
2414,2,166.38,yagi-9,NULL,9,NULL
2415,1,166.38,yagi-9,NULL,9,NULL
2415,2,166.38,yagi-9,NULL,9,NULL
2475,1,166.38,yagi-9,NULL,10,NULL
2475,2,166.38,yagi-9,NULL,10,NULL
2408,1,166.38,yagi-9,217.7997,9,NULL
2408,2,166.38,yagi-9,37.79965,9,NULL
2371,1,166.38,yagi-9,37.79102,9,NULL
2371,2,166.38,yagi-9,217.791,9,NULL
2490,1,166.38,yagi-9,NULL,10,NULL
2490,2,166.38,yagi-9,NULL,10,NULL
2472,1,166.38,yagi-9,172.8174,9,NULL
2472,2,166.38,yagi-9,232.8174,9,NULL
2472,3,166.38,yagi-9,292.8174,9,NULL
2472,4,166.38,yagi-9,352.8174,9,NULL
2472,5,166.38,yagi-9,52.81737,9,NULL
2472,6,166.38,yagi-9,112.8174,9,NULL
2411,1,166.38,yagi-9,352.7393,8,NULL
2411,2,166.38,yagi-9,172.7393,8,NULL
2411,3,166.38,yagi-9,262.7393,8,NULL
2411,4,166.38,yagi-9,82.73934,8,NULL
2374,1,166.38,yagi-9,307.7301,8,NULL
2374,2,166.38,yagi-9,37.73008,8,NULL
2374,3,166.38,yagi-9,82.73008,8,NULL
2374,4,166.38,yagi-9,262.7301,8,NULL
2494,3,166.38,yagi-9,352.7864,10,NULL
2494,4,166.38,yagi-9,172.7864,10,NULL
2494,1,166.38,yagi-9,262.7864,9,NULL
2494,2,166.38,yagi-9,82.78644,9,NULL
714,1,166.38,yagi-9-laird,NULL,6,NULL
714,2,166.38,yagi-9-laird,NULL,5.8,NULL
714,3,166.38,yagi-9-laird,NULL,5.6,NULL
2197,1,166.38,yagi-9-laird,NULL,3.6,NULL
2197,2,166.38,yagi-9-laird,NULL,3.4,NULL
2197,3,166.38,yagi-9-laird,NULL,3.2,NULL
2198,1,166.38,yagi-9-laird,NULL,6,NULL
2198,2,166.38,yagi-9-laird,NULL,5.8,NULL
2198,3,166.38,yagi-9-laird,NULL,5.6,NULL
715,1,166.38,yagi-9-laird,NULL,6,NULL
715,2,166.38,yagi-9-laird,NULL,5.8,NULL
715,3,166.38,yagi-9-laird,NULL,5.6,NULL
2235,1,166.38,yagi-9-laird,NULL,3.6,NULL
2235,2,166.38,yagi-9-laird,NULL,3.4,NULL
2235,3,166.38,yagi-9-laird,NULL,3.2,NULL
2236,1,166.38,yagi-9-laird,NULL,6,NULL
2236,2,166.38,yagi-9-laird,NULL,5.8,NULL
2236,3,166.38,yagi-9-laird,NULL,5.6,NULL
1129,3,166.38,yagi-9-laird,NULL,6,NULL
1129,5,166.38,yagi-9-laird,NULL,5.8,NULL
1129,6,166.38,yagi-9-laird,NULL,5.6,NULL
2497,1,166.38,yagi-9-laird,NULL,6,NULL
2497,2,166.38,yagi-9-laird,NULL,5.8,NULL
2497,3,166.38,yagi-9-laird,NULL,5.6,NULL
2439,1,166.38,yagi-9,NULL,6,NULL
2439,2,166.38,yagi-9,NULL,5.8,NULL
2439,3,166.38,yagi-9,NULL,5.6,NULL
712,1,166.38,yagi-9-laird,NULL,6,NULL
712,2,166.38,yagi-9-laird,NULL,5.8,NULL
712,3,166.38,yagi-9-laird,NULL,5.6,NULL
2233,1,166.38,yagi-9-laird,NULL,3.6,NULL
2233,2,166.38,yagi-9-laird,NULL,3.4,NULL
2233,3,166.38,yagi-9-laird,NULL,3.2,NULL
2234,1,166.38,yagi-9-laird,NULL,6,NULL
2234,2,166.38,yagi-9-laird,NULL,5.8,NULL
2234,3,166.38,yagi-9-laird,NULL,5.6,NULL
1937,1,166.38,yagi-9,NULL,NULL,0
1937,2,166.38,yagi-9,NULL,NULL,0
1937,3,166.38,yagi-9,NULL,NULL,0
2535,1,166.38,omni-mast,NULL,NULL,NULL
2535,2,166.38,omni-mast,NULL,NULL,NULL
1930,1,166.38,yagi-9,NULL,NULL,0
1930,2,166.38,yagi-9,NULL,NULL,0
1930,3,166.38,yagi-9,NULL,NULL,0
2384,1,166.38,yagi-6,NULL,6,0
2384,3,166.38,yagi-6,NULL,6,0
2384,5,166.38,yagi-6,NULL,6,0
2542,1,166.38,yagi-6,NULL,10,0
2542,3,166.38,yagi-6,NULL,10,0
2542,5,166.38,yagi-6,NULL,10,0
2467,1,166.38,yagi-6,NULL,5.8,0
2467,3,166.38,yagi-6,NULL,5.8,0
2468,1,166.38,yagi-6,NULL,5.2,0
2468,3,166.38,yagi-6,NULL,5.2,0
2468,5,166.38,yagi-6,NULL,5.2,0
2470,1,166.38,yagi-6,NULL,4.5,0
2470,3,166.38,yagi-6,NULL,4.5,0
2470,5,166.38,yagi-6,NULL,4.5,0
2385,1,166.38,yagi-6,NULL,NULL,0
2385,3,166.38,yagi-6,NULL,NULL,0
2385,5,166.38,yagi-6,NULL,NULL,0
2560,1,166.38,yagi-9,NULL,10,0
2560,2,166.38,yagi-9,NULL,10,0
2555,3,166.38,yagi-9,NULL,10,0
2555,5,166.38,yagi-9,NULL,10,0
2554,3,166.38,yagi-9,NULL,15,0
2554,4,166.38,yagi-9,NULL,15,0
2554,5,166.38,yagi-9,NULL,15,0
2553,2,166.38,yagi-9,NULL,10,0
2552,1,166.38,yagi-9,NULL,6,0
2550,1,166.38,yagi-9,NULL,10,0
2559,1,166.38,yagi-9,NULL,10,0
2559,4,166.38,yagi-9,NULL,10,0
2557,1,166.38,yagi-9,NULL,10,0
2557,2,166.38,yagi-9,NULL,10,0
2551,1,166.38,yagi-9,NULL,10,0
2551,2,166.38,yagi-9,NULL,10,0
2558,1,166.38,yagi-9,NULL,10,0
2558,2,166.38,yagi-9,NULL,10,0
2558,3,166.38,yagi-9,NULL,10,0
2572,1,166.38,yagi-9,327.1823,12.2,NULL
2572,2,166.38,yagi-9,223.1823,12.2,NULL
2572,3,166.38,yagi-9,103.1823,12.2,NULL
2421,1,166.38,yagi-9,NULL,8,NULL
2421,4,166.38,yagi-9,NULL,7.5,NULL
2421,5,166.38,yagi-9,NULL,7,NULL
2423,1,166.38,yagi-9,169.2295,7,NULL
2423,2,166.38,yagi-9,121.2295,6.5,NULL
2423,3,166.38,yagi-9,250.2295,6,NULL
2573,1,166.38,yagi-9,169.2455,7,NULL
2573,2,166.38,yagi-9,121.2455,6.5,NULL
2573,3,166.38,yagi-9,250.2455,6,NULL
2425,1,166.38,yagi-9,NULL,8,NULL
2425,2,166.38,yagi-9,NULL,7.5,NULL
2425,3,166.38,yagi-9,NULL,7,NULL
2580,1,166.38,yagi-9,345.7104,11,0
2580,2,166.38,yagi-9,45.71044,11,0
2580,3,166.38,yagi-9,105.7104,11,0
2580,4,166.38,yagi-9,165.7104,11,0
2580,5,166.38,yagi-9,225.7104,11,0
2580,7,166.38,yagi-9,285.7104,11,0
2620,1,166.38,yagi-9,NULL,8,NULL
2620,2,166.38,yagi-9,NULL,7.5,NULL
2620,3,166.38,yagi-9,NULL,7,NULL
2625,5,166.38,yagi-9,108.5266,6.9,0
2625,7,166.38,yagi-9,288.5266,6.3,0
2176,5,166.38,yagi-9,285.9175,2.7,0
2176,3,166.38,yagi-9,215.9175,3,0
2176,7,166.38,yagi-9,125.9175,3.3,0
2430,1,166.38,yagi-9-laird,NULL,1,NULL
2544,2,166.38,yagi-9-laird,NULL,1,NULL
2545,1,166.38,yagi-9-laird,NULL,6,NULL
2545,2,166.38,yagi-9-laird,NULL,5.5,NULL
2545,3,166.38,yagi-9-laird,NULL,5,NULL
1135,1,166.38,yagi-9,312.1474,6,NULL
1135,2,166.38,yagi-9,77.14736,5.8,NULL
1135,3,166.38,yagi-9,17.14736,5.6,NULL
2289,1,166.38,yagi-9,277.1995,6,NULL
2289,2,166.38,yagi-9,87.19949,5.8,NULL
2289,3,166.38,yagi-9,357.1995,5.6,NULL
1136,1,166.38,yagi-9,306.9782,6,NULL
1136,2,166.38,yagi-9,16.97818,5.8,NULL
1136,3,166.38,yagi-9,76.97817,5.6,NULL
1137,1,166.38,yagi-9,307.3271,6,NULL
1137,2,166.38,yagi-9,152.3271,5.8,NULL
1137,3,166.38,yagi-9,62.32714,5.6,NULL
2286,1,166.38,yagi-9,2.378513,6,NULL
2286,2,166.38,yagi-9,157.3785,5.8,NULL
2286,3,166.38,yagi-9,87.37851,5.6,NULL
633,1,166.38,yagi-9-laird,NULL,6,NULL
633,2,166.38,yagi-9-laird,NULL,5.6,NULL
633,3,166.38,yagi-9-laird,NULL,5.2,NULL
748,1,166.38,yagi-9-laird,NULL,6,NULL
748,2,166.38,yagi-9-laird,NULL,5.8,NULL
748,3,166.38,yagi-9-laird,NULL,5.6,NULL
1133,1,166.38,yagi-9-laird,305.9077,20,NULL
1133,2,166.38,yagi-9-laird,215.9077,20,NULL
1133,3,166.38,yagi-9-laird,130.9077,20,NULL
2335,1,166.38,yagi-9-laird,345.5016,6,NULL
2335,2,166.38,yagi-9-laird,240.5016,5.8,NULL
2335,3,166.38,yagi-9-laird,100.5016,5.6,NULL
2646,1,166.38,yagi-9,NULL,31,90
2646,5,166.38,yagi-9,NULL,31,90
2646,6,166.38,yagi-9,NULL,31,90
2647,1,166.38,yagi-9,NULL,39,90
2647,5,166.38,yagi-9,NULL,39,90
2647,6,166.38,yagi-9,NULL,39,90
2648,1,166.38,yagi-9,NULL,36,90
2648,6,166.38,yagi-9,NULL,36,90
2652,1,166.38,omni-mast,NULL,6,-3
2652,2,166.38,omni-mast,NULL,5.85,0
2653,1,166.38,omni-mast,NULL,6,-3
2653,2,166.38,omni-mast,NULL,5.85,0
2653,3,166.38,omni-mast,NULL,5.7,0
2653,4,166.38,omni-mast,NULL,5.55,0
2660,1,166.38,omni-mast,123.1373,6,NULL
2660,2,166.38,omni-mast,220.1373,5.8,NULL
2661,1,166.38,NULL,NULL,NULL,NULL
2661,2,166.38,NULL,NULL,NULL,NULL
2662,1,166.38,omni-mast,NULL,6,0
2662,2,166.38,omni-mast,NULL,5.85,4
2662,3,166.38,omni-mast,NULL,5.7,-3
2662,4,166.38,omni-mast,NULL,5.55,0
2664,1,166.38,yagi-9,NULL,NULL,0
2664,2,166.38,yagi-9,NULL,NULL,0
2664,3,166.38,yagi-9,NULL,NULL,0
2664,4,166.38,yagi-9,NULL,NULL,0
2645,1,166.38,yagi-9,NULL,44,90
2645,5,166.38,yagi-9,NULL,44,90
2645,6,166.38,yagi-9,NULL,44,90
2466,1,166.38,yagi-6,NULL,7.3,0
2466,3,166.38,yagi-6,NULL,7.3,0
2383,1,166.38,yagi-6,NULL,NULL,0
2383,3,166.38,yagi-6,NULL,NULL,0
2383,5,166.38,yagi-6,NULL,NULL,0
2275,1,166.38,yagi-9,NULL,6,NULL
2275,2,166.38,yagi-9,NULL,5.8,NULL
2278,1,166.38,yagi-9,NULL,6,NULL
2278,2,166.38,yagi-9,NULL,5.8,NULL
722,3,166.38,yagi-9-laird,NULL,5.8,NULL
722,5,166.38,yagi-9-laird,NULL,5.6,NULL
722,7,166.38,yagi-9-laird,NULL,6,NULL
2257,3,166.38,yagi-9-laird,NULL,3.4,NULL
2257,5,166.38,yagi-9-laird,NULL,3.2,NULL
2257,7,166.38,yagi-9-laird,NULL,3.6,NULL
2272,1,166.38,yagi-9-laird,NULL,6,NULL
2272,2,166.38,yagi-9-laird,NULL,5.8,NULL
2272,3,166.38,yagi-9-laird,NULL,5.6,NULL
2675,1,166.38,yagi-9-laird,NULL,4,NULL
2675,2,166.38,yagi-9-laird,NULL,3.8,NULL
2675,3,166.38,yagi-9-laird,NULL,3.6,NULL
2277,1,166.38,yagi-9,NULL,6,NULL
2277,2,166.38,yagi-9,NULL,5.8,NULL
697,1,166.38,yagi-9-laird,NULL,6,NULL
697,2,166.38,yagi-9-laird,NULL,5.8,NULL
697,3,166.38,yagi-9-laird,NULL,5.6,NULL
2256,1,166.38,yagi-9-laird,NULL,3.6,NULL
2256,2,166.38,yagi-9-laird,NULL,3.4,NULL
2256,3,166.38,yagi-9-laird,NULL,3.2,NULL
2284,1,166.38,yagi-9-laird,NULL,6,NULL
2284,2,166.38,yagi-9-laird,NULL,5.8,NULL
2284,3,166.38,yagi-9-laird,NULL,5.6,NULL
2500,1,166.38,yagi-9-laird,NULL,6,NULL
2500,2,166.38,yagi-9-laird,NULL,5.8,NULL
2500,3,166.38,yagi-9-laird,NULL,5.6,NULL
2718,1,166.38,yagi-9,74.93636,10,0
2718,2,166.38,yagi-9,164.9364,9.5,0
2718,3,166.38,yagi-9,249.9364,9,0
2719,1,166.38,yagi-9,54.96952,10,0
2719,2,166.38,yagi-9,164.9695,9.5,0
2719,3,166.38,yagi-9,249.9695,9,0
2720,1,166.38,yagi-9,250.9645,10,0
2720,2,166.38,yagi-9,146.9645,9.5,0
2720,3,166.38,yagi-9,6.964532,9,0
2721,1,166.38,yagi-9,263.8887,10,0
2721,2,166.38,yagi-9,36.88869,9.5,0
2721,3,166.38,yagi-9,116.8887,9,0
2722,1,166.38,yagi-9,154.8737,10,0
2722,2,166.38,yagi-9,304.8737,9.5,0
2722,3,166.38,yagi-9,59.87374,9,0
1940,1,166.38,yagi-9,NULL,NULL,0
1940,2,166.38,yagi-9,NULL,NULL,0
1940,3,166.38,yagi-9,NULL,NULL,0
2726,1,166.38,omni-mast,117.2242,2.5,NULL
2726,2,166.38,omni-mast,207.2242,2.4,NULL
656,1,166.38,yagi-9-laird,NULL,6,NULL
656,2,166.38,yagi-9-laird,NULL,5.8,NULL
656,3,166.38,yagi-9-laird,NULL,5.6,NULL
2024,1,166.38,yagi-9-laird,NULL,4.5,NULL
2024,2,166.38,yagi-9-laird,NULL,4.3,NULL
2024,3,166.38,yagi-9-laird,NULL,4.1,NULL
2126,1,166.38,yagi-9-laird,NULL,6,NULL
2126,2,166.38,yagi-9-laird,NULL,5.8,NULL
2126,3,166.38,yagi-9-laird,NULL,5.6,NULL
2181,1,166.38,yagi-9-laird,NULL,6,NULL
2181,2,166.38,yagi-9-laird,NULL,5.8,NULL
2181,3,166.38,yagi-9-laird,NULL,5.6,NULL
638,1,166.38,yagi-9-laird,NULL,11,NULL
638,2,166.38,yagi-9-laird,NULL,10.6,NULL
638,3,166.38,yagi-9-laird,NULL,10.2,NULL
1992,1,166.38,yagi-9-laird,350.5146,11,NULL
1992,2,166.38,yagi-9-laird,230.5146,10.6,NULL
1992,3,166.38,yagi-9-laird,110.5146,10.2,NULL
2546,1,166.38,yagi-9-laird,NULL,6,NULL
2546,2,166.38,yagi-9-laird,NULL,5.8,NULL
2546,3,166.38,yagi-9-laird,NULL,5.6,NULL
2729,1,166.38,yagi-9-laird,NULL,10,NULL
2729,2,166.38,yagi-9-laird,NULL,9,NULL
2730,1,166.38,omni-mast,NULL,6,NULL
2730,2,166.38,omni-mast,NULL,5.8,NULL
2405,1,166.38,yagi-9,NULL,6,NULL
2405,2,166.38,yagi-9,NULL,5.8,NULL
2405,3,166.38,yagi-9,NULL,5.6,NULL
2740,1,166.38,yagi-6,NULL,3,NULL
2742,3,166.38,yagi-9,NULL,8,NULL
2742,5,166.38,yagi-6,NULL,8,NULL
2744,1,166.38,yagi-9,NULL,10,NULL
2744,3,166.38,yagi-9,NULL,10,NULL
2744,5,166.38,yagi-9,NULL,10,NULL
2749,1,166.38,yagi-3,NULL,3,45
2750,1,166.38,yagi-5,NULL,3,45
2761,5,166.38,yagi-3,NULL,3,NULL
2764,1,166.38,yagi-5,NULL,3,NULL
2364,3,166.38,yagi-9,NULL,8,0
2364,5,166.38,yagi-9,NULL,8,0
2364,7,166.38,yagi-9,NULL,8,0
2388,1,166.38,omni-whip,350.9353,6.1,0
2776,1,166.38,omni-whip,350.9388,6.1,0
2776,2,166.38,omni-whip,80.93882,6.1,0
635,1,166.38,yagi-9-laird,NULL,6,NULL
635,2,166.38,yagi-9-laird,NULL,5.6,NULL
635,3,166.38,yagi-9-laird,NULL,5.2,NULL
747,1,166.38,yagi-9-laird,NULL,6,NULL
747,2,166.38,yagi-9-laird,NULL,5.6,NULL
747,3,166.38,yagi-9-laird,NULL,5.2,NULL
2146,1,166.38,yagi-9-laird,350.4679,NULL,NULL
2146,2,166.38,yagi-9-laird,260.4679,NULL,NULL
2146,3,166.38,yagi-9-laird,170.4679,NULL,NULL
2146,4,166.38,yagi-9-laird,80.46786,NULL,NULL
2779,1,166.38,omni-whip,350.9418,6.1,0
2779,2,166.38,omni-whip,80.94176,6.1,0
1081,1,166.38,yagi-9,NULL,7.5,NULL
1081,2,166.38,yagi-9,NULL,7,NULL
1081,3,166.38,yagi-9,NULL,6.5,NULL
989,1,166.38,yagi-9,298.543,20,90
989,2,166.38,yagi-9,118.543,20,90
989,3,166.38,yagi-9,208.543,20,90
2306,1,166.38,yagi-9,NULL,NULL,NULL
2306,2,166.38,yagi-9,NULL,NULL,NULL
2787,1,166.38,yagi-9,NULL,NULL,NULL
2787,3,166.38,yagi-9,NULL,NULL,NULL
1549,1,166.38,yagi-9,NULL,9.1,NULL
2482,2,166.38,yagi-9,NULL,9,NULL
2482,3,166.38,yagi-9,NULL,9,NULL
2305,1,166.38,yagi-9,NULL,6,NULL
2305,2,166.38,yagi-9,NULL,5.8,NULL
2307,1,166.38,yagi-9,NULL,NULL,NULL
2307,2,166.38,yagi-9,NULL,NULL,NULL
2307,3,166.38,yagi-9,NULL,NULL,NULL
2308,1,166.38,yagi-9,NULL,NULL,NULL
2308,2,166.38,yagi-9,NULL,NULL,NULL
2310,1,166.38,yagi-9,NULL,NULL,NULL
2310,2,166.38,yagi-9,NULL,NULL,NULL
2311,1,166.38,yagi-9,NULL,NULL,NULL
2311,2,166.38,yagi-9,NULL,NULL,NULL
2312,1,166.38,yagi-9,NULL,NULL,NULL
2312,2,166.38,yagi-9,NULL,NULL,NULL
2313,1,166.38,yagi-9,NULL,NULL,NULL
2313,2,166.38,yagi-9,NULL,NULL,NULL
2314,1,166.38,yagi-9,NULL,NULL,NULL
2314,2,166.38,yagi-9,NULL,NULL,NULL
2315,1,166.38,yagi-9,NULL,NULL,NULL
2315,2,166.38,yagi-9,NULL,NULL,NULL
2315,3,166.38,yagi-9,NULL,NULL,NULL
2162,1,166.38,yagi-9,NULL,7.5,NULL
2162,2,166.38,yagi-9,NULL,7,NULL
2162,3,166.38,yagi-9,NULL,6.5,NULL
2159,1,166.38,yagi-9,NULL,7.5,NULL
2159,2,166.38,yagi-9,NULL,7,NULL
2159,3,166.38,yagi-9,NULL,6.5,NULL
2347,1,166.38,yagi-9,NULL,7.5,NULL
2347,2,166.38,yagi-9,NULL,7,NULL
2347,3,166.38,yagi-9,NULL,6.5,NULL
2589,1,166.38,yagi-9,NULL,7,NULL
2589,2,166.38,yagi-9,NULL,6.5,NULL
2589,3,166.38,yagi-9,NULL,6,NULL
2352,1,166.38,yagi-9,NULL,7.5,NULL
2352,2,166.38,yagi-9,NULL,7,NULL
2352,3,166.38,yagi-9,NULL,6.5,NULL
2592,1,166.38,yagi-9,NULL,7,NULL
2592,2,166.38,yagi-9,NULL,6.5,NULL
2592,3,166.38,yagi-9,NULL,6,NULL
2504,1,166.38,yagi-9,NULL,NULL,NULL
