stationID,date
10488,2021-04-05 18:40:13.000
10489,2021-04-05 16:46:05.140
10490,2021-10-25 16:15:00.000
10491,2022-05-21 09:34:14.000
10492,2021-10-20 17:06:25.217
10494,2022-03-23 21:46:48.563
10495,2021-07-27 20:24:55.410
10496,2022-02-07 20:31:47.000
10497,2022-05-21 07:09:04.000
10498,2022-05-21 08:12:14.430
10499,2022-05-21 06:44:25.000
10500,2022-05-19 18:49:26.000
10501,2022-05-21 06:54:25.000
10502,2021-11-28 23:59:00.000
10503,2022-05-21 09:38:25.890
10504,2022-05-21 07:09:20.723
10505,2021-06-17 13:08:12.020
10506,2022-05-21 06:17:40.090
10507,2022-05-21 06:39:07.000
10508,2021-08-12 17:24:52.350
10509,2021-10-08 17:46:53.000
10510,2021-11-02 14:30:00.000
10511,2021-12-07 12:01:40.000
10512,2021-12-07 11:18:52.000
10513,2021-12-30 17:42:37.947
10514,2022-04-13 14:02:10.280
10515,2022-03-23 17:00:35.363
10516,2018-11-27 15:00:00.000
10517,2021-09-10 20:00:00.000
10518,2021-12-15 14:48:56.390
10519,2021-09-18 17:56:00.000
10520,2021-04-15 21:51:43.783
10521,2022-03-30 11:59:31.717
10522,2022-03-30 08:06:35.023
10523,2022-05-21 07:09:26.000
10524,2022-01-11 18:34:13.000
10525,2021-10-10 15:15:22.893
10526,2021-10-13 12:41:04.027
10527,2021-08-26 14:04:13.763
10528,2019-09-19 02:17:03.420
10529,2022-05-21 06:21:17.000
10530,2022-05-21 06:19:02.000
10531,2021-04-05 16:50:34.163
10532,2021-10-10 14:29:05.117
10533,2022-05-21 06:44:27.000
10534,2022-01-03 05:47:05.000
10535,2022-05-21 06:49:25.000
10536,2022-05-21 07:06:31.000
10537,2022-05-21 06:24:45.000
10538,2022-05-21 06:59:59.617
10539,2022-05-21 08:07:59.017
10540,2021-09-24 01:22:00.797
10541,2022-05-21 06:11:05.297
10542,2022-05-21 06:54:26.000
10543,2021-04-29 15:05:21.000
10544,2022-05-21 06:44:26.000
10545,2021-10-15 19:52:53.033
10546,2022-05-17 13:38:41.000
10547,2021-08-25 00:10:01.693
10548,2021-10-17 21:05:24.060
10549,2021-08-23 22:00:31.840
10550,2022-05-20 18:18:00.783
10551,2019-09-21 17:51:03.330
10552,2022-05-21 06:26:24.050
10553,2022-03-10 17:51:04.000
10554,2021-08-23 12:30:00.000
10555,2022-05-15 13:44:09.027
10556,2022-05-21 09:11:54.000
10557,2022-05-21 06:12:08.000
10558,2021-12-28 04:28:41.000
10559,2021-07-31 16:26:20.000
10560,2022-05-13 23:36:00.000
10561,2022-05-21 07:05:13.430
10562,2022-05-21 06:29:26.000
10563,2022-02-10 15:42:49.627
10564,2022-05-01 07:07:23.710
10565,2020-11-01 11:22:54.000
10566,2021-08-28 20:34:25.193
10567,2021-11-21 17:59:59.000
10568,2021-11-29 19:11:52.000
10569,2022-05-21 07:09:25.000
10570,2022-04-20 17:14:29.650
10571,2022-02-04 23:30:39.000
10572,2021-11-04 14:44:16.000
10573,2021-12-17 17:12:30.197
10574,2022-05-10 05:44:06.160
10575,2022-04-26 15:36:08.393
10576,2022-05-09 07:25:35.930
10577,2022-03-30 22:51:00.353
10578,2021-11-17 17:39:51.183
10579,2021-11-13 16:10:47.000
10580,2022-04-09 16:21:52.000
10583,2021-10-27 11:31:04.000
10584,2022-05-21 06:44:26.000
10585,2022-04-18 14:43:02.617
10586,2022-05-21 06:20:07.000
10587,2021-10-21 01:18:29.093
10588,2022-04-06 22:09:46.000
10589,2022-05-21 06:25:56.000
10590,2022-05-21 06:39:08.000
10591,2022-05-21 06:54:26.000
10592,2022-05-21 06:55:58.507
10593,2022-03-07 15:31:27.000
10594,2019-03-01 13:30:48.273
10595,2022-05-20 12:54:13.000
10596,2022-05-21 06:59:26.000
10597,2022-02-25 23:22:01.000
10598,2022-05-21 07:27:44.763
10599,2022-04-18 12:30:43.463
10600,2022-04-27 17:04:16.540
10601,2022-05-21 08:28:15.627
10602,2021-09-27 18:00:00.000
10603,2021-11-04 08:52:14.000
10604,2022-02-07 00:38:53.187
10605,2022-05-21 06:39:15.733
10606,2022-05-21 07:01:15.000
10607,2022-05-21 07:01:16.000
10608,2021-06-17 13:08:12.020
10609,2022-01-10 20:17:26.000
10610,2022-05-21 05:54:25.000
