"projID","tagID","deployID","status","species","dtStart","dtEnd","lat","lon","frequency","model","manufacturer"
50,16821,7238,"active",NA,2015-05-01,2015-06-25,42.5829,-80.3984,166.38,"NTQB-1","Lotek"
50,16822,7239,"active",NA,2015-05-01,2015-06-25,42.5829,-80.3984,166.38,"NTQB-1","Lotek"
57,16985,6140,"terminated",NA,2016-03-05,2016-03-05,NA,NA,166.38,"NTQB-3-2","Lotek"
68,19165,6199,"active",NA,2019-07-01,2020-01-03,NA,NA,166.38,"NTQB-3-2","Lotek"
68,19162,6196,"active",NA,2019-07-01,2020-01-03,NA,NA,166.38,"NTQB-3-2","Lotek"
68,19178,6212,"active",NA,2019-07-01,2020-01-03,NA,NA,166.38,"NTQB-3-2","Lotek"
68,19185,6219,"active",NA,2019-07-01,2020-01-03,NA,NA,166.38,"NTQB-3-2","Lotek"
68,19186,6220,"active",NA,2019-07-01,2020-01-03,NA,NA,166.38,"NTQB-3-2","Lotek"
68,19187,6221,"active",NA,2019-07-01,2020-01-03,NA,NA,166.38,"NTQB-3-2","Lotek"
68,19191,6225,"active",NA,2020-07-01,2021-04-06,NA,NA,166.38,"NTQB-4-2","Lotek"
68,19189,6223,"active",NA,2019-07-01,2020-01-03,NA,NA,166.38,"NTQB-3-2","Lotek"
102,19893,12645,"active",NA,2016-05-18,2016-07-12,42.5829,-80.3985,166.38,"NTQB-1","Lotek"
102,19894,12646,"active",NA,2016-05-18,2016-07-12,42.5829,-80.3985,166.38,"NTQB-1","Lotek"
102,19895,12647,"active",NA,2016-05-18,2016-07-12,42.5829,-80.3985,166.38,"NTQB-1","Lotek"
102,19896,12648,"active",NA,2016-05-18,2016-07-12,42.5829,-80.3985,166.38,"NTQB-1","Lotek"
102,19897,12649,"active",NA,2016-05-18,2016-07-12,42.5829,-80.3985,166.38,"NTQB-1","Lotek"
130,23123,11438,"active",NA,2017-03-08,2019-08-14,-42.4686,-73.5399,166.38,"NTQB-6-2","Lotek"
130,23123,11439,"active",NA,2017-04-05,2019-09-11,-42.5137,-73.8157,166.38,"NTQB-6-2","Lotek"
265,24367,24832,"active",NA,2019-09-01,2020-06-03,NA,NA,166.38,"NTQB-3-2","Lotek"
265,24374,24831,"active",NA,2019-09-01,2020-04-14,NA,NA,166.38,"NTQB-3-2","Lotek"
154,25082,12058,"terminated",NA,2017-05-24,2017-05-25,42.871,-80.7433,166.38,"NTQB-4-2","Lotek"
180,26876,14235,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26877,14236,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26878,14237,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26879,14238,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26880,14239,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26881,14240,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26882,14241,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26883,14242,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26884,14243,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
180,26885,14244,"active",NA,2017-09-19,2018-06-19,NA,NA,166.38,"ANTC-M4-2S","Lotek"
163,27138,14861,"active",NA,2017-10-04,2017-11-03,NA,NA,166.38,"NTQB-1","Lotek"
163,27138,14862,"active",NA,2017-10-05,2017-11-04,NA,NA,166.38,"NTQB-1","Lotek"
163,27138,14863,"active",NA,2017-10-05,2017-11-04,NA,NA,166.38,"NTQB-1","Lotek"
48,27123,20352,"terminated",NA,2019-01-07,2019-01-09,38.241,-75.136,166.38,"ANTCW-M6-1","Lotek"
48,27123,20523,"terminated",NA,2019-01-22,2019-01-23,38.241,-75.136,166.38,"ANTCW-M6-1","Lotek"
22,27800,22330,"active",NA,2019-05-01,2019-09-01,NA,NA,166.38,"ANTC-M2-1","Lotek"
22,27800,22331,"active",NA,2019-05-02,2019-09-02,NA,NA,166.38,"ANTC-M2-1","Lotek"
22,27800,22336,"active",NA,2019-05-03,2019-09-03,NA,NA,166.38,"ANTC-M2-1","Lotek"
22,27800,22337,"active",NA,2019-05-03,2019-09-03,NA,NA,166.38,"ANTC-M2-1","Lotek"
22,27800,22266,"active",NA,2019-04-20,2019-08-21,NA,NA,166.38,"ANTC-M2-1","Lotek"
22,27800,24617,"active",NA,2019-09-03,2020-01-04,NA,NA,166.38,"ANTC-M2-1","Lotek"
113,27617,15746,"terminated",NA,2017-11-02,2017-11-02,52.79,4.705,150.1,"ACT-521","Lotek"
185,28689,22162,"active",NA,2019-04-16,2020-04-23,NA,NA,166.38,"NTQB2-3-2","Lotek"
185,28693,22166,"active",NA,2019-04-16,2020-04-23,NA,NA,166.38,"NTQB2-3-2","Lotek"
162,28803,16794,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28804,16795,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28805,16796,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28806,16797,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28807,16798,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28808,16799,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28809,16800,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28810,16801,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28811,16802,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28812,16803,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28813,16804,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28814,16805,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28815,16806,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28816,16807,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28817,16808,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28818,16809,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28819,16810,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28820,16811,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28821,16812,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
162,28822,16813,"active",NA,2018-06-01,2019-02-01,NA,NA,166.38,"NTQB2-2","Lotek"
185,28764,22183,"active",NA,2019-04-16,2020-04-23,NA,NA,166.38,"NTQB2-3-2","Lotek"
68,29461,20048,"active",NA,2019-07-01,2020-07-04,NA,NA,166.38,"NTQB2-3-2","Lotek"
68,29468,20051,"active",NA,2019-07-01,2020-07-04,NA,NA,166.38,"NTQB2-3-2","Lotek"
68,29485,20054,"active",NA,2019-07-01,2020-07-04,NA,NA,166.38,"NTQB2-3-2","Lotek"
68,29487,20055,"active",NA,2019-07-01,2021-01-10,NA,NA,166.38,"NTQB2-4-2S","Lotek"
68,29496,20056,"active",NA,2019-07-01,2020-07-04,NA,NA,166.38,"NTQB2-3-2","Lotek"
68,29499,20058,"active",NA,2019-07-01,2020-07-04,NA,NA,166.38,"NTQB2-3-2","Lotek"
68,29505,20064,"active",NA,2019-07-01,2021-01-09,NA,NA,166.38,"NTQB2-3-2","Lotek"
68,29503,20062,"active",NA,2019-07-01,2021-01-09,NA,NA,166.38,"NTQB2-3-2","Lotek"
200,29902,17515,"active",NA,2019-12-13,2021-05-11,NA,NA,166.38,"NTQB-4-2","Lotek"
200,29908,17521,"active",NA,2019-12-13,2021-05-11,NA,NA,166.38,"NTQB-4-2","Lotek"
200,29919,17532,"active",NA,2019-12-13,2021-05-11,NA,NA,166.38,"NTQB-4-2","Lotek"
208,30974,18271,"active",NA,2019-12-13,2021-03-02,NA,NA,166.38,"NTQB2-3-2","Lotek"
208,30984,18281,"active",NA,2019-12-13,2021-03-02,NA,NA,166.38,"NTQB2-3-2","Lotek"
208,30998,18295,"active",NA,2019-12-13,2021-03-02,NA,NA,166.38,"NTQB2-3-2","Lotek"
208,31009,18306,"active",NA,2019-12-13,2021-03-02,NA,NA,166.38,"NTQB2-3-2","Lotek"
208,31021,18318,"active",NA,2019-12-13,2021-03-02,NA,NA,166.38,"NTQB2-3-2","Lotek"
113,32278,19469,"active",NA,2019-02-12,2019-05-10,NA,NA,150.1,"NTQB2-2","Lotek"
152,32371,19728,"active",NA,2019-05-15,2020-04-11,NA,NA,166.38,"ANTCW-M6-1","Lotek"
152,32374,19731,"active",NA,2019-05-15,2020-04-11,NA,NA,166.38,"ANTCW-M6-1","Lotek"
1,34442,22529,"active",NA,2019-05-02,2019-12-03,NA,NA,166.38,"NTQB2-6-2","Lotek"
160,34950,22858,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34951,22859,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34952,22860,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34953,22861,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34954,22862,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34955,22863,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34956,22864,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34957,22865,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34958,22866,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34959,22867,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34960,22868,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34961,22869,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34962,22870,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34963,22871,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34964,22872,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34965,22873,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34966,22874,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34967,22875,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34968,22876,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
160,34969,22877,"active",NA,2019-08-01,2019-10-18,NA,NA,166.38,"NTQB2-1","Lotek"
194,37641,24836,"active",NA,2019-05-16,2020-07-14,NA,NA,166.38,"NTQB2-6-1","Lotek"
194,37652,24847,"active",NA,2019-05-16,2020-03-10,NA,NA,166.38,"NTQB2-4-2S","Lotek"
194,37662,24857,"active",NA,2019-05-16,2020-03-10,NA,NA,166.38,"NTQB2-4-2S","Lotek"
194,37667,24862,"active",NA,2019-05-16,2020-03-10,NA,NA,166.38,"NTQB2-4-2S","Lotek"
161,38475,25273,"active",NA,2019-12-21,2020-09-17,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38479,25291,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38500,25312,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38501,25314,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38502,25315,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38503,25316,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38504,25317,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38505,25318,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38506,25319,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38507,25320,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38508,25321,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38489,25301,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38493,25305,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
161,38494,25306,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
104,43011,26813,"active",NA,2019-10-07,2020-01-24,NA,NA,166.38,"NTQB2-2","Lotek"
104,43012,26814,"active",NA,2019-10-07,2020-01-24,NA,NA,166.38,"NTQB2-2","Lotek"
83,43141,27017,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43142,27018,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
161,39014,26657,"active",NA,2019-12-21,2020-09-26,NA,NA,166.38,"NTQB2-3-2","Lotek"
104,43013,26815,"active",NA,2019-10-07,2020-01-24,NA,NA,166.38,"NTQB2-2","Lotek"
104,43014,26816,"active",NA,2019-10-07,2020-01-24,NA,NA,166.38,"NTQB2-2","Lotek"
83,43199,27094,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43200,27095,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43201,27096,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43202,27097,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43203,27098,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
294,43296,27268,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43297,27269,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43298,27270,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43299,27271,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43300,27272,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43301,27273,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43302,27274,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43303,27275,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43304,27276,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43305,27277,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43306,27278,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43307,27279,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
83,43191,27086,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43192,27087,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43193,27088,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43194,27089,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43195,27090,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43196,27091,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
83,43197,27092,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
57,43160,27052,"active",NA,2019-09-20,2019-12-07,NA,NA,166.38,"NTQB2-1","Lotek"
294,43423,27297,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43424,27298,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43425,27299,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
63,43454,27327,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43455,27328,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43456,27329,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43457,27330,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43458,27331,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43459,27332,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43460,27333,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43461,27334,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43462,27335,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43463,27336,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43464,27337,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43571,27409,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43572,27410,"active",NA,2020-01-17,2020-07-23,NA,NA,166.38,"NTQB-3-2","Lotek"
305,43579,27426,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43580,27427,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43581,27428,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43582,27429,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43583,27430,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43584,27431,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43585,27432,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43586,27433,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43587,27434,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43588,27435,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43589,27436,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43590,27437,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43591,27438,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43592,27439,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43593,27440,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43594,27441,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43595,27442,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43596,27443,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43597,27444,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43598,27445,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43599,27446,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43600,27447,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43601,27448,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43602,27449,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43603,27450,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43604,27451,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43605,27452,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43606,27453,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43607,27454,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43608,27455,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43609,27456,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43610,27457,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43611,27458,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43612,27459,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43613,27460,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43614,27461,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43615,27462,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43616,27463,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43617,27464,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
305,43618,27465,"active",NA,2020-02-17,2021-10-05,NA,NA,166.38,"NTQB2-4-2S","Lotek"
63,43514,27387,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43515,27388,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43516,27389,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43517,27390,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43518,27391,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43519,27392,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43520,27393,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43521,27394,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43522,27395,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43523,27396,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43524,27397,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43525,27398,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43526,27399,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43527,27400,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43528,27401,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43529,27402,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43530,27403,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43531,27404,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43532,27405,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43533,27406,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43534,27407,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43535,27408,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
63,43492,27365,"active",NA,2020-01-17,2020-07-16,NA,NA,166.38,"NTQB-3-2","Lotek"
305,43684,27466,"active",NA,2020-02-17,2021-01-20,NA,NA,166.38,"NTQB2-3-2","Lotek"
305,43685,27467,"active",NA,2020-02-17,2021-01-20,NA,NA,166.38,"NTQB2-3-2","Lotek"
305,43686,27468,"active",NA,2020-02-17,2021-01-20,NA,NA,166.38,"NTQB2-3-2","Lotek"
305,43687,27469,"active",NA,2020-02-17,2021-01-20,NA,NA,166.38,"NTQB2-3-2","Lotek"
305,43688,27470,"active",NA,2020-02-17,2021-01-20,NA,NA,166.38,"NTQB2-3-2","Lotek"
305,43689,27471,"active",NA,2020-02-17,2021-01-20,NA,NA,166.38,"NTQB2-3-2","Lotek"
294,43289,27255,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
294,43290,27256,"active",NA,2019-11-15,2021-05-23,NA,NA,151.5,"NTQB2-6-2","Lotek"
288,44919,27795,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44920,27796,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44921,27797,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44922,27798,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44923,27799,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44924,27800,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44925,27801,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44926,27802,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44927,27803,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44928,27804,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44929,27805,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
288,44930,27806,"active",NA,2020-09-01,2021-07-25,NA,NA,166.38,"NTQB2-3-2","Lotek"
