"projID","tagID","deployID","status","species","dtStart","dtEnd","lat","lon","frequency","model","manufacturer"
63,18660,8890,"active",4680,2016-04-27,NA,29.25,-90.08333,166.38,"","Lotek"
63,18661,8889,"active",4680,2016-04-28,NA,29.25,-90.08333,166.38,"","Lotek"
63,18662,8888,"active",4680,2016-04-28,NA,29.25,-90.08333,166.38,"","Lotek"
63,18663,8887,"active",4680,2016-04-28,NA,29.25,-90.08333,166.38,"","Lotek"
63,18664,8886,"active",4680,2016-04-27,NA,29.25,-90.08333,166.38,"","Lotek"
63,18665,8885,"active",4680,2016-04-27,NA,29.25,-90.08333,166.38,"","Lotek"
63,18666,8884,"active",4680,2016-04-27,NA,29.25,-90.08333,166.38,"","Lotek"
63,18667,8883,"active",4680,2016-04-27,NA,29.25,-90.08333,166.38,"","Lotek"
63,18668,8882,"active",4680,2016-04-27,NA,29.41667,-94.75,166.38,"","Lotek"
63,18669,8881,"active",4680,2016-04-25,NA,29.41667,-94.75,166.38,"","Lotek"
